work_id,author_id,author_position,institutions,from_openalex
10.1109/tvcg.2020.3030427,A5050126617,1,"[""I136199984""]",True
10.1109/tvcg.2020.3030427,A5009543696,2,"[""I56590836""]",True
10.1109/tvcg.2020.3030427,A5010238198,3,"[""I136199984""]",True
10.1109/tvcg.2020.3030427,A5008149778,4,"[""I56590836""]",True
10.1109/tvcg.2020.3030427,A5085695563,5,"[""I56590836""]",True
10.1109/tvcg.2020.3030427,A5043151044,6,"[""I136199984""]",True
10.1109/tvcg.2020.3030467,A5018322383,1,"[""I76130692"", ""I4210123185""]",True
10.1109/tvcg.2020.3030467,A5059548467,2,"[""I76130692"", ""I4210123185""]",True
10.1109/tvcg.2020.3030467,A5045648348,3,"[""I76130692"", ""I4210123185""]",True
10.1109/tvcg.2020.3030467,A5084430026,4,"[""I4210123185"", ""I76130692""]",True
10.1109/tvcg.2020.3030467,A5050632485,5,"[""I4210112998"", ""I100066346""]",True
10.1109/tvcg.2020.3030467,A5102902131,6,"[""I4210112998"", ""I100066346""]",True
10.1109/tvcg.2020.3030467,A5038629539,7,"[""I4210112998"", ""I100066346""]",True
10.1109/tvcg.2020.3030467,A5109722197,8,"[""I69356397""]",True
10.1109/tvcg.2020.3030467,A5081147881,9,"[""I4210095624""]",True
10.1109/tvcg.2020.3030467,A5073986937,10,"[""I76130692"", ""I4210123185""]",True
10.1109/tvcg.2020.3028985,A5100355692,1,"[""I201448701""]",True
10.1109/tvcg.2020.3028985,A5001536494,2,"[""I201448701""]",True
10.1109/tvcg.2020.3028985,A5033639139,3,"[""I201448701""]",True
10.1109/tvcg.2020.3028985,A5090570042,4,"[""I201448701""]",True
10.1109/tvcg.2020.3030461,A5101523076,1,"[""I4210108629""]",True
10.1109/tvcg.2020.3030461,A5100669438,2,"[""I164956901""]",True
10.1109/tvcg.2020.3030461,A5065630217,3,"[""I52357470""]",True
10.1109/tvcg.2020.3030461,A5101757192,4,"[""I4210108629""]",True
10.1109/tvcg.2020.3030461,A5039874476,5,"[""I4210108629""]",True
10.1109/tvcg.2020.3030461,A5101967249,6,"[""I4210108629""]",True
10.1109/tvcg.2020.3030343,A5067299655,1,"[""I66867065""]",True
10.1109/tvcg.2020.3030343,A5100649746,2,"[""I66867065""]",True
10.1109/tvcg.2020.3030343,A5063110936,3,"[""I66867065""]",True
10.1109/tvcg.2020.3030396,A5023558209,1,"[""I200769079"", ""I76130692"", ""I889458895""]",True
10.1109/tvcg.2020.3030396,A5071356824,2,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2020.3030396,A5074038943,3,"[""I76130692""]",True
10.1109/tvcg.2020.3030396,A5048194226,4,"[""I98677209""]",True
10.1109/tvcg.2020.3030396,A5073986937,5,"[""I76130692""]",True
10.1109/tvcg.2020.3030396,A5091466289,6,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2020.3030361,A5051400014,1,"[""I57206974""]",True
10.1109/tvcg.2020.3030361,A5072638742,2,"[""I57206974""]",True
10.1109/tvcg.2020.3030361,A5036120336,3,"[""I57206974""]",True
10.1109/tvcg.2020.3030361,A5102923390,4,"[""I57206974""]",True
10.1109/tvcg.2020.3030361,A5006773757,5,"[""I57206974""]",True
10.1109/tvcg.2020.3030361,A5003584200,6,"[""I57206974""]",True
10.1109/tvcg.2020.3030465,A5012157105,1,"[""I116953780""]",True
10.1109/tvcg.2020.3030465,A5056999690,2,"[""I116953780""]",True
10.1109/tvcg.2020.3030465,A5100442866,3,"[""I116953780""]",True
10.1109/tvcg.2020.3030465,A5073619125,4,"[""I100066346""]",True
10.1109/tvcg.2020.3030465,A5077712580,5,"[""I114027177""]",True
10.1109/tvcg.2020.3030465,A5000474356,6,"[""I116953780""]",True
10.1109/tvcg.2020.3030456,A5070162998,1,"[""I56590836""]",True
10.1109/tvcg.2020.3030456,A5056819808,2,"[""I35440088""]",True
10.1109/tvcg.2020.3030456,A5103029140,3,"[""I56590836""]",True
10.1109/tvcg.2020.3030456,A5055786408,4,"[""I35440088""]",True
10.1109/tvcg.2020.3030456,A5066302709,5,"[""I56590836""]",True
10.1109/tvcg.2020.3030456,A5019125046,6,"[""I35440088""]",True
10.1109/tvcg.2020.3030448,A5040178235,1,"[""I4210113369"", ""I20231570""]",True
10.1109/tvcg.2020.3030448,A5070188725,2,"[""I4210113369""]",True
10.1109/tvcg.2020.3030448,A5100653962,3,"[""I4210113369""]",True
10.1109/tvcg.2020.3030448,A5025118710,4,"[""I4210113369""]",True
10.1109/tvcg.2020.3030448,A5101789836,5,"[""I4210113369""]",True
10.1109/tvcg.2020.3030448,A5100331488,6,"[""I4210113369""]",True
10.1109/tvcg.2020.3030432,A5000944164,1,"[""I99065089""]",True
10.1109/tvcg.2020.3030432,A5081274814,2,"[""I99065089""]",True
10.1109/tvcg.2020.3030432,A5079986783,3,"[""I139660479""]",True
10.1109/tvcg.2020.3030432,A5109722197,4,"[""I69356397""]",True
10.1109/tvcg.2020.3030432,A5038775008,5,"[""I99065089""]",True
10.1109/tvcg.2020.3030424,A5073455439,1,"[""I139894009""]",True
10.1109/tvcg.2020.3030424,A5048305243,2,"[""I139894009""]",True
10.1109/tvcg.2020.3030424,A5104038125,3,"[""I4210163771""]",True
10.1109/tvcg.2020.3030424,A5019709676,4,"[""I139894009""]",True
10.1109/tvcg.2020.3030424,A5075396066,5,"[""I139894009""]",True
10.1109/tvcg.2020.3030424,A5054578676,6,"[""I130828816""]",True
10.1109/tvcg.2020.3030424,A5025082043,7,"[""I130828816""]",True
10.1109/tvcg.2020.3028889,A5074006931,1,"[""I84218800""]",True
10.1109/tvcg.2020.3028889,A5000189941,2,"[""I84218800""]",True
10.1109/tvcg.2020.3028889,A5078567249,3,"[""I65837984""]",True
10.1109/tvcg.2020.3028889,A5084533941,4,"[""I4210129730""]",True
10.1109/tvcg.2020.3028889,A5101289240,5,"[""I4210129730""]",True
10.1109/tvcg.2020.3028889,A5037161857,6,"[""I84218800""]",True
10.1109/tvcg.2020.3030434,A5050640461,1,"[""I135310074"", ""I2802999273""]",True
10.1109/tvcg.2020.3030434,A5045340030,2,"[""I2802999273"", ""I135310074""]",True
10.1109/tvcg.2020.3030434,A5016674253,3,"[""I12912129""]",True
10.1109/tvcg.2020.3030360,A5100327659,1,"[""I201448701""]",True
10.1109/tvcg.2020.3030360,A5090570042,2,"[""I201448701""]",True
10.1109/tvcg.2020.3030440,A5014009990,1,"[""I90727586""]",True
10.1109/tvcg.2020.3030440,A5073390361,2,"[""I90727586""]",True
10.1109/tvcg.2020.3030440,A5049684321,3,"[""I90727586""]",True
10.1109/tvcg.2020.3030440,A5112329256,4,"[""I90727586""]",True
10.1109/tvcg.2020.3030440,A5102706250,5,"[""I90727586""]",True
10.1109/tvcg.2020.3030440,A5100664249,6,"[""I90727586""]",True
10.1109/tvcg.2020.3030440,A5071560359,7,"[""I139660479""]",True
10.1109/tvcg.2020.3030440,A5100344494,8,"[""I49382586"", ""I76130692""]",True
10.1109/tvcg.2020.3030439,A5060626774,1,"[""I2802236040"", ""I188538660""]",True
10.1109/tvcg.2020.3030439,A5056903170,2,"[""I55769427"", ""I135191193""]",True
10.1109/vast50239.2020.00006,A5006575291,1,"[""I76130692""]",True
10.1109/vast50239.2020.00006,A5100344494,2,"[""I76130692""]",True
10.1109/vast50239.2020.00006,A5079986783,3,"[""I139660479""]",True
10.1109/vast50239.2020.00006,A5067411932,4,"[""I76130692""]",True
10.1109/vast50239.2020.00006,A5001029563,5,"[""I55538621""]",True
10.1109/vast50239.2020.00006,A5034088838,6,"[""I50760025""]",True
10.1109/vast50239.2020.00006,A5081346568,7,"[""I38877650""]",True
10.1109/vast50239.2020.00006,A5016219620,8,"[""I4092182""]",True
10.1109/tvcg.2020.3030410,A5100660205,1,"[""I4210145761""]",True
10.1109/tvcg.2020.3030410,A5020020184,2,"[""I191208505""]",True
10.1109/tvcg.2020.3030410,A5056910392,3,"[""I191208505""]",True
10.1109/tvcg.2020.3030410,A5070181158,4,"[""I4210145761""]",True
10.1109/tvcg.2020.3030410,A5079986783,5,"[""I139660479""]",True
10.1109/tvcg.2020.3030410,A5065040154,6,"[""I39555362""]",True
10.1109/tvcg.2020.3030410,A5100344494,7,"[""I76130692""]",True
10.1109/tvcg.2020.3030387,A5078912963,1,"[""I4210163771"", ""I141945490""]",True
10.1109/tvcg.2020.3030387,A5006593097,2,"[""I4210163771""]",True
10.1109/tvcg.2020.3030387,A5079916657,3,"[""I141945490""]",True
10.1109/tvcg.2020.3030374,A5100398611,1,"[""I185443292""]",True
10.1109/tvcg.2020.3030374,A5004534638,2,"[""I185443292""]",True
10.1109/tvcg.2020.3030374,A5000705218,3,"[""I185443292""]",True
10.1109/tvcg.2020.3030374,A5029379745,4,"[""I185443292""]",True
10.1109/tvcg.2020.3030374,A5100346965,5,"[""I185443292""]",True
10.1109/tvcg.2020.3030374,A5049451858,6,"[""I185443292""]",True
10.1109/tvcg.2020.3030374,A5102022483,7,"[""I185443292""]",True
10.1109/tvcg.2020.3030374,A5082598478,8,"[""I185443292""]",True
10.1109/tvcg.2020.3030475,A5103280801,1,"[""I138006243""]",True
10.1109/tvcg.2020.3030475,A5034814164,2,"[""I145847075""]",True
10.1109/tvcg.2020.3030475,A5003147292,3,"[""I145847075""]",True
10.1109/tvcg.2020.3030475,A5071390048,4,"[""I138006243""]",True
10.1109/tvcg.2020.3030459,A5055507757,1,"[""I56590836""]",True
10.1109/tvcg.2020.3030459,A5050126617,2,"[""I136199984"", ""I56590836""]",True
10.1109/tvcg.2020.3030459,A5008149778,3,"[""I56590836""]",True
10.1109/tvcg.2020.3030459,A5084091640,4,"[""I56590836""]",True
10.1109/tvcg.2020.3030459,A5040517720,5,"[""I56590836""]",True
10.1109/tvcg.2020.3030459,A5085695563,6,"[""I56590836""]",True
10.1109/tvcg.2020.3030447,A5010441587,1,"[""I76130692""]",True
10.1109/tvcg.2020.3030447,A5100344494,2,"[""I76130692""]",True
10.1109/tvcg.2020.3030447,A5101060059,3,"[""I76130692""]",True
10.1109/tvcg.2020.3030447,A5025965660,4,"[""I76130692""]",True
10.1109/tvcg.2020.3030447,A5084035008,5,"[""I76130692""]",True
10.1109/tvcg.2020.3030447,A5085847955,6,"[""I76130692""]",True
10.1109/tvcg.2020.3030423,A5071356824,1,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030423,A5025307131,2,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2020.3030423,A5008149778,3,"[""I56590836"", ""I2801239119""]",True
10.1109/tvcg.2020.3030423,A5065644953,4,"[""I4210164937""]",True
10.1109/tvcg.2020.3030423,A5024860629,5,"[""I1326498283""]",True
10.1109/tvcg.2020.3030423,A5091466289,6,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2020.3030469,A5050608183,1,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2020.3030469,A5100397330,2,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2020.3030469,A5100660205,3,"[""I4210145761""]",True
10.1109/tvcg.2020.3030469,A5010240403,4,"[""I3045169105""]",True
10.1109/tvcg.2020.3030469,A5091466289,5,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030464,A5047803478,1,"[""I185261750""]",True
10.1109/tvcg.2020.3030464,A5087541737,2,"[""I185261750"", ""I3143791293""]",True
10.1109/tvcg.2020.3030464,A5017451873,3,"[""I185261750"", ""I3143791293""]",True
10.1109/tvcg.2020.3030464,A5029815396,4,"[""I185261750""]",True
10.1109/tvcg.2020.3030415,A5102922863,1,"[""I71920554""]",True
10.1109/tvcg.2020.3030415,A5009473523,2,"[""I71920554""]",True
10.1109/tvcg.2020.3030415,A5005537804,3,"[""I145847075"", ""I4210167330""]",True
10.1109/tvcg.2020.3030415,A5100604593,4,"[""I71920554""]",True
10.1109/tvcg.2020.3030415,A5014905815,5,"[""I71920554""]",True
10.1109/tvcg.2020.3030415,A5076768552,6,"[""I71920554""]",True
10.1109/tvcg.2020.3030415,A5051680646,7,"[""I123431417""]",True
10.1109/tvcg.2020.3030415,A5088614523,8,"[""I4210167330"", ""I145847075""]",True
10.1109/tvcg.2020.3030415,A5080082986,9,"[""I123431417""]",True
10.1109/tvcg.2020.3030415,A5040337866,10,"[""I123431417""]",True
10.1109/tvcg.2020.3030415,A5022294742,11,"[""I71920554""]",True
10.1109/tvcg.2020.3030367,A5080248408,1,"[""I145894827"", ""I63966007""]",True
10.1109/tvcg.2020.3030367,A5079524619,2,"[""I145894827"", ""I63966007""]",True
10.1109/tvcg.2020.3030367,A5015653458,3,"[""I63966007"", ""I145894827""]",True
10.1109/tvcg.2020.3030367,A5077783676,4,"[""I63966007"", ""I145894827""]",True
10.1109/tvcg.2020.3030346,A5073124436,1,"[""I107639228""]",True
10.1109/tvcg.2020.3030346,A5074718306,2,"[""I107639228""]",True
10.1109/tvcg.2020.3030346,A5004280362,3,"[""I24185976""]",True
10.1109/tvcg.2020.3030346,A5060901632,4,"[""I107639228""]",True
10.1109/tvcg.2020.3030346,A5101913449,5,"[""I107639228""]",True
10.1109/tvcg.2020.3028957,A5078565296,1,"[""I76130692""]",True
10.1109/tvcg.2020.3028957,A5073516753,2,"[""I76130692""]",True
10.1109/tvcg.2020.3028957,A5073986937,3,"[""I1306409833""]",True
10.1109/tvcg.2020.3028947,A5000261303,1,"[""I35440088""]",True
10.1109/tvcg.2020.3028947,A5033076979,2,"[""I35440088""]",True
10.1109/tvcg.2020.3028947,A5088860259,3,"[""I35440088""]",True
10.1109/tvcg.2020.3030375,A5064931337,1,"[""I27837315""]",True
10.1109/tvcg.2020.3030375,A5040739360,2,"[""I27837315""]",True
10.1109/tvcg.2020.3028888,A5101409792,1,"[""I55732556""]",True
10.1109/tvcg.2020.3028888,A5062015463,2,"[""I55732556""]",True
10.1109/tvcg.2020.3028888,A5073158087,3,"[""I157725225""]",True
10.1109/tvcg.2020.3028888,A5048466428,4,"[""I4210101778"", ""I4210133173""]",True
10.1109/tvcg.2020.3028888,A5026799813,5,"[""I55732556""]",True
10.1109/tvcg.2020.3030472,A5049104260,1,[],True
10.1109/tvcg.2020.3030472,A5080823228,2,"[""I12912129""]",True
10.1109/tvcg.2020.3030472,A5024828673,3,[],True
10.1109/tvcg.2020.3030471,A5100609686,1,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030471,A5070461768,2,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030471,A5082790087,3,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030471,A5100424394,4,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030471,A5038775008,5,"[""I99065089""]",True
10.1109/tvcg.2020.3030471,A5091466289,6,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030419,A5060888358,1,"[""I136199984""]",True
10.1109/tvcg.2020.3030419,A5102959274,2,"[""I848706""]",True
10.1109/tvcg.2020.3030419,A5012388103,3,"[""I139264467""]",True
10.1109/tvcg.2020.3030406,A5049188592,1,"[""I154099455""]",True
10.1109/tvcg.2020.3030406,A5112562638,2,"[""I113979032""]",True
10.1109/tvcg.2020.3030406,A5100624798,3,"[""I154099455""]",True
10.1109/tvcg.2020.3030406,A5037110552,4,"[""I100066346""]",True
10.1109/tvcg.2020.3030406,A5036489223,5,"[""I189712700""]",True
10.1109/tvcg.2020.3030406,A5091260693,6,"[""I197251160""]",True
10.1109/tvcg.2020.3030406,A5005647036,7,[],True
10.1109/tvcg.2020.3030406,A5068526974,8,"[""I154099455""]",True
10.1109/vast50239.2020.00007,A5066369450,1,"[""I99065089""]",True
10.1109/vast50239.2020.00007,A5100332661,2,"[""I99065089""]",True
10.1109/vast50239.2020.00007,A5107904995,3,"[""I4210164937""]",True
10.1109/vast50239.2020.00007,A5029506224,4,"[""I1299907687""]",True
10.1109/vast50239.2020.00007,A5003419563,5,"[""I99065089""]",True
10.1109/vast50239.2020.00007,A5026799813,6,"[""I55732556""]",True
10.1109/vast50239.2020.00007,A5038775008,7,"[""I99065089""]",True
10.1109/tvcg.2020.3030442,A5061093749,1,"[""I87182695""]",True
10.1109/tvcg.2020.3030442,A5037162594,2,"[""I130701444"", ""I87182695""]",True
10.1109/tvcg.2020.3030442,A5110633723,3,"[""I87182695""]",True
10.1109/tvcg.2020.3030442,A5063230893,4,"[""I87182695""]",True
10.1109/vast50239.2020.00009,A5026243783,1,"[""I76130692""]",True
10.1109/vast50239.2020.00009,A5020327777,2,"[""I76130692""]",True
10.1109/vast50239.2020.00009,A5087312966,3,"[""I76130692""]",True
10.1109/vast50239.2020.00009,A5038384093,4,"[""I76130692""]",True
10.1109/vast50239.2020.00009,A5073986937,5,"[""I76130692""]",True
10.1109/tvcg.2020.3030437,A5051018472,1,"[""I31512782""]",True
10.1109/tvcg.2020.3030437,A5076756639,2,"[""I223822909"", ""I2802164966""]",True
10.1109/tvcg.2020.3030437,A5076428998,3,"[""I31512782""]",True
10.1109/tvcg.2020.3030437,A5073022588,4,"[""I31512782""]",True
10.1109/tvcg.2020.3030437,A5039929397,5,"[""I39586589""]",True
10.1109/tvcg.2020.3030437,A5055106396,6,"[""I223822909"", ""I2802164966""]",True
10.1109/tvcg.2020.3030437,A5038034454,7,"[""I78650965""]",True
10.1109/tvcg.2020.3030437,A5051740940,8,"[""I4210116730""]",True
10.1109/tvcg.2020.3030437,A5024392920,9,"[""I34809795""]",True
10.1109/tvcg.2020.3030437,A5048659639,10,"[""I2802164966"", ""I223822909""]",True
10.1109/tvcg.2020.3030437,A5066551739,11,"[""I223822909"", ""I2802164966""]",True
10.1109/tvcg.2020.3030437,A5096058722,12,"[""I34809795""]",True
10.1109/tvcg.2020.3030437,A5015182248,13,"[""I31512782"", ""I4665924""]",True
10.1109/tvcg.2020.3030433,A5100747388,1,"[""I98677209""]",True
10.1109/tvcg.2020.3030433,A5025071606,2,"[""I97018004""]",True
10.1109/tvcg.2020.3030433,A5101731429,3,"[""I162868743"", ""I98677209""]",True
10.1109/tvcg.2020.3030433,A5029815396,4,"[""I185261750""]",True
10.1109/tvcg.2020.3030433,A5048194226,5,"[""I98677209""]",True
10.1109/tvcg.2020.3030370,A5101288188,1,"[""I87445476""]",True
10.1109/tvcg.2020.3030370,A5085890755,2,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030370,A5100424394,3,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2020.3030370,A5100451791,4,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2020.3030370,A5035080566,5,"[""I87445476""]",True
10.1109/tvcg.2020.3030370,A5091466289,6,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2020.3030370,A5041083459,7,"[""I87445476""]",True
10.1109/tvcg.2020.3030351,A5102836607,1,"[""I47720641""]",True
10.1109/tvcg.2020.3030351,A5101958227,2,"[""I4210113369""]",True
10.1109/tvcg.2020.3030351,A5100653962,3,"[""I4210113369""]",True
10.1109/tvcg.2020.3030351,A5100619501,4,"[""I4210113369""]",True
10.1109/tvcg.2020.3030351,A5100377652,5,"[""I4210113369""]",True
10.1109/tvcg.2020.3030351,A5101789836,6,"[""I4210113369""]",True
10.1109/tvcg.2020.3030351,A5036072216,7,"[""I4210113369""]",True
10.1109/tvcg.2020.3030351,A5046130202,8,"[""I47720641""]",True
10.1109/tvcg.2020.3030351,A5100331488,9,"[""I4210113369""]",True
10.1109/tvcg.2020.3030351,A5109792165,10,"[""I47720641""]",True
10.1109/tvcg.2020.3029413,A5058918302,1,"[""I141945490""]",True
10.1109/tvcg.2020.3029413,A5063629557,2,[],True
10.1109/tvcg.2020.3029413,A5067858887,3,"[""I24603500""]",True
10.1109/tvcg.2020.3029413,A5056903170,4,"[""I188538660"", ""I2802236040""]",True
10.1109/tvcg.2020.3028984,A5084668442,1,"[""I201448701""]",True
10.1109/tvcg.2020.3028984,A5011189567,2,[],True
10.1109/tvcg.2020.3028984,A5019815997,3,"[""I36788626""]",True
10.1109/tvcg.2020.3028984,A5068008545,4,"[""I201448701""]",True
10.1109/tvcg.2020.3030408,A5016520165,1,"[""I189712700""]",True
10.1109/tvcg.2020.3030408,A5108271365,2,"[""I887064364""]",True
10.1109/tvcg.2020.3030408,A5089258041,3,"[""I189712700""]",True
10.1109/tvcg.2020.3030408,A5019671636,4,"[""I189712700""]",True
10.1109/tvcg.2020.3030408,A5073919282,5,"[""I189712700""]",True
10.1109/tvcg.2020.3030408,A5070684680,6,"[""I887064364""]",True
10.1109/tvcg.2020.3030381,A5087199227,1,"[""I223532165""]",True
10.1109/tvcg.2020.3030381,A5063625747,2,[],True
10.1109/tvcg.2020.3030381,A5069061531,3,"[""I1282311441""]",True
10.1109/tvcg.2020.3030381,A5085342992,4,"[""I1282311441""]",True
10.1109/tvcg.2020.3030381,A5046473651,5,"[""I223532165""]",True
10.1109/tvcg.2020.3030381,A5084707380,6,"[""I223532165""]",True
10.1109/tvcg.2020.3030381,A5019902487,7,"[""I1282311441""]",True
10.1109/tvcg.2020.3030381,A5009460413,8,"[""I223532165""]",True
10.1109/tvcg.2020.3028948,A5038027438,1,"[""I136199984""]",True
10.1109/tvcg.2020.3028948,A5008404864,2,"[""I76130692""]",True
10.1109/tvcg.2020.3028948,A5100344494,3,"[""I76130692""]",True
10.1109/tvcg.2020.3028948,A5066335313,4,"[""I136199984""]",True
10.1109/tvcg.2020.3028948,A5048194226,5,"[""I98677209""]",True
10.1109/tvcg.2020.3028948,A5043151044,6,"[""I136199984""]",True
10.1109/tvcg.2020.3030473,A5100425172,1,"[""I20231570"", ""I223532165""]",True
10.1109/tvcg.2020.3030473,A5048780291,2,"[""I223532165""]",True
10.1109/tvcg.2020.3030473,A5073619125,3,"[""I100066346""]",True
10.1109/tvcg.2020.3030462,A5023009584,1,"[""I141945490""]",True
10.1109/tvcg.2020.3030462,A5041010052,2,"[""I141945490""]",True
10.1109/tvcg.2020.3030462,A5079916657,3,"[""I141945490""]",True
10.1109/tvcg.2020.3030353,A5024614585,1,"[""I55732556""]",True
10.1109/tvcg.2020.3030353,A5071898071,2,"[""I153267046""]",True
10.1109/tvcg.2020.3030353,A5026799813,3,"[""I55732556""]",True
10.1109/tvcg.2020.3030353,A5074734666,4,"[""I1294671590"", ""I39804081""]",True
10.1109/tvcg.2020.3030347,A5038023755,1,"[""I1294671590"", ""I277688954"", ""I4210144804""]",True
10.1109/tvcg.2020.3030347,A5064219476,2,"[""I5561750""]",True
10.1109/tvcg.2020.3030347,A5060725233,3,"[""I1294671590"", ""I277688954"", ""I4210144804""]",True
10.1109/tvcg.2020.3030347,A5030084361,4,"[""I1294671590"", ""I277688954"", ""I66946132"", ""I4210144804""]",True
10.1109/tvcg.2020.3030347,A5042895577,5,"[""I4210144804"", ""I1294671590"", ""I277688954""]",True
10.1109/vast50239.2020.00014,A5086224045,1,"[""I139660479"", ""I145581781""]",True
10.1109/vast50239.2020.00014,A5064972852,2,"[""I139660479""]",True
10.1109/vast50239.2020.00014,A5016460032,3,"[""I139660479""]",True
10.1109/vast50239.2020.00014,A5071560359,4,"[""I139660479""]",True
10.1109/vast50239.2020.00014,A5100736732,5,"[""I139660479""]",True
10.1109/vast50239.2020.00014,A5101659707,6,"[""I139660479""]",True
10.1109/vast50239.2020.00014,A5103971587,7,"[""I139660479""]",True
10.1109/tvcg.2020.3030443,A5033915638,1,"[""I121934306""]",True
10.1109/tvcg.2020.3030443,A5011244935,2,"[""I130701444""]",True
10.1109/tvcg.2020.3030443,A5102981760,3,"[""I130701444""]",True
10.1109/tvcg.2020.3030443,A5061027107,4,"[""I135310074""]",True
10.1109/tvcg.2020.3030443,A5100331624,5,"[""I121934306""]",True
10.1109/tvcg.2020.3030443,A5086902270,6,"[""I71838634""]",True
10.1109/tvcg.2020.3030443,A5084778474,7,"[""I135310074""]",True
10.1109/tvcg.2020.3030443,A5064306421,8,"[""I130701444""]",True
10.1109/tvcg.2020.3030443,A5089451178,9,"[""I121934306""]",True
10.1109/tvcg.2020.3030380,A5003133680,1,"[""I60922564""]",True
10.1109/tvcg.2020.3030380,A5012553015,2,"[""I60922564""]",True
10.1109/tvcg.2020.3030380,A5100377802,3,"[""I60922564""]",True
10.1109/tvcg.2020.3030380,A5047912015,4,"[""I157485424"", ""I4210099236""]",True
10.1109/tvcg.2020.3030365,A5032598257,1,"[""I2613432""]",True
10.1109/tvcg.2020.3030365,A5036159118,2,"[""I2613432""]",True
10.1109/tvcg.2020.3030394,A5080292005,1,"[""I223532165""]",True
10.1109/tvcg.2020.3030394,A5102026182,2,"[""I33213144""]",True
10.1109/tvcg.2020.3030394,A5004513620,3,"[""I33213144""]",True
10.1109/tvcg.2020.3030394,A5048780291,4,"[""I223532165""]",True
10.1109/tvcg.2020.3030394,A5058158315,5,"[""I33213144""]",True
10.1109/tvcg.2020.3030344,A5066189200,1,[],True
10.1109/tvcg.2020.3030344,A5061059879,2,"[""I102134673""]",True
10.1109/tvcg.2020.3028891,A5009763002,1,"[""I66946132""]",True
10.1109/tvcg.2020.3028891,A5035997603,2,"[""I138006243""]",True
10.1109/tvcg.2020.3030371,A5052208717,1,"[""I78650965""]",True
10.1109/tvcg.2020.3030371,A5110709331,2,"[""I4665924""]",True
10.1109/tvcg.2020.3030371,A5039180428,3,"[""I4665924""]",True
10.1109/tvcg.2020.3030371,A5043672607,4,"[""I78650965""]",True
10.1109/tvcg.2020.3030371,A5061682032,5,"[""I4665924""]",True
10.1109/tvcg.2020.3030337,A5035687843,1,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030337,A5080478642,2,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030337,A5100424394,3,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3030337,A5091466289,4,"[""I200769079"", ""I889458895""]",True
10.1109/tvcg.2020.3030337,A5026376235,5,"[""I889458895"", ""I200769079""]",True
10.1109/tvcg.2020.3029412,A5075295171,1,"[""I102149020""]",True
10.1109/tvcg.2020.3029412,A5055571891,2,"[""I102149020""]",True
10.1109/tvcg.2020.3029412,A5078317897,3,"[""I102149020""]",True
10.1109/tvcg.2020.3029412,A5055992752,4,"[""I102149020""]",True
10.1109/tvcg.2020.3030454,A5072700322,1,"[""I71920554""]",True
10.1109/tvcg.2020.3030454,A5073217289,2,"[""I71920554""]",True
10.1109/tvcg.2020.3030454,A5010238198,3,"[""I2801851002""]",True
10.1109/tvcg.2020.3030454,A5075706889,4,"[""I71920554""]",True
10.1109/tvcg.2020.3030454,A5043151044,5,"[""I2801851002""]",True
10.1109/tvcg.2020.3030454,A5041345169,6,"[""I71920554""]",True
10.1109/tvcg.2020.3030454,A5008754293,7,"[""I71920554""]",True
10.1109/tvcg.2020.3030441,A5033801646,1,"[""I57206974""]",True
10.1109/tvcg.2020.3030441,A5074734666,2,"[""I1294671590"", ""I39804081""]",True
10.1109/tvcg.2020.3030441,A5033833921,3,"[""I181391015""]",True
10.1109/tvcg.2020.3030441,A5011424640,4,"[""I17974374""]",True
10.1109/tvcg.2020.3030441,A5052577630,5,"[""I57206974""]",True
10.1109/tvcg.2020.3030358,A5071641412,1,"[""I859038795""]",True
10.1109/tvcg.2020.3030358,A5038358235,2,"[""I859038795""]",True
10.1109/tvcg.2020.3030358,A5083271735,3,"[""I66946132""]",True
10.1109/tvcg.2020.3030358,A5025799993,4,[],True
10.1109/tvcg.2020.3030358,A5078046532,5,[],True
10.1109/tvcg.2020.3030358,A5035052603,6,"[""I859038795""]",True
10.1109/tvcg.2020.3030358,A5034277315,7,"[""I66946132""]",True
10.1109/tvcg.2020.3030336,A5004232884,1,"[""I2800006345""]",True
10.1109/tvcg.2020.3030336,A5002400455,2,"[""I2800006345""]",True
