institution_id,MacroCategory,n_papers,doi_list
I27837315,Dimensionality Reduction & Multivariate Plots,12,"[""10.1109/tvcg.2006.202"", ""10.1109/tvcg.2017.2743898"", ""10.1109/tvcg.2018.2864889"", ""10.1109/tvcg.2018.2864909"", ""10.1109/tvcg.2018.2865231"", ""10.1109/tvcg.2019.2934557"", ""10.1109/tvcg.2020.3030335"", ""10.1109/tvcg.2020.3030429"", ""10.1109/tvcg.2021.3114679"", ""10.1109/tvcg.2021.3114811"", ""10.1109/tvcg.2022.3209467"", ""10.1109/vast.2012.6400558""]"
I27837315,Flow Fields & CFD Visualization,4,"[""10.1109/tvcg.2011.175"", ""10.1109/tvcg.2015.2467732"", ""10.1109/visual.1990.146374"", ""10.1109/visual.1991.175831""]"
I27837315,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2013.119""]"
I27837315,Time Series & Temporal Patterns,5,"[""10.1109/tvcg.2011.255"", ""10.1109/tvcg.2016.2599338"", ""10.1109/tvcg.2020.3030375"", ""10.1109/tvcg.2022.3209402"", ""10.1109/tvcg.2022.3209500""]"
I2799272722,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2000.885673""]"
I2799323385,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/tvcg.2006.198"", ""10.1109/tvcg.2018.2864509"", ""10.1109/tvcg.2018.2865049"", ""10.1109/tvcg.2022.3209458"", ""10.1109/visual.2000.885722""]"
I2799337515,Surgical Planning & Tomography,1,"[""10.1109/visual.1995.480790""]"
I2799390153,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2018.2864816""]"
I2799411422,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/infvis.2004.46""]"
I2799475292,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2001.964554""]"
I2799504096,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2008.166""]"
I2799567181,Meshes & Volume Rendering,3,"[""10.1109/tvcg.2010.133"", ""10.1109/visual.1994.346301"", ""10.1109/visual.2004.122""]"
I2799798094,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2002.1183766""]"
I2799802224,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2019.2934804""]"
I2799803557,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2015.2467293"", ""10.1109/tvcg.2016.2598825""]"
I2799853436,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2000.885739""]"
I2799859273,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2020.3030376""]"
I2799891827,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2020.3030414""]"
I2799909505,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456143""]"
I2799980853,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456215""]"
I2800006345,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/tvcg.2010.134"", ""10.1109/tvcg.2016.2598826"", ""10.1109/tvcg.2017.2744318"", ""10.1109/tvcg.2020.3030336"", ""10.1109/tvcg.2023.3326582""]"
I2800006345,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2017.2744358""]"
I2800006345,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2019.2934307""]"
I2800093571,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2023.3327192""]"
I2800129641,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2017.2745118"", ""10.1109/tvcg.2018.2864905""]"
I2800235667,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1993.398911""]"
I2800287464,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2019.2934667""]"
I2800287464,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2021.3114793""]"
I2800289517,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2008.116"", ""10.1109/tvcg.2009.197"", ""10.1109/tvcg.2020.3028955""]"
I2800297018,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1991.175802""]"
I2800297018,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2007.70517""]"
I2800297018,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2008.170""]"
I2800363604,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2016.2598471""]"
I2800403580,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2015.2467153""]"
I2800403580,VIS Literature & Bibliometrics,2,"[""10.1109/tvcg.2014.2346451"", ""10.1109/tvcg.2019.2934260""]"
I2800444561,Dashboards & Infographics,1,"[""10.1109/tvcg.2008.185""]"
I2800444561,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/tvcg.2014.2346249"", ""10.1109/tvcg.2015.2467551"", ""10.1109/tvcg.2021.3114820"", ""10.1109/tvcg.2023.3326512"", ""10.1109/tvcg.2024.3456144""]"
I2800444561,Twitter & Social Media,1,"[""10.1109/tvcg.2009.176""]"
I2800444561,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2024.3456405""]"
I2800451603,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2004.29""]"
I2800451603,Meshes & Volume Rendering,1,"[""10.1109/visual.2004.88""]"
I2800497579,VIS Literature & Bibliometrics,1,"[""10.1109/visual.1990.146372""]"
I2800548410,Diffusion MRI & Tractography,1,"[""10.1109/visual.2002.1183828""]"
I2800607224,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2006.146""]"
I2800628709,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2014.2346459""]"
I2800638129,Meshes & Volume Rendering,1,"[""10.1109/visual.1990.146414""]"
I2800638415,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2024.3456334""]"
I2800638415,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2023.3327185""]"
I2800638415,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/vast.2014.7042483""]"
I2800740805,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2024.3456327""]"
I2800759272,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/tvcg.2011.214"", ""10.1109/visual.1994.346308"", ""10.1109/visual.1998.745337"", ""10.1109/visual.2003.1250366"", ""10.1109/visual.2005.1532797""]"
I2800780207,Twitter & Social Media,1,"[""10.1109/infvis.1998.729553""]"
I2800935791,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2022.3209497""]"
I2801120862,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2007.70581""]"
I2801238018,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2018.2865043"", ""10.1109/visual.2005.1532847""]"
I2801239119,Dimensionality Reduction & Multivariate Plots,7,"[""10.1109/tvcg.2008.130"", ""10.1109/tvcg.2013.151"", ""10.1109/tvcg.2015.2467199"", ""10.1109/tvcg.2015.2467251"", ""10.1109/tvcg.2015.2467451"", ""10.1109/tvcg.2016.2598885"", ""10.1109/tvcg.2017.2744418""]"
I2801239119,Flow Fields & CFD Visualization,3,"[""10.1109/tvcg.2016.2599107"", ""10.1109/tvcg.2017.2745941"", ""10.1109/tvcg.2020.3030450""]"
I2801239119,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2020.3030334""]"
I2801239119,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/tvcg.2020.3030364""]"
I2801240577,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2015.7347630""]"
I2801313472,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2015.2468093""]"
I2801317318,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2016.2598469"", ""10.1109/tvcg.2017.2745118"", ""10.1109/tvcg.2018.2864905""]"
I2801333002,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2016.2598830""]"
I2801410363,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2021.3114851""]"
I2801436432,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2014.7042493""]"
I2801607516,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2014.2346431""]"
I2801613365,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2015.2467551""]"
I2801798921,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2012.249""]"
I2801851002,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2012.272""]"
I2801851002,Dimensionality Reduction & Multivariate Plots,7,"[""10.1109/tvcg.2015.2467759"", ""10.1109/tvcg.2016.2598587"", ""10.1109/tvcg.2017.2745118"", ""10.1109/tvcg.2021.3114840"", ""10.1109/tvcg.2022.3209408"", ""10.1109/tvcg.2023.3326579"", ""10.1109/tvcg.2024.3456406""]"
I2801851002,Flow Fields & CFD Visualization,6,"[""10.1109/tvcg.2013.154"", ""10.1109/tvcg.2014.2346752"", ""10.1109/tvcg.2017.2745941"", ""10.1109/tvcg.2018.2865152"", ""10.1109/tvcg.2022.3209386"", ""10.1109/tvcg.2023.3327170""]"
I2801851002,Meshes & Volume Rendering,9,"[""10.1109/tvcg.2009.167"", ""10.1109/tvcg.2010.137"", ""10.1109/tvcg.2010.168"", ""10.1109/tvcg.2012.240"", ""10.1109/tvcg.2014.2346260"", ""10.1109/tvcg.2015.2467911"", ""10.1109/tvcg.2017.2745978"", ""10.1109/tvcg.2020.3030454"", ""10.1109/vast47406.2019.8986940""]"
I2801851002,Surgical Planning & Tomography,4,"[""10.1109/tvcg.2018.2864847"", ""10.1109/tvcg.2018.2865138"", ""10.1109/tvcg.2022.3209435"", ""10.1109/tvcg.2023.3326588""]"
I2801851002,Time Series & Temporal Patterns,2,"[""10.1109/tvcg.2013.173"", ""10.1109/vast.2018.8802486""]"
I2801851002,VIS Literature & Bibliometrics,2,"[""10.1109/tvcg.2014.2346322"", ""10.1109/visual.1991.175819""]"
I2801857525,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2019.2934399""]"
I2801862477,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456192""]"
I2801862477,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2015.2467733""]"
I2801919071,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2008.151"", ""10.1109/tvcg.2018.2864849""]"
I2801919071,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/vast.2010.5652467""]"
I2801935854,Meshes & Volume Rendering,1,"[""10.1109/visual.2004.5""]"
I2802076133,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/tvcg.2016.2598795"", ""10.1109/tvcg.2016.2598826"", ""10.1109/tvcg.2018.2864509"", ""10.1109/tvcg.2019.2934337"", ""10.1109/tvcg.2020.3030388""]"
I2802076133,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2016.2598603""]"
I2802076133,Twitter & Social Media,1,"[""10.1109/tvcg.2023.3326601""]"
I2802162544,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2010.181""]"
I2802164966,Dashboards & Infographics,1,"[""10.1109/tvcg.2020.3030437""]"
I2802164966,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2019.2934337""]"
I2802194831,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2016.2598796""]"
I2802236040,Dimensionality Reduction & Multivariate Plots,9,"[""10.1109/tvcg.2017.2744359"", ""10.1109/tvcg.2019.2934264"", ""10.1109/tvcg.2019.2934266"", ""10.1109/tvcg.2019.2934284"", ""10.1109/tvcg.2019.2934603"", ""10.1109/tvcg.2019.2934614"", ""10.1109/tvcg.2020.3029413"", ""10.1109/tvcg.2020.3030439"", ""10.1109/vast50239.2020.00012""]"
I2802236040,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2019.2934282""]"
I2802236040,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2022.3209442""]"
I2802259095,Diffusion MRI & Tractography,1,"[""10.1109/visual.1996.568150""]"
I2802259095,Meshes & Volume Rendering,5,"[""10.1109/visual.1992.235226"", ""10.1109/visual.1993.398849"", ""10.1109/visual.1993.398875"", ""10.1109/visual.1995.480817"", ""10.1109/visual.1995.485143""]"
I2802259095,Time Series & Temporal Patterns,1,"[""10.1109/visual.1993.398859""]"
I2802384920,VIS Literature & Bibliometrics,1,"[""10.1109/visual.1996.568149""]"
I2802423016,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2009.164""]"
I2802487185,Meshes & Volume Rendering,1,"[""10.1109/visual.1997.663899""]"
I2802519937,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2006.189""]"
I2802536742,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2014.2346249""]"
I2802612298,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2007.70515""]"
I2802619606,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2009.184"", ""10.1109/tvcg.2011.189""]"
I2802660506,Flow Fields & CFD Visualization,1,"[""10.1109/vast.2011.6102460""]"
I2802849423,Flow Fields & CFD Visualization,1,"[""10.1109/visual.1992.235179""]"
I2802928900,Diffusion MRI & Tractography,1,"[""10.1109/visual.2005.1532778""]"
I2802928900,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2006.158"", ""10.1109/visual.2003.1250397""]"
I2802946424,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2023.3327388""]"
I2802946424,VIS Literature & Bibliometrics,2,"[""10.1109/visual.1990.146418"", ""10.1109/visual.1991.175832""]"
I2802964274,Meshes & Volume Rendering,1,"[""10.1109/visual.1990.146414""]"
I2802966293,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2005.1532841""]"
I2802999273,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2019.2934536"", ""10.1109/tvcg.2020.3030434"", ""10.1109/tvcg.2021.3114780"", ""10.1109/tvcg.2022.3209443""]"
I2803058125,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2014.2346454"", ""10.1109/tvcg.2024.3456215""]"
I2803209242,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/infvis.2001.963289""]"
I2803209242,Flow Fields & CFD Visualization,1,"[""10.1109/infvis.1998.729566""]"
I28777354,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2012.264"", ""10.1109/vast.2012.6400491"", ""10.1109/vast.2012.6400557""]"
I28777354,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/vast.2014.7042484""]"
I2898391981,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2018.2864806""]"
I2898391981,Meshes & Volume Rendering,7,"[""10.1109/tvcg.2006.119"", ""10.1109/visual.1993.398894"", ""10.1109/visual.1994.346329"", ""10.1109/visual.1995.485151"", ""10.1109/visual.1995.485156"", ""10.1109/visual.1996.568140"", ""10.1109/visual.1998.745333""]"
I2898391981,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2012.239""]"
I2946016260,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2018.2864499""]"
I2948394018,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/visual.1990.146379"", ""10.1109/visual.1992.235191""]"
I2948394018,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2024.3456388""]"
I2948394018,VIS Literature & Bibliometrics,1,"[""10.1109/visual.2005.1532838""]"
I2948663404,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2007.70623""]"
I29606459,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2012.216""]"
I29607241,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2007.70540""]"
I29607241,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2010.205"", ""10.1109/tvcg.2013.149""]"
I29607241,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2013.160""]"
I2972652528,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2014.2346893"", ""10.1109/tvcg.2017.2744159""]"
I29955533,VIS Literature & Bibliometrics,1,"[""10.1109/visual.1999.809920""]"
I3005327000,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2015.7347630""]"
I3017942884,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2024.3456355""]"
I3017942884,Twitter & Social Media,1,"[""10.1109/tvcg.2024.3456345""]"
I3018083178,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2021.3114787"", ""10.1109/tvcg.2021.3114821""]"
I3018083178,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2015.2467851""]"
I3018483916,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1996.568134""]"
I3019415892,Diffusion MRI & Tractography,1,"[""10.1109/visual.2005.1532790""]"
I3019415892,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2006.125""]"
I3019415892,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2007.70579""]"
I3019415892,VIS Literature & Bibliometrics,2,"[""10.1109/tvcg.2007.70575"", ""10.1109/tvcg.2012.283""]"
I3019423309,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2016.2598468"", ""10.1109/vast.2009.5333893"", ""10.1109/vast.2011.6102448"", ""10.1109/visual.1994.346294""]"
I3019423309,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2015.2467612""]"
I3019423309,Meshes & Volume Rendering,3,"[""10.1109/visual.1996.567780"", ""10.1109/visual.1996.568136"", ""10.1109/visual.1997.663859""]"
I3019423309,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2017.2744818""]"
I3019423309,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2013.178""]"
I3019586173,Meshes & Volume Rendering,1,"[""10.1109/visual.1996.568133""]"
I3045169105,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2020.3030469"", ""10.1109/tvcg.2021.3114850"", ""10.1109/tvcg.2023.3326930"", ""10.1109/tvcg.2023.3327359""]"
I3045169105,Time Series & Temporal Patterns,2,"[""10.1109/tvcg.2023.3326921"", ""10.1109/tvcg.2024.3456142""]"
I30809798,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2023.3327077""]"
I30809798,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2022.3209351"", ""10.1109/tvcg.2024.3456320""]"
I30809798,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2022.3209440"", ""10.1109/tvcg.2023.3326911""]"
I30809798,Surgical Planning & Tomography,2,"[""10.1109/tvcg.2023.3326929"", ""10.1109/tvcg.2024.3456325""]"
I30809798,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2022.3209463""]"
I308837,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2021.3114762""]"
I3129407955,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/visual.1993.398911"", ""10.1109/visual.1994.346307""]"
I3129407955,Meshes & Volume Rendering,1,"[""10.1109/visual.1994.346315""]"
I3129593085,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2020.3030392""]"
I3130638677,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456192""]"
I3131446353,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2005.1532810""]"
I3131550300,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2009.145"", ""10.1109/tvcg.2011.223"", ""10.1109/tvcg.2011.233"", ""10.1109/vast.2011.6102454""]"
I3131873961,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2002.1183817""]"
I3132238960,Diffusion MRI & Tractography,3,"[""10.1109/tvcg.2006.151"", ""10.1109/tvcg.2007.70532"", ""10.1109/tvcg.2007.70597""]"
I3132238960,Dimensionality Reduction & Multivariate Plots,10,"[""10.1109/tvcg.2006.133"", ""10.1109/tvcg.2006.136"", ""10.1109/tvcg.2006.169"", ""10.1109/tvcg.2007.70519"", ""10.1109/tvcg.2007.70523"", ""10.1109/tvcg.2007.70542"", ""10.1109/tvcg.2007.70543"", ""10.1109/tvcg.2007.70566"", ""10.1109/tvcg.2007.70585"", ""10.1109/tvcg.2007.70623""]"
I3132238960,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2007.70517"", ""10.1109/tvcg.2007.70596""]"
I3132238960,Meshes & Volume Rendering,4,"[""10.1109/tvcg.2006.176"", ""10.1109/tvcg.2006.201"", ""10.1109/tvcg.2007.70530"", ""10.1109/tvcg.2007.70544""]"
I3132238960,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2006.170""]"
I3132238960,Twitter & Social Media,3,"[""10.1109/tvcg.2007.70572"", ""10.1109/tvcg.2007.70601"", ""10.1109/tvcg.2007.70603""]"
I3132238960,VIS Literature & Bibliometrics,3,"[""10.1109/tvcg.2007.70539"", ""10.1109/tvcg.2007.70565"", ""10.1109/tvcg.2007.70581""]"
I3143791293,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2020.3030464""]"
I31512782,Dashboards & Infographics,1,"[""10.1109/tvcg.2020.3030437""]"
I31512782,Diffusion MRI & Tractography,1,"[""10.1109/vast.2011.6102439""]"
I31512782,Dimensionality Reduction & Multivariate Plots,6,"[""10.1109/tvcg.2015.2468111"", ""10.1109/tvcg.2017.2744805"", ""10.1109/vast.2008.4677350"", ""10.1109/vast.2009.5333893"", ""10.1109/vast.2012.6400553"", ""10.1109/visual.2001.964489""]"
I31512782,Flow Fields & CFD Visualization,1,"[""10.1109/vast.2014.7042485""]"
I31512782,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2012.281""]"
I31512782,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2017.2744818""]"
I31683504,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2024.3456338""]"
I31746571,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2009.201"", ""10.1109/tvcg.2011.199""]"
I32389192,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1995.480820""]"
I32389192,Surgical Planning & Tomography,1,"[""10.1109/visual.1997.663880""]"
I32394136,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2023.3326932""]"
I32597200,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2022.3209477""]"
I32625721,Surgical Planning & Tomography,1,"[""10.1109/visual.1990.146385""]"
I32943570,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2016.2598495""]"
I32971472,Diffusion MRI & Tractography,1,"[""10.1109/visual.2001.964549""]"
I32971472,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2008.123"", ""10.1109/tvcg.2008.150""]"
I33213144,Diffusion MRI & Tractography,2,"[""10.1109/tvcg.2020.3030394"", ""10.1109/visual.1990.146394""]"
I33213144,Dimensionality Reduction & Multivariate Plots,10,"[""10.1109/tvcg.2008.115"", ""10.1109/tvcg.2011.230"", ""10.1109/tvcg.2013.208"", ""10.1109/tvcg.2015.2467958"", ""10.1109/tvcg.2018.2864815"", ""10.1109/tvcg.2020.3028958"", ""10.1109/tvcg.2022.3209495"", ""10.1109/visual.1996.567598"", ""10.1109/visual.1997.663905"", ""10.1109/visual.1999.809921""]"
I33213144,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/tvcg.2018.2865029""]"
I33256026,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2006.125""]"
I33434090,Time Series & Temporal Patterns,1,"[""10.1109/infvis.2004.68""]"
I33976269,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/infvis.2000.885087""]"
I34077533,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.2001.964561""]"
I34077533,VIS Literature & Bibliometrics,1,"[""10.1109/visual.1990.146382""]"
I34809795,Dashboards & Infographics,1,"[""10.1109/tvcg.2020.3030437""]"
I35364215,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1997.663887""]"
I35440088,Dashboards & Infographics,1,"[""10.1109/visual.1995.480805""]"
I35440088,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2020.3030456""]"
I35440088,Dimensionality Reduction & Multivariate Plots,17,"[""10.1109/tvcg.2010.223"", ""10.1109/tvcg.2011.225"", ""10.1109/tvcg.2014.2346459"", ""10.1109/tvcg.2014.2346893"", ""10.1109/tvcg.2017.2744159"", ""10.1109/tvcg.2018.2864509"", ""10.1109/tvcg.2018.2865049"", ""10.1109/tvcg.2019.2934310"", ""10.1109/tvcg.2020.3028947"", ""10.1109/tvcg.2022.3209458"", ""10.1109/tvcg.2023.3327152"", ""10.1109/visual.1998.745280"", ""10.1109/visual.2000.885722"", ""10.1109/visual.2001.964490"", ""10.1109/visual.2001.964523"", ""10.1109/visual.2002.1183771"", ""10.1109/visual.2003.1250358""]"
