author_id,openalex_author_id_url,display_name,orcid,source
A5065573589,https://openalex.org/A5065573589,Noel F.c.c. De Miranda,https://orcid.org/0000-0001-6122-1024,openalex
A5017694658,https://openalex.org/A5017694658,Tariq Yousef,https://orcid.org/0000-0001-6136-3970,openalex
A5037571749,https://openalex.org/A5037571749,Stefan Jänicke,https://orcid.org/0000-0001-9353-5212,openalex
A5100393571,https://openalex.org/A5100393571,Young Ho Kim,https://orcid.org/0000-0001-8302-9818,openalex
A5103242037,https://openalex.org/A5103242037,Hyunjoo Song,https://orcid.org/0000-0002-4931-2940,openalex
A5042323667,https://openalex.org/A5042323667,Bohyoung Kim,https://orcid.org/0000-0002-2183-5651,openalex
A5057538550,https://openalex.org/A5057538550,Natalia Andrienko,https://orcid.org/0000-0003-3313-1560,openalex
A5022699013,https://openalex.org/A5022699013,Gennady Andrienko,https://orcid.org/0000-0002-8574-6295,openalex
A5078198844,https://openalex.org/A5078198844,Jiacheng Pan,https://orcid.org/0000-0002-8676-9990,openalex
A5100632219,https://openalex.org/A5100632219,Xiaodong Zhao,https://orcid.org/0000-0001-8376-3350,openalex
A5080701169,https://openalex.org/A5080701169,Shuyue Zhou,https://orcid.org/0000-0002-2355-3738,openalex
A5100326501,https://openalex.org/A5100326501,Jian Chen,https://orcid.org/0000-0003-4769-1526,openalex
A5042897510,https://openalex.org/A5042897510,Zhibin Niu,https://orcid.org/0000-0002-5171-7648,openalex
A5002798053,https://openalex.org/A5002798053,Runlin Li,,openalex
A5102771812,https://openalex.org/A5102771812,Wu Junqi,https://orcid.org/0000-0002-1734-3347,openalex
A5069869295,https://openalex.org/A5069869295,Dawei Cheng,https://orcid.org/0000-0002-5877-7387,openalex
A5005494070,https://openalex.org/A5005494070,Cristina R. Ceja,https://orcid.org/0000-0002-7462-7979,openalex
A5084148624,https://openalex.org/A5084148624,Benjamin Karer,https://orcid.org/0000-0002-1311-837X,openalex
A5108428297,https://openalex.org/A5108428297,Hans Hagen,,openalex
A5055750487,https://openalex.org/A5055750487,Dirk J. Lehmann,https://orcid.org/0000-0002-8089-4408,openalex
A5102819951,https://openalex.org/A5102819951,Jonathas Costa,https://orcid.org/0000-0002-5008-5685,openalex
A5025397194,https://openalex.org/A5025397194,Alexander Böck,https://orcid.org/0000-0002-2849-6146,openalex
A5045433461,https://openalex.org/A5045433461,Carter Emmart,,openalex
A5065645994,https://openalex.org/A5065645994,Charles Hansen,https://orcid.org/0000-0002-8480-2152,openalex
A5101579765,https://openalex.org/A5101579765,Tianxiang Chen,https://orcid.org/0000-0002-7492-1377,openalex
A5080798381,https://openalex.org/A5080798381,Lei Zhang,https://orcid.org/0000-0002-6447-2053,openalex
A5101495078,https://openalex.org/A5101495078,Wei Chen,https://orcid.org/0000-0002-8814-1005,openalex
A5100350503,https://openalex.org/A5100350503,Yang Chen,https://orcid.org/0000-0003-4749-3060,openalex
A5101522343,https://openalex.org/A5101522343,Jonathan Zhang,https://orcid.org/0009-0005-8925-676X,openalex
A5020020080,https://openalex.org/A5020020080,Alexandra Lee,https://orcid.org/0000-0002-0208-3730,openalex
A5061839283,https://openalex.org/A5061839283,Brian Ondov,https://orcid.org/0000-0002-0740-1793,openalex
A5087971684,https://openalex.org/A5087971684,Oskár Elek,https://orcid.org/0000-0003-0549-3302,openalex
A5041908392,https://openalex.org/A5041908392,Joseph N. Burchett,https://orcid.org/0000-0002-1979-2197,openalex
A5027857474,https://openalex.org/A5027857474,J. X. Prochaska,https://orcid.org/0000-0002-7738-6875,openalex
A5075722001,https://openalex.org/A5075722001,Angus G. Forbes,https://orcid.org/0000-0002-8700-7795,openalex
A5030758481,https://openalex.org/A5030758481,Austin H. Patton,https://orcid.org/0000-0003-1286-9005,openalex
A5015120030,https://openalex.org/A5015120030,Luke J. Harmon,https://orcid.org/0000-0002-4985-5750,openalex
A5030239592,https://openalex.org/A5030239592,Chuan Bu,,openalex
A5058725831,https://openalex.org/A5058725831,Quanjie Zhang,,openalex
A5000413604,https://openalex.org/A5000413604,Xavier Tricoche,,openalex
A5072794464,https://openalex.org/A5072794464,Wayne Schlei,https://orcid.org/0000-0003-2811-3990,openalex
A5069943922,https://openalex.org/A5069943922,Kathleen C. Howell,https://orcid.org/0000-0002-1298-5017,openalex
A5085147134,https://openalex.org/A5085147134,Torin Mcdonald,https://orcid.org/0000-0002-1177-8470,openalex
A5047677160,https://openalex.org/A5047677160,Attila Gyulassy,https://orcid.org/0000-0002-6046-8022,openalex
A5002575061,https://openalex.org/A5002575061,Steve Petruzza,https://orcid.org/0000-0002-2649-1595,openalex
A5059119847,https://openalex.org/A5059119847,Frederick Federer,https://orcid.org/0000-0002-1340-865X,openalex
A5072475394,https://openalex.org/A5072475394,Alessandra Angelucci,https://orcid.org/0000-0002-1957-2231,openalex
A5045481063,https://openalex.org/A5045481063,Xinlong Zhang,https://orcid.org/0009-0004-8040-0553,openalex
A5101919507,https://openalex.org/A5101919507,Zhendong Yang,https://orcid.org/0000-0003-3681-5458,openalex
A5101855382,https://openalex.org/A5101855382,Yuanyuan Chen,https://orcid.org/0000-0002-0892-0771,openalex
A5102943951,https://openalex.org/A5102943951,Wen Jin,https://orcid.org/0000-0002-5992-2531,openalex
A5101934910,https://openalex.org/A5101934910,Binjie Chen,https://orcid.org/0000-0002-2064-6023,openalex
A5025376488,https://openalex.org/A5025376488,Francine Chen,,openalex
A5056362617,https://openalex.org/A5056362617,Jianping Kelvin Li,https://orcid.org/0000-0002-7702-7450,openalex
A5022892688,https://openalex.org/A5022892688,María Virginia Sabando,https://orcid.org/0000-0002-4385-7149,openalex
A5081589998,https://openalex.org/A5081589998,Matías Nicolás Selzer,https://orcid.org/0000-0002-6305-0668,openalex
A5070422569,https://openalex.org/A5070422569,Jan Mičan,https://orcid.org/0000-0002-8877-163X,openalex
A5008182880,https://openalex.org/A5008182880,Ignacio Ponzoni,https://orcid.org/0000-0002-6923-9592,openalex
A5074068834,https://openalex.org/A5074068834,Axel J. Soto,https://orcid.org/0000-0002-9021-7566,openalex
A5002000124,https://openalex.org/A5002000124,María Luján Ganuza,https://orcid.org/0000-0003-4576-2124,openalex
A5003045863,https://openalex.org/A5003045863,Vero Vanden Abeele,https://orcid.org/0000-0002-3031-9579,openalex
A5069623056,https://openalex.org/A5069623056,Senthil Chandrasegaran,https://orcid.org/0000-0003-0561-2148,openalex
A5089660348,https://openalex.org/A5089660348,Jan Zahálka,https://orcid.org/0000-0002-6743-3607,openalex
A5051025031,https://openalex.org/A5051025031,Jarke J. Van Wijk,https://orcid.org/0000-0002-5128-976X,openalex
A5019333583,https://openalex.org/A5019333583,Dan Zhang,https://orcid.org/0000-0003-0930-9162,openalex
A5008337640,https://openalex.org/A5008337640,Ali Sarvghad,https://orcid.org/0000-0003-3718-7043,openalex
A5036518572,https://openalex.org/A5036518572,Gerome Miklau,https://orcid.org/0000-0003-1369-9239,openalex
A5024186179,https://openalex.org/A5024186179,Duong B. Nguyen,https://orcid.org/0000-0002-2323-9642,openalex
A5019293298,https://openalex.org/A5019293298,Rodolfo Ostilla–mónico,https://orcid.org/0000-0001-7049-2432,openalex
A5061311189,https://openalex.org/A5061311189,John Wenskovitch,https://orcid.org/0000-0002-0573-6442,openalex
A5040060768,https://openalex.org/A5040060768,Ulrich Lang,https://orcid.org/0000-0001-7166-0805,openalex
A5109576204,https://openalex.org/A5109576204,Andres Lalama,,openalex
A5034209052,https://openalex.org/A5034209052,Benjamin Niedermann,https://orcid.org/0000-0001-6638-7250,openalex
A5074126331,https://openalex.org/A5074126331,Udo Schlegel,https://orcid.org/0000-0002-8266-0162,openalex
A5101700128,https://openalex.org/A5101700128,Mingdong Zhang,,openalex
A5100379176,https://openalex.org/A5100379176,Li Chen,https://orcid.org/0000-0001-7836-4849,openalex
A5080894318,https://openalex.org/A5080894318,Jun‐hai Yong,https://orcid.org/0000-0002-4326-4167,openalex
A5009949914,https://openalex.org/A5009949914,Michail Schwab,https://orcid.org/0000-0003-4427-3353,openalex
A5017887628,https://openalex.org/A5017887628,Shash Sinha,,openalex
A5034838576,https://openalex.org/A5034838576,Cristina Nita Rotaru,https://orcid.org/0000-0002-9649-6789,openalex
A5070975377,https://openalex.org/A5070975377,James Tompkin,https://orcid.org/0000-0003-2218-2899,openalex
A5110060027,https://openalex.org/A5110060027,Joyce Ma,,openalex
A5003048902,https://openalex.org/A5003048902,Jennifer Frazier,,openalex
A5065310344,https://openalex.org/A5065310344,Maximilian Weib,,openalex
A5073689447,https://openalex.org/A5073689447,Alexandra Voit,https://orcid.org/0000-0002-5023-6033,openalex
A5062786312,https://openalex.org/A5062786312,Magdalena Schwarzl,,openalex
A5040353906,https://openalex.org/A5040353906,Sven Mayer,https://orcid.org/0000-0001-5462-8782,openalex
A5055311360,https://openalex.org/A5055311360,Tobias Rapp,https://orcid.org/0000-0002-5436-5553,openalex
A5033421842,https://openalex.org/A5033421842,Christoph Peters,https://orcid.org/0000-0001-8140-1516,openalex
A5018442175,https://openalex.org/A5018442175,Wenbo Tao,,openalex
A5112852462,https://openalex.org/A5112852462,Xinli Hou,,openalex
A5091296386,https://openalex.org/A5091296386,Adam Sah,,openalex
A5074724644,https://openalex.org/A5074724644,Michael Stonebraker,https://orcid.org/0000-0001-9184-9058,openalex
A5100454062,https://openalex.org/A5100454062,Jie Liu,https://orcid.org/0000-0002-1215-5814,openalex
A5022380691,https://openalex.org/A5022380691,Guido Tack,https://orcid.org/0000-0003-3357-6498,openalex
A5090268064,https://openalex.org/A5090268064,Hiroaki Natsukawa,,openalex
A5015877702,https://openalex.org/A5015877702,Ethan R. Deyle,https://orcid.org/0000-0001-8704-8434,openalex
A5071602354,https://openalex.org/A5071602354,Gerald M. Pao,https://orcid.org/0000-0001-8719-2540,openalex
A5069861564,https://openalex.org/A5069861564,Koji Koyamada,https://orcid.org/0000-0002-4283-3954,openalex
A5005438899,https://openalex.org/A5005438899,George Sugihara,https://orcid.org/0000-0002-2863-6946,openalex
A5043608701,https://openalex.org/A5043608701,Khaled Al Thelaya,https://orcid.org/0000-0003-2363-4586,openalex
A5030066648,https://openalex.org/A5030066648,Jens Schneider,https://orcid.org/0000-0002-0546-2816,openalex
A5067755451,https://openalex.org/A5067755451,William H. Alexander,https://orcid.org/0000-0002-3723-4789,openalex
A5112506607,https://openalex.org/A5112506607,Jack Pegg,,openalex
A5052486843,https://openalex.org/A5052486843,Dora Kiesel,https://orcid.org/0000-0002-6283-2633,openalex
A5002833686,https://openalex.org/A5002833686,Patrick Riehmann,https://orcid.org/0000-0002-6956-466X,openalex
A5014375244,https://openalex.org/A5014375244,Henning Wachsmuth,https://orcid.org/0000-0003-2792-621X,openalex
A5027915931,https://openalex.org/A5027915931,Benno Stein,https://orcid.org/0000-0001-9033-2217,openalex
A5075539047,https://openalex.org/A5075539047,Bernd Froehlich,https://orcid.org/0000-0002-9439-1959,openalex
A5089177147,https://openalex.org/A5089177147,Wonyoung So,https://orcid.org/0000-0002-4867-3429,openalex
A5034972111,https://openalex.org/A5034972111,Edyta P. Bogucka,https://orcid.org/0000-0002-8774-2386,openalex
A5038043083,https://openalex.org/A5038043083,Sanja Šćepanović,https://orcid.org/0000-0002-1534-8128,openalex
A5061164871,https://openalex.org/A5061164871,Sagar Joglekar,https://orcid.org/0000-0002-8388-9137,openalex
A5101500495,https://openalex.org/A5101500495,Ke Zhou,,openalex
A5081008532,https://openalex.org/A5081008532,Daniele Quercia,https://orcid.org/0000-0001-9461-5804,openalex
A5009889779,https://openalex.org/A5009889779,Sabine Bauer,https://orcid.org/0000-0002-3014-895X,openalex
A5068022404,https://openalex.org/A5068022404,Francis Kilian,,openalex
A5081576889,https://openalex.org/A5081576889,Sebastian Mazza,,openalex
A5057757147,https://openalex.org/A5057757147,Daniel Patel,https://orcid.org/0000-0003-1155-4992,openalex
A5050543367,https://openalex.org/A5050543367,Lawrence Roy,https://orcid.org/0009-0003-8436-0029,openalex
A5088492233,https://openalex.org/A5088492233,Philipp Meschenmoser,,openalex
A5071098711,https://openalex.org/A5071098711,Juri Buchmüller,https://orcid.org/0000-0002-4713-911X,openalex
A5012353622,https://openalex.org/A5012353622,Martin Wikelski,https://orcid.org/0000-0002-9790-7025,openalex
A5100383960,https://openalex.org/A5100383960,Boyu Wang,https://orcid.org/0000-0003-2075-3731,openalex
A5038957718,https://openalex.org/A5038957718,Minh Hoai,,openalex
A5062034448,https://openalex.org/A5062034448,Kevin G. Yager,https://orcid.org/0000-0001-7745-2513,openalex
A5103818338,https://openalex.org/A5103818338,Wei Xu,https://orcid.org/0009-0007-5367-6732,openalex
A5053862853,https://openalex.org/A5053862853,Sabin Devkota,https://orcid.org/0000-0002-0610-6573,openalex
A5051501490,https://openalex.org/A5051501490,Pascal Aschwanden,,openalex
A5074020575,https://openalex.org/A5074020575,Adam Kunen,,openalex
A5109687011,https://openalex.org/A5109687011,M. Legendre,,openalex
A5088801169,https://openalex.org/A5088801169,Pascal Nardini,https://orcid.org/0000-0001-9509-3593,openalex
A5029495631,https://openalex.org/A5029495631,Mitchell Chen,https://orcid.org/0000-0002-3779-5615,openalex
A5063964395,https://openalex.org/A5063964395,Roxana Bujack,https://orcid.org/0000-0002-5479-3726,openalex
A5012964681,https://openalex.org/A5012964681,Michael Böttinger,https://orcid.org/0000-0001-9704-8235,openalex
A5029336209,https://openalex.org/A5029336209,Gerik Scheuermann,https://orcid.org/0000-0001-5200-8870,openalex
A5100442802,https://openalex.org/A5100442802,Xiaoyi Wang,https://orcid.org/0000-0003-2140-6782,openalex
A5045593944,https://openalex.org/A5045593944,Alexander Eiselmayer,,openalex
A5034680150,https://openalex.org/A5034680150,Wendy E. Mackay,https://orcid.org/0000-0001-8261-2382,openalex
A5015615908,https://openalex.org/A5015615908,Kasper Hornbæk,https://orcid.org/0000-0001-8742-1198,openalex
A5110687741,https://openalex.org/A5110687741,Chat Wacharamanotham,,openalex
A5100338921,https://openalex.org/A5100338921,Huan Liu,https://orcid.org/0000-0002-0253-647X,openalex
A5100323369,https://openalex.org/A5100323369,Hui Zhang,https://orcid.org/0000-0001-8366-8951,openalex
A5101637594,https://openalex.org/A5101637594,Guizhen Wang,https://orcid.org/0009-0001-5061-3169,openalex
A5008112425,https://openalex.org/A5008112425,Jingjing Guo,https://orcid.org/0000-0002-4632-4364,openalex
A5101512458,https://openalex.org/A5101512458,Mingjie Tang,https://orcid.org/0000-0002-8893-4574,openalex
A5075473605,https://openalex.org/A5075473605,José F. De Queiroz Neto,https://orcid.org/0000-0002-7701-0368,openalex
A5000175003,https://openalex.org/A5000175003,Calvin Yau,https://orcid.org/0000-0003-3319-3841,openalex
A5070883643,https://openalex.org/A5070883643,Anas Daghistani,https://orcid.org/0000-0002-4895-4714,openalex
A5050595151,https://openalex.org/A5050595151,Morteza Karimzadeh,https://orcid.org/0000-0002-6498-1763,openalex
A5000123743,https://openalex.org/A5000123743,Walid G. Aref,https://orcid.org/0000-0001-8169-7775,openalex
A5018584803,https://openalex.org/A5018584803,David S. Ebert,https://orcid.org/0000-0001-6177-1296,openalex
A5020005843,https://openalex.org/A5020005843,Suyun Lsandrar Bae,,openalex
A5065789205,https://openalex.org/A5065789205,Federico Rossi,https://orcid.org/0000-0002-8091-881X,openalex
A5061885176,https://openalex.org/A5061885176,Joshua Vander Hook,https://orcid.org/0000-0002-0493-237X,openalex
A5007603754,https://openalex.org/A5007603754,Scott Davidoff,https://orcid.org/0000-0002-4417-7268,openalex
A5022783388,https://openalex.org/A5022783388,Annemieke Verbraeck,,openalex
A5071777317,https://openalex.org/A5071777317,Rongzheng Bian,,openalex
A5010714340,https://openalex.org/A5010714340,Baoquan Chen,https://orcid.org/0000-0003-4702-036X,openalex
A5006952113,https://openalex.org/A5006952113,Katy Williams,https://orcid.org/0000-0003-0864-1446,openalex
A5101640687,https://openalex.org/A5101640687,David Groß,https://orcid.org/0000-0001-8793-9915,openalex
A5100727864,https://openalex.org/A5100727864,Md. Iqbal Hossain,https://orcid.org/0000-0001-6212-7638,openalex
A5006196334,https://openalex.org/A5006196334,Vahan Huroyan,https://orcid.org/0000-0002-1596-6962,openalex
A5055025904,https://openalex.org/A5055025904,Raymundo Navarrete,https://orcid.org/0000-0002-9317-0943,openalex
A5005663679,https://openalex.org/A5005663679,My T. Thai,https://orcid.org/0000-0003-0503-2012,openalex
A5091569809,https://openalex.org/A5091569809,Boyan Zheng,https://orcid.org/0000-0003-4443-6589,openalex
A5042938029,https://openalex.org/A5042938029,Juraj Pálenik,,openalex
A5072464496,https://openalex.org/A5072464496,Thomas Spengler,https://orcid.org/0000-0002-1747-6385,openalex
A5022655122,https://openalex.org/A5022655122,Kristína Zákopčanová,,openalex
A5031874754,https://openalex.org/A5031874754,Marko Řeháček,,openalex
A5080089561,https://openalex.org/A5080089561,Jozef Bátrna,,openalex
A5002378541,https://openalex.org/A5002378541,Daniel Plakinger,,openalex
A5007804770,https://openalex.org/A5007804770,Sergej Stoppel,,openalex
A5001186358,https://openalex.org/A5001186358,Thomas Ortner,https://orcid.org/0000-0002-9373-6409,openalex
A5067696548,https://openalex.org/A5067696548,Rebecca Nowak,https://orcid.org/0009-0005-7996-1449,openalex
A5030913654,https://openalex.org/A5030913654,Robert Barnes,https://orcid.org/0000-0001-7864-4824,openalex
A5040165209,https://openalex.org/A5040165209,Christian Heine,https://orcid.org/0000-0001-7067-5650,openalex
A5032693567,https://openalex.org/A5032693567,Ahsan Qamar,,openalex
A5082178510,https://openalex.org/A5082178510,Tolga Bolukbasi,,openalex
A5085572000,https://openalex.org/A5085572000,Jimbo Wilson,,openalex
A5066063583,https://openalex.org/A5066063583,Caleb Robinson,,openalex
A5060162507,https://openalex.org/A5060162507,Ángel Alexander Cabrera,https://orcid.org/0000-0003-0348-3362,openalex
A5045592180,https://openalex.org/A5045592180,Jamie Morgenstern,https://orcid.org/0000-0003-3753-8405,openalex
A5004978832,https://openalex.org/A5004978832,Thilo Spinner,https://orcid.org/0000-0002-1168-1804,openalex
A5109040635,https://openalex.org/A5109040635,Hanna Schäfer,,openalex
A5029771386,https://openalex.org/A5029771386,Jorge Wagner,https://orcid.org/0000-0002-7016-3142,openalex
A5085460170,https://openalex.org/A5085460170,Wolfgang Stuerzlinger,https://orcid.org/0000-0002-7110-5024,openalex
A5020976385,https://openalex.org/A5020976385,Luciana Nedel,https://orcid.org/0000-0002-2390-1392,openalex
A5008962649,https://openalex.org/A5008962649,Zhida Sun,https://orcid.org/0000-0003-4689-986X,openalex
A5025567094,https://openalex.org/A5025567094,Ke Xu,https://orcid.org/0000-0001-5855-3810,openalex
A5028376903,https://openalex.org/A5028376903,Andrew Cunningham,https://orcid.org/0000-0003-2536-3011,openalex
A5070284079,https://openalex.org/A5070284079,Bruce H. Thomas,https://orcid.org/0000-0002-9148-085X,openalex
A5100604886,https://openalex.org/A5100604886,Bowen Yu,https://orcid.org/0000-0002-6804-1859,openalex
A5100760119,https://openalex.org/A5100760119,Bei Chen,https://orcid.org/0000-0003-4542-5291,openalex
A5033174228,https://openalex.org/A5033174228,Lei Fang,https://orcid.org/0000-0003-2510-1281,openalex
A5081950809,https://openalex.org/A5081950809,Jian Guan Lou,,openalex
A5045378026,https://openalex.org/A5045378026,Oh Hyun Kwon,https://orcid.org/0000-0002-7614-0451,openalex
A5023953972,https://openalex.org/A5023953972,Christian Frisson,https://orcid.org/0000-0003-0768-3257,openalex
A5021674827,https://openalex.org/A5021674827,Mieka West,,openalex
A5026296265,https://openalex.org/A5026296265,Matthias Kraus,https://orcid.org/0000-0001-5398-3109,openalex
A5088066148,https://openalex.org/A5088066148,Niklas Weiler,,openalex
A5072598654,https://openalex.org/A5072598654,Daniela Oelke,,openalex
A5111966355,https://openalex.org/A5111966355,J. Kehrer,,openalex
A5112473119,https://openalex.org/A5112473119,Kejian Zhao,,openalex
A5061957179,https://openalex.org/A5061957179,Jia‐kai Chou,,openalex
A5029588473,https://openalex.org/A5029588473,Jundong Li,https://orcid.org/0000-0002-1878-817X,openalex
A5003582509,https://openalex.org/A5003582509,Xiaobo Luo,https://orcid.org/0000-0003-0453-490X,openalex
A5036555199,https://openalex.org/A5036555199,Xiaoru Lin,,openalex
A5100767423,https://openalex.org/A5100767423,Hairong Wang,https://orcid.org/0000-0002-9558-981X,openalex
A5077488582,https://openalex.org/A5077488582,Xiaoyan Kui,https://orcid.org/0000-0002-9957-7867,openalex
A5100639872,https://openalex.org/A5100639872,Jinsong Wang,https://orcid.org/0000-0002-6484-7142,openalex
A5100613649,https://openalex.org/A5100613649,Yi Chen,https://orcid.org/0000-0002-4141-0554,openalex
A5035560166,https://openalex.org/A5035560166,Ye Xi,,openalex
A5100350382,https://openalex.org/A5100350382,Yang Chen,https://orcid.org/0000-0001-9406-8273,openalex
A5022951041,https://openalex.org/A5022951041,Alexander Mordvintsev,,openalex
A5061568946,https://openalex.org/A5061568946,Eun Kyoung Choe,https://orcid.org/0000-0001-5038-8320,openalex
A5038566732,https://openalex.org/A5038566732,Won Dong Jang,https://orcid.org/0000-0002-5205-1024,openalex
A5081885843,https://openalex.org/A5081885843,Artem Sokolov,https://orcid.org/0000-0002-8056-0504,openalex
A5059179417,https://openalex.org/A5059179417,Stephen Smart,,openalex
A5060574964,https://openalex.org/A5060574964,Keke Wu,https://orcid.org/0000-0003-2361-7284,openalex
A5063248557,https://openalex.org/A5063248557,Joel Shapiro,,openalex
A5103778313,https://openalex.org/A5103778313,Mukund Raj,,openalex
A5023994860,https://openalex.org/A5023994860,Youssef S. G. Nashed,https://orcid.org/0000-0001-6146-3939,openalex
A5069237103,https://openalex.org/A5069237103,Adam Bradley,https://orcid.org/0000-0002-7901-7563,openalex
A5048992354,https://openalex.org/A5048992354,Jo Wood,https://orcid.org/0000-0001-9270-247X,openalex
A5100390339,https://openalex.org/A5100390339,Jiahui Chen,https://orcid.org/0000-0003-3980-0294,openalex
A5008974159,https://openalex.org/A5008974159,Ren Ping Liu,https://orcid.org/0000-0001-7001-6305,openalex
A5100332272,https://openalex.org/A5100332272,Zhibin Wang,https://orcid.org/0000-0001-7502-2181,openalex
A5111249520,https://openalex.org/A5111249520,Zhiguang Yang,,openalex
A5035067971,https://openalex.org/A5035067971,Nicole Jardine,https://orcid.org/0000-0001-5472-4029,openalex
A5025624671,https://openalex.org/A5025624671,Lin Yan,https://orcid.org/0000-0001-7017-0329,openalex
A5101536052,https://openalex.org/A5101536052,Yusu Wang,https://orcid.org/0000-0001-7950-4348,openalex
A5043905996,https://openalex.org/A5043905996,Elizabeth Munch,https://orcid.org/0000-0002-9459-9493,openalex
A5027360301,https://openalex.org/A5027360301,Ellen Gasparovic,https://orcid.org/0000-0003-3775-9785,openalex
A5100413125,https://openalex.org/A5100413125,Jiali Liu,https://orcid.org/0000-0002-8732-6139,openalex
A5079537893,https://openalex.org/A5079537893,Nadia Boukhelifa,https://orcid.org/0000-0002-0541-8022,openalex
A5034670941,https://openalex.org/A5034670941,James Eagan,https://orcid.org/0000-0002-7107-7035,openalex
A5086690079,https://openalex.org/A5086690079,Tengfei Ma,https://orcid.org/0000-0002-1086-529X,openalex
A5021313671,https://openalex.org/A5021313671,Rafael Henkin,https://orcid.org/0000-0002-5511-5230,openalex
A5076214057,https://openalex.org/A5076214057,Olivier Thonnard,https://orcid.org/0000-0003-2390-0346,openalex
A5064609689,https://openalex.org/A5064609689,Irene Baeza Rojo,https://orcid.org/0000-0002-3858-6612,openalex
A5100377647,https://openalex.org/A5100377647,Yun Wang,https://orcid.org/0000-0002-9732-9245,openalex
A5049886136,https://openalex.org/A5049886136,Bo Qiao,https://orcid.org/0000-0002-8997-8317,openalex
A5027659574,https://openalex.org/A5027659574,Si Qin,https://orcid.org/0000-0002-8698-1860,openalex
A5100359961,https://openalex.org/A5100359961,Yong Xu,https://orcid.org/0000-0003-0530-2123,openalex
A5047673441,https://openalex.org/A5047673441,Casimir J. H. Ludwig,https://orcid.org/0000-0003-4656-0751,openalex
A5014829491,https://openalex.org/A5014829491,Dietmar Offenhuber,https://orcid.org/0000-0002-8434-7786,openalex
A5108254488,https://openalex.org/A5108254488,Zeyu Wang,https://orcid.org/0009-0002-0619-3635,openalex
A5102864747,https://openalex.org/A5102864747,Tingting Liu,https://orcid.org/0000-0002-3469-275X,openalex
A5080592510,https://openalex.org/A5080592510,Fearn Bishop,,openalex
A5055302193,https://openalex.org/A5055302193,Johannes Zagermann,https://orcid.org/0000-0002-6757-9753,openalex
A5023079701,https://openalex.org/A5023079701,Ulrike Pfeil,,openalex
A5019656364,https://openalex.org/A5019656364,Gemma Sanderson,,openalex
A5017670865,https://openalex.org/A5017670865,Harald Reiterer,https://orcid.org/0000-0001-8528-8928,openalex
A5026789962,https://openalex.org/A5026789962,Sebastian Gehrmann,https://orcid.org/0000-0002-8257-9516,openalex
A5067722075,https://openalex.org/A5067722075,Enamul Hoque,https://orcid.org/0000-0002-9789-6645,openalex
A5102817883,https://openalex.org/A5102817883,Yu Dong,https://orcid.org/0000-0002-2353-6567,openalex
A5108447612,https://openalex.org/A5108447612,Jie Liang,https://orcid.org/0000-0003-1145-0210,openalex
A5016032832,https://openalex.org/A5016032832,Jinson Zhang,,openalex
A5023826409,https://openalex.org/A5023826409,Tim Biedert,,openalex
A5003720256,https://openalex.org/A5003720256,Joseph Budin,,openalex
A5064049630,https://openalex.org/A5064049630,Yating Wei,,openalex
A5076947913,https://openalex.org/A5076947913,Honghui Mei,https://orcid.org/0000-0003-2750-5933,openalex
A5003970839,https://openalex.org/A5003970839,Bingru Lin,,openalex
A5044724054,https://openalex.org/A5044724054,Haojing Jiang,,openalex
A5054725183,https://openalex.org/A5054725183,Emmanuel Pietriga,https://orcid.org/0000-0002-9762-0462,openalex
A5053361220,https://openalex.org/A5053361220,Tong Ge,https://orcid.org/0000-0002-6758-9652,openalex
A5100410001,https://openalex.org/A5100410001,Jian Zhang,https://orcid.org/0000-0002-7852-4934,openalex
A5019736958,https://openalex.org/A5019736958,Amira Chalbi,,openalex
A5006834901,https://openalex.org/A5006834901,Deokgun Park,https://orcid.org/0000-0003-0054-9944,openalex
A5113727991,https://openalex.org/A5113727991,Jun Gu Choi,,openalex
A5018780651,https://openalex.org/A5018780651,Nicolas Roussel,https://orcid.org/0000-0003-3457-9826,openalex
A5016043799,https://openalex.org/A5016043799,Tingkai Sha,,openalex
A5013253784,https://openalex.org/A5013253784,Doris Jung‐lin Lee,https://orcid.org/0000-0003-1922-2482,openalex
A5100383910,https://openalex.org/A5100383910,J. Jack Lee,https://orcid.org/0000-0001-5469-9214,openalex
A5079891721,https://openalex.org/A5079891721,Tarique Siddiqui,https://orcid.org/0009-0002-0866-7275,openalex
A5100720869,https://openalex.org/A5100720869,Jaewoo Kim,https://orcid.org/0000-0002-0811-3072,openalex
A5075056899,https://openalex.org/A5075056899,Karrie Karahalios,https://orcid.org/0000-0001-8788-3405,openalex
A5013608601,https://openalex.org/A5013608601,Aditya Parameswaran,https://orcid.org/0000-0002-4538-4752,openalex
A5021285117,https://openalex.org/A5021285117,Matt Whitlock,,openalex
A5041069650,https://openalex.org/A5041069650,Mosab Khayat,https://orcid.org/0000-0002-6166-9889,openalex
A5101683904,https://openalex.org/A5101683904,Shuai Chen,https://orcid.org/0000-0002-9310-6300,openalex
A5038789350,https://openalex.org/A5038789350,Tom Polk,,openalex
A5002672249,https://openalex.org/A5002672249,Johannes Hausler,,openalex
A5032694211,https://openalex.org/A5032694211,Jing Yang,https://orcid.org/0000-0001-9218-6954,openalex
A5020760347,https://openalex.org/A5020760347,Alexandra Diehl,https://orcid.org/0000-0002-2943-4051,openalex
A5050668117,https://openalex.org/A5050668117,Joshua Shrestha,,openalex
