institution_id,display_name,ror,type,country_code,country_name,world_region,city,region,latitude,longitude,homepage_url,works_count_openalex,cited_by_count_openalex,n_papers_dataset,n_authors_dataset,region_final
I1306430637,St. Vincent's Birmingham,https://ror.org/000crk757,healthcare,US,United States,Americas,Birmingham,Alabama,33.507293701171875,-86.78898620605469,http://www.stvhs.com/birmingham/,6335,363415,1,1,North America
I1306490931,United States Army Corps of Engineers,https://ror.org/05w4e8v21,other,US,United States,Americas,Washington,,38.895111083984375,-77.03636932373047,http://www.usace.army.mil/,6819,183161,2,3,North America
I130701444,Georgia Institute of Technology,https://ror.org/01zkghx44,education,US,United States,Americas,Atlanta,,33.749000549316406,-84.38797760009766,https://www.gatech.edu,184902,16982585,90,130,North America
I1307098950,Salk Institute for Biological Studies,https://ror.org/03xez1567,nonprofit,US,United States,Americas,La Jolla,,32.84727096557617,-117.27420043945312,http://www.salk.edu/,17590,6738072,1,1,North America
I130769515,Pennsylvania State University,https://ror.org/04p491231,education,US,United States,Americas,State College,,40.79338836669922,-77.86000061035156,https://www.psu.edu,319592,26474697,23,30,North America
I130828816,University of Leeds,https://ror.org/024mrxd33,education,GB,United Kingdom,Europe,Leeds,,53.796478271484375,-1.5478500127792358,https://www.leeds.ac.uk,179799,13019377,16,14,Europe
I1308906816,NortonLifeLock (United States),https://ror.org/0449t3a80,company,US,United States,Americas,Mountain View,California,37.39705657958984,-122.0539093017578,https://www.nortonlifelock.com/,542,27144,1,3,North America
I1310439424,Accenture (Switzerland),https://ror.org/041r3e346,company,CH,Switzerland,Europe,Zurich,,47.36879348754883,8.541092872619629,https://www.accenture.com/ch-en/,1656,45266,1,1,Europe
I1311688040,Amazon (United States),https://ror.org/04mv4n011,company,US,United States,Americas,Seattle,,47.60620880126953,-122.33206939697266,https://www.amazon.com,11612,349875,1,1,North America
I131221577,Bucknell University,https://ror.org/00fc1qt65,education,US,United States,Americas,Lewisburg,,40.96453094482422,-76.88440704345703,https://www.bucknell.edu,10001,288782,3,1,North America
I131249849,Oregon State University,https://ror.org/00ysfqy60,education,US,United States,Americas,Corvallis,,44.564571380615234,-123.26203918457033,https://oregonstate.edu,112004,7969532,17,32,North America
I131328143,Union Bank of Switzerland,https://ror.org/01ekk8h85,other,CH,Switzerland,Europe,Zurich,,47.366668701171875,8.550000190734863,https://www.ubs.com/ch/en.html,1313,42950,2,4,Europe
I1313416372,US Forest Service,https://ror.org/03zmjc935,government,US,United States,Americas,Washington,,38.895111083984375,-77.03636932373047,https://www.fs.usda.gov/,26190,1458122,1,1,North America
I1314135232,Nationwide Children's Hospital,https://ror.org/003rfsp33,other,US,United States,Americas,Columbus,,39.961181640625,-82.99878692626953,https://www.nationwidechildrens.org,29242,2438227,1,1,North America
I1316535847,Beth Israel Deaconess Medical Center,https://ror.org/04drvxt59,healthcare,US,United States,Americas,Boston,Massachusetts,42.339786529541016,-71.10518646240234,http://www.bidmc.org/,74120,12467633,1,1,North America
I1316902750,Cleveland Clinic,https://ror.org/03xjacd83,healthcare,US,United States,Americas,Cleveland,Ohio,41.3841438293457,-81.7184066772461,http://my.clevelandclinic.org/,135765,15755620,1,2,North America
I1316958739,California Air Resources Board,https://ror.org/021h56y19,government,US,United States,Americas,Sacramento,,38.58156967163086,-121.49440002441406,http://www.arb.ca.gov/,928,84387,1,1,North America
I1319063186,Langley Research Center,https://ror.org/0399mhs52,facility,US,United States,Americas,Hampton,,37.02986907958984,-76.34522247314453,http://www.nasa.gov/langley,51847,1977657,6,8,North America
I132118926,Austrian Institute of Technology,https://ror.org/04knbh022,facility,AT,Austria,Europe,Vienna,,48.20848846435547,16.372079849243164,https://www.ait.ac.at,11254,519675,2,7,Europe
I1321296531,National Institute of Standards and Technology,https://ror.org/05xpvk416,other,US,United States,Americas,Gaithersburg,,39.14344024658203,-77.20137023925781,http://www.nist.gov/,91151,8246057,2,5,North America
I1321826891,eBay (Ireland),https://ror.org/02b00s810,company,IE,Ireland,Europe,Dublin,,53.39196014404297,-6.383561134338379,http://www.ebay.ie/,1340,26938,1,2,Europe
I1322731696,Centraal Bureau voor de Statistiek,https://ror.org/0408v4c28,other,NL,Netherlands,Europe,The Hague,,52.0766716003418,4.298610210418701,https://www.cbs.nl,1984,79541,2,3,Europe
I1324840837,Hewlett-Packard (United States),https://ror.org/059rn9488,company,US,United States,Americas,Palo Alto,California,37.41238021850586,-122.1487274169922,http://www.hp.com/,17090,1415482,6,10,North America
I1325736334,Battelle,https://ror.org/01h5tnr73,nonprofit,US,United States,Americas,Columbus,,39.961181640625,-82.99878692626953,http://www.battelle.org/,19538,1339209,2,2,North America
I1325784139,Yahoo (United Kingdom),https://ror.org/038p3gq39,company,GB,United Kingdom,Europe,London,,51.514007568359375,-0.1284990012645721,https://uk.yahoo.com/,13948,360045,1,1,Europe
I1325886976,Siemens (Germany),https://ror.org/059mq0909,company,DE,Germany,Europe,Munich,,48.137428283691406,11.57548999786377,http://www.siemens.com/entry/cc/en/,36171,1411143,3,5,Europe
I1326498283,Institut national de recherche en informatique et en automatique,https://ror.org/02kvxyf05,other,FR,France,Europe,Le Chesnay-Rocquencourt,,48.820499420166016,2.1310999393463135,https://inria.fr,55529,2926575,35,44,Europe
I1327163397,State University of New York,https://ror.org/01q1z8k08,education,US,United States,Americas,Albany,,42.65258026123047,-73.75623321533203,https://www.suny.edu/,88267,8238975,41,78,North America
I1327237609,Ministry of Education of the People's Republic of China,https://ror.org/01mv9t934,other,CN,China,Asia,Beijing,,39.907501220703125,116.39723205566406,http://www.moe.edu.cn/publicfiles/business/htmlfiles/moe/moe_2792/,56319,4391899,1,1,Asia
I1328775524,Zhejiang Sci-Tech University,https://ror.org/03893we55,education,CN,China,Asia,Hangzhou,,30.29364967346191,120.1614227294922,https://www.zstu.edu.cn,25765,1422055,1,1,Asia
I1329219376,National Federation of the Blind,https://ror.org/059zg8r51,other,US,United States,Americas,Baltimore,Maryland,39.268985748291016,-76.61009979248047,https://nfb.org/,395,3053,2,1,North America
I1329325741,Philips (Finland),https://ror.org/01g4jev56,company,FI,Finland,Europe,Vantaa,,60.29280471801758,24.972267150878903,https://www.philips.fi/,11208,762484,3,3,Europe
I132976966,Universität für Weiterbildung Krems,https://ror.org/03ef4a036,education,AT,Austria,Europe,Krems,,48.409210205078125,15.614150047302246,https://www.donau-uni.ac.at,4873,291930,1,2,Europe
I1330347796,United States Department of Defense,https://ror.org/0447fe631,other,US,United States,Americas,Washington,,38.895111083984375,-77.03636932373047,https://www.defense.gov,3122,167599,1,1,North America
I1332737386,General Electric (United States),https://ror.org/013msgt25,company,US,United States,Americas,Boston,,42.358428955078125,-71.05976867675781,http://www.ge.com/,30376,1625319,5,10,North America
I1333198813,Bundeskriminalamt,https://ror.org/037bsar61,government,DE,Germany,Europe,Wiesbaden,,50.09705352783203,8.243828773498535,http://www.bka.de/,709,27103,1,1,Europe
I1333535994,University of North Carolina Health Care,https://ror.org/00qz24g20,healthcare,US,United States,Americas,Chapel Hill,North Carolina,35.90378189086914,-79.04779815673828,https://www.unchealthcare.org/,8382,374969,1,1,North America
I1334627681,Jet Propulsion Laboratory,https://ror.org/027k65916,facility,US,United States,Americas,La Cañada Flintridge,,34.19916915893555,-118.18785095214844,http://www.jpl.nasa.gov/,73001,7243548,2,4,North America
I133543626,Harvey Mudd College,https://ror.org/025ecfn45,education,US,United States,Americas,Claremont,,34.0966796875,-117.71977996826172,https://www.hmc.edu/,4304,145314,1,1,North America
I133731052,University of Helsinki,https://ror.org/040af2s02,education,FI,Finland,Europe,Helsinki,,60.16952133178711,24.935449600219727,https://www.helsinki.fi/,200784,20260700,1,2,Europe
I133738476,University of Massachusetts Lowell,https://ror.org/03hamhx47,education,US,United States,Americas,Lowell,Massachusetts,42.64271545410156,-71.33453369140625,http://www.uml.edu/,24086,1127417,6,9,North America
I1338124936,American Museum of Natural History,https://ror.org/03thb3e06,archive,US,United States,Americas,New York,,40.71427154541016,-74.00596618652344,http://www.amnh.org/,36278,1412186,3,3,North America
I1338135719,Centre for Addiction and Mental Health,https://ror.org/03e71c577,healthcare,CA,Canada,Americas,Toronto,,43.70642852783203,-79.39864349365234,http://www.camh.ca/en/hospital/Pages/home.aspx,19230,2126638,1,1,North America
I133836048,Royal Veterinary College,https://ror.org/01wka8n18,education,GB,United Kingdom,Europe,London,,51.50852966308594,-0.1257400065660476,https://www.rvc.ac.uk,17683,1063542,1,2,Europe
I13402291,Joanneum Research,https://ror.org/049bdss47,facility,AT,Austria,Europe,Graz,,47.07402038574219,15.4548978805542,http://www.joanneum.at/en.html,3851,173406,1,2,Europe
I134113660,"University of Nevada, Reno",https://ror.org/01keh0577,education,US,United States,Americas,Reno,,39.52962875366211,-119.81379699707033,https://www.unr.edu,48561,2923951,1,1,North America
I1341412227,IBM (United States),https://ror.org/05hh8d621,company,US,United States,Americas,Armonk,New York,41.10853958129883,-73.72046661376953,http://www.ibm.com/,61382,5825884,31,42,North America
I134161618,National Taiwan Normal University,https://ror.org/059dkdx38,education,TW,"Taiwan, Province of China",Asia,Taipei,,25.026159286499023,121.52802276611328,http://www.ntnu.edu.tw/ntnu-eng.html,22438,875091,1,1,Asia
I1341640284,Centrum Wiskunde & Informatica,https://ror.org/00x7ekv49,facility,NL,Netherlands,Europe,Amsterdam,,52.37403106689453,4.889689922332764,https://www.cwi.nl,11840,462461,4,5,Europe
I134235054,Sabancı Üniversitesi,https://ror.org/049asqa32,education,TR,Türkiye,Europe,Istanbul,,41.01383972167969,28.94965934753418,https://sabanciuniv.edu,11398,507129,1,2,Europe
I1342911587,Oracle (United States),https://ror.org/006c77m33,company,US,United States,Americas,Austin,Texas,30.243349075317383,-97.7218780517578,http://www.oracle.com/index.html,5244,266205,1,1,North America
I1343180700,Intel (United States),https://ror.org/01ek73717,company,US,United States,Americas,Santa Clara,,37.35411071777344,-121.95523834228516,https://www.intel.com/content/www/us/en/homepage.html,32614,2597398,6,20,North America
I1343190059,VRVis GmbH (Austria),https://ror.org/02xyxvc90,company,AT,Austria,Europe,Vienna,,48.20848846435547,16.372079849243164,https://www.vrvis.at,813,40206,71,61,Europe
I1343551460,The University of Texas MD Anderson Cancer Center,https://ror.org/04twxam07,other,US,United States,Americas,Houston,,29.763280868530273,-95.36327362060548,https://www.mdanderson.org,158641,31073824,2,4,North America
I1343871089,Los Alamos National Laboratory,https://ror.org/01e41cf67,facility,US,United States,Americas,Los Alamos,,35.88808059692383,-106.30696868896484,http://lanl.gov/,130410,11820189,29,38,North America
I1344073410,Howard Hughes Medical Institute,https://ror.org/006w34k90,facility,US,United States,Americas,Chevy Chase,Maryland,39.02183532714844,-77.15630340576172,http://www.hhmi.org/,89627,38668016,1,1,North America
I134446601,Berkeley College,https://ror.org/02xewxa75,education,US,United States,Americas,New York,New York,40.754119873046875,-73.97945404052734,http://berkeleycollege.edu/,18806,1358591,5,8,North America
I134560555,Université Toulouse III - Paul Sabatier,https://ror.org/02v6kpv12,education,FR,France,Europe,Toulouse,,43.6042594909668,1.4436700344085691,http://www.univ-tlse3.fr/,92411,7834593,5,6,Europe
I135140700,University of Bonn,https://ror.org/041nas322,education,DE,Germany,Europe,Bonn,,50.734378814697266,7.095489978790283,http://www3.uni-bonn.de/the-university,147658,16274981,12,24,Europe
I135191193,University of Indianapolis,https://ror.org/052133d12,education,US,United States,Americas,Indianapolis,,39.76837921142578,-86.15804290771484,https://www.uindy.edu,11426,569951,2,2,North America
I135310074,University of Wisconsin–Madison,https://ror.org/01y2jtd41,education,US,United States,Americas,Madison,,43.07305145263672,-89.40122985839844,http://www.wisc.edu/,355553,41373454,27,32,North America
I135598925,Kyushu University,https://ror.org/00p4k0j84,education,JP,Japan,Asia,Fukuoka,,33.599998474121094,130.4166717529297,http://www.kyushu-u.ac.jp/english/,211836,13702748,1,1,Asia
I136199984,Harvard University,https://ror.org/03vek6s52,education,US,United States,Americas,Cambridge,,42.375099182128906,-71.1056137084961,https://www.harvard.edu,701386,139245159,54,104,North America
I137230718,Ingenieurgesellschaft Auto und Verkehr (Germany),https://ror.org/00j4h9q86,company,DE,Germany,Europe,Berlin,,52.52279281616211,13.320978164672852,https://www.iav.com/,1571,17925,1,1,Europe
I137265193,University of Chester,https://ror.org/01drpwb22,education,GB,United Kingdom,Europe,Chester,,53.19049835205078,-2.891890048980713,https://www.chester.ac.uk,7548,167317,2,2,Europe
I137479271,Helmholtz Centre for Environmental Research,https://ror.org/000h6jb29,facility,DE,Germany,Europe,Leipzig,,51.33961868286133,12.37129020690918,https://www.ufz.de,23134,2039814,1,3,Europe
I137902535,North Carolina State University,https://ror.org/04tj63d06,education,US,United States,Americas,Raleigh,,35.772098541259766,-78.63861083984375,https://www.ncsu.edu/,173454,11558757,23,55,North America
I137975476,Shinshu University,https://ror.org/0244rem06,education,JP,Japan,Asia,Matsumoto,,36.23332977294922,137.9666748046875,http://www.shinshu-u.ac.jp/english/index.html,43677,2851081,1,1,Asia
I138006243,University of Arizona,https://ror.org/03m2x1q45,education,US,United States,Americas,Tucson,,32.22174072265625,-110.92648315429688,http://www.arizona.edu/,246003,21807638,25,31,North America
I13805885,Vaughn College of Aeronautics and Technology,https://ror.org/056e22e24,education,US,United States,Americas,New York,New York,40.769039154052734,-73.88204956054688,https://www.vaughn.edu/,4349,164827,5,4,North America
I138211613,Austrian Academy of Sciences,https://ror.org/03anc3s24,other,AT,Austria,Europe,Vienna,,48.20848846435547,16.372079849243164,https://www.oeaw.ac.at,25786,3540866,4,4,Europe
I138285227,Agilent Technologies (United States),https://ror.org/02tryst02,company,US,United States,Americas,Santa Clara,California,37.328182220458984,-121.99708557128906,http://www.agilent.com/home,3845,407386,4,1,North America
I138801177,University of Ulster,https://ror.org/01yp9g959,education,GB,United Kingdom,Europe,Coleraine,,55.133331298828125,-6.666669845581055,https://www.ulster.ac.uk,56167,3243398,1,2,Europe
I138898306,Reichman University,https://ror.org/01px5cv07,education,IL,Israel,Asia,Herzliya,,32.1662712097168,34.82535934448242,https://www.runi.ac.il,5116,195442,1,1,Asia
I139084617,Hiroshima Institute of Technology,https://ror.org/02bwkwm60,education,JP,Japan,Asia,Hiroshima,,34.400001525878906,132.4499969482422,http://www.tsuru-gakuen.ac.jp/,4981,192794,1,2,Asia
I139264467,Seoul National University,https://ror.org/04h9pn542,education,KR,"Korea, Republic of",Asia,Seoul,,37.56600189208984,126.97840118408205,https://www.snu.ac.kr,231592,19541255,13,18,Asia
