author_id,n_papers,total_citations,n_awards,display_name,doi_list
A5063273054,1,22.0,0,Chris Henze,"[""10.1109/visual.1998.745289""]"
A5063337503,1,37.0,0,Christine Mégard,"[""10.1109/tvcg.2006.189""]"
A5063358260,2,53.0,0,Yubo Zhang,"[""10.1109/tvcg.2013.123"", ""10.1109/tvcg.2013.172""]"
A5063362314,2,84.0,0,Holger Stitz,"[""10.1109/tvcg.2017.2745298"", ""10.1109/tvcg.2018.2865024""]"
A5063369767,1,53.0,0,Aarthy Sankari Bhaskar,"[""10.1109/tvcg.2016.2598694""]"
A5063377786,2,24.0,0,Dylan Wootton,"[""10.1109/tvcg.2022.3209369"", ""10.1109/tvcg.2024.3456217""]"
A5063379704,1,3.0,0,Boris Bedic,"[""10.1109/tvcg.2022.3209478""]"
A5063419107,1,8.0,0,Sarah Bardin,"[""10.1109/tvcg.2023.3327359""]"
A5063426870,4,82.0,0,Peter K. Sorger,"[""10.1109/tvcg.2019.2934547"", ""10.1109/tvcg.2022.3209378"", ""10.1109/tvcg.2023.3327193"", ""10.1109/tvcg.2024.3456406""]"
A5063443025,5,441.0,0,Ravin Balakrishnan,"[""10.1109/infvis.2005.1532124"", ""10.1109/tvcg.2011.195"", ""10.1109/tvcg.2012.226"", ""10.1109/tvcg.2013.167"", ""10.1109/visual.2003.1250400""]"
A5063468572,1,107.0,0,Yong Wan,"[""10.1109/tvcg.2009.118""]"
A5063485695,1,36.0,0,Weixing Lin,"[""10.1109/tvcg.2022.3209423""]"
A5063502813,1,0.0,0,Qian Gong,"[""10.1109/tvcg.2024.3456393""]"
A5063512797,1,6.0,0,M.j. Wozny,"[""10.1109/visual.1990.146367""]"
A5063519388,2,239.0,0,Xun Zhao,"[""10.1109/tvcg.2017.2744738"", ""10.1109/tvcg.2018.2864475""]"
A5063533296,1,0.0,0,Mikayla Biggs,"[""10.1109/tvcg.2021.3114810""]"
A5063536272,1,22.0,0,Rui A. P. Perdigão,"[""10.1109/tvcg.2014.2346930""]"
A5063547875,1,128.0,0,Jeffrey Leblanc,"[""10.1109/visual.1990.146386""]"
A5063552978,2,43.0,0,Julio Daniel Silva,"[""10.1109/tvcg.2016.2598866"", ""10.1109/tvcg.2022.3209474""]"
A5063555642,2,130.0,0,Andreas Butz,"[""10.1109/tvcg.2012.255"", ""10.1109/tvcg.2014.2352953""]"
A5063561782,1,6.0,0,Devora Shapiro,"[""10.1109/infvis.2000.885105""]"
A5063572090,1,28.0,0,Stephen Mann,"[""10.1109/visual.2002.1183786""]"
A5063602485,1,85.0,0,Tobias Ruppert,"[""10.1109/vast.2011.6102448""]"
A5063603168,5,368.0,0,Martin Rumpf,"[""10.1109/visual.1999.809904"", ""10.1109/visual.2000.885715"", ""10.1109/visual.2000.885721"", ""10.1109/visual.2001.964494"", ""10.1109/visual.2004.32""]"
A5063619308,1,124.0,0,Gargi Bhattacharya,"[""10.1109/tvcg.2009.114""]"
A5063625747,5,137.0,1,Brian Summa,"[""10.1109/tvcg.2011.177"", ""10.1109/tvcg.2013.174"", ""10.1109/tvcg.2018.2864432"", ""10.1109/tvcg.2020.3030381"", ""10.1109/tvcg.2024.3456395""]"
A5063629557,3,127.0,1,Christine Nothelfer,"[""10.1109/tvcg.2013.183"", ""10.1109/tvcg.2019.2934801"", ""10.1109/tvcg.2020.3029413""]"
A5063654457,1,6.0,0,U. Lang,"[""10.1109/visual.1991.175812""]"
A5063667052,1,21.0,1,Chenglong Wang,"[""10.1109/tvcg.2023.3326585""]"
A5063685742,1,185.0,0,Yang Liu,"[""10.1109/tvcg.2013.196""]"
A5063698637,1,19.0,0,Reto Wettach,"[""10.1109/vast.2014.7042483""]"
A5063784301,1,10.0,1,B. Chen,"[""10.1109/visual.2005.1532812""]"
A5063799775,1,31.0,0,Michelle Gregory,"[""10.1109/vast.2009.5333437""]"
A5063841582,1,57.0,0,Stephen Correia,"[""10.1109/tvcg.2009.112""]"
A5063877576,1,111.0,0,Mário Popolin Neto,"[""10.1109/tvcg.2020.3030354""]"
A5063887911,1,3.0,0,Tanmay Kotha,"[""10.1109/tvcg.2023.3326592""]"
A5063890041,1,8.0,0,Kay Hamacher,"[""10.1109/vast.2014.7042485""]"
A5063919540,1,4.0,0,R.e. Gooch,"[""10.1109/visual.1995.485155""]"
A5063964395,2,115.0,0,Roxana Bujack,"[""10.1109/tvcg.2017.2743978"", ""10.1109/tvcg.2020.3028955""]"
A5063965880,24,1051.0,1,Stefan Brückner,"[""10.1109/tvcg.2006.140"", ""10.1109/tvcg.2007.70555"", ""10.1109/tvcg.2007.70576"", ""10.1109/tvcg.2007.70591"", ""10.1109/tvcg.2009.121"", ""10.1109/tvcg.2010.190"", ""10.1109/tvcg.2011.258"", ""10.1109/tvcg.2013.213"", ""10.1109/tvcg.2013.215"", ""10.1109/tvcg.2014.2346318"", ""10.1109/tvcg.2014.2346321"", ""10.1109/tvcg.2015.2467331"", ""10.1109/tvcg.2016.2598602"", ""10.1109/tvcg.2016.2598826"", ""10.1109/tvcg.2016.2598870"", ""10.1109/tvcg.2016.2599211"", ""10.1109/tvcg.2017.2744438"", ""10.1109/tvcg.2018.2864656"", ""10.1109/tvcg.2019.2934258"", ""10.1109/tvcg.2021.3114860"", ""10.1109/tvcg.2024.3456327"", ""10.1109/vast.2012.6400555"", ""10.1109/vast.2014.7042491"", ""10.1109/visual.2005.1532856""]"
A5064018186,3,37.0,0,William L. Hibbard,"[""10.1109/visual.1992.235175"", ""10.1109/visual.1992.235215"", ""10.1109/visual.1994.346304""]"
A5064020522,2,325.0,1,Carsten Görg,"[""10.1109/vast.2007.4389006"", ""10.1109/vast.2009.5333878""]"
A5064039493,2,11.0,1,Baldur Van Lew,"[""10.1109/tvcg.2019.2934307"", ""10.1109/tvcg.2023.3326582""]"
A5064044080,1,8.0,0,U. Kraus,"[""10.1109/visual.2005.1532845""]"
A5064049630,2,56.0,0,Yating Wei,"[""10.1109/tvcg.2019.2934208"", ""10.1109/tvcg.2019.2934800""]"
A5064070779,1,24.0,0,C. Williams,"[""10.1109/visual.1996.568128""]"
A5064073065,1,73.0,0,Kena Desai,"[""10.1109/tvcg.2009.176""]"
A5064073240,1,8.0,0,Hester Huitema,"[""10.1109/visual.2000.885733""]"
A5064075576,3,324.0,0,C.t. Silva,"[""10.1109/visual.2001.964489"", ""10.1109/visual.2001.964534"", ""10.1109/visual.2003.1250421""]"
A5064086312,1,36.0,0,Kenichi Okada,"[""10.1109/infvis.1999.801861""]"
A5064087967,1,0.0,0,Ratanond Koonchanok,"[""10.1109/tvcg.2024.3456182""]"
A5064090120,1,96.0,0,Francine Evans,"[""10.1109/visual.1996.568125""]"
A5064119940,1,91.0,0,Beth Yost,"[""10.1109/tvcg.2006.184""]"
A5064127720,1,6.0,0,Jeremy E. Block,"[""10.1109/tvcg.2022.3209495""]"
A5064144223,1,0.0,0,W. Renz,"[""10.1109/visual.1993.398911""]"
A5064155521,1,61.0,0,Ryutarou Ohbuchi,"[""10.1109/visual.1994.346295""]"
A5064202954,1,28.0,0,William Layton,"[""10.1109/tvcg.2013.161""]"
A5064219476,1,27.0,0,Paolo Buono,"[""10.1109/tvcg.2020.3030347""]"
A5064234075,1,1.0,0,R. Kopelman,"[""10.1109/visual.1991.175831""]"
A5064234695,1,0.0,0,Y. Yacoob,"[""10.1109/visual.1990.146364""]"
A5064239794,1,3.0,0,Paul Parsons,"[""10.1109/tvcg.2021.3114959""]"
A5064259306,1,90.0,0,Bing Ni,"[""10.1109/tvcg.2015.2467194""]"
A5064300637,4,52.0,0,Guadalupe Canahuate,"[""10.1109/tvcg.2019.2934546"", ""10.1109/tvcg.2021.3114810"", ""10.1109/tvcg.2023.3326939"", ""10.1109/tvcg.2024.3456160""]"
A5064306421,24,1642.0,0,Alex Endert,"[""10.1109/tvcg.2012.260"", ""10.1109/tvcg.2014.2346575"", ""10.1109/tvcg.2015.2467551"", ""10.1109/tvcg.2015.2467615"", ""10.1109/tvcg.2016.2598446"", ""10.1109/tvcg.2016.2598460"", ""10.1109/tvcg.2016.2598839"", ""10.1109/tvcg.2017.2744843"", ""10.1109/tvcg.2017.2744898"", ""10.1109/tvcg.2017.2745078"", ""10.1109/tvcg.2018.2865075"", ""10.1109/tvcg.2018.2865145"", ""10.1109/tvcg.2018.2865146"", ""10.1109/tvcg.2019.2934534"", ""10.1109/tvcg.2019.2934656"", ""10.1109/tvcg.2020.3030382"", ""10.1109/tvcg.2020.3030443"", ""10.1109/tvcg.2021.3114827"", ""10.1109/tvcg.2024.3456144"", ""10.1109/vast.2009.5333245"", ""10.1109/vast.2011.6102449"", ""10.1109/vast.2015.7347625"", ""10.1109/vast.2017.8585669"", ""10.1109/vast47406.2019.8986922""]"
A5064357435,2,83.0,0,Carolina Vicente Moraes,"[""10.1109/tvcg.2009.184"", ""10.1109/tvcg.2011.189""]"
A5064384210,1,98.0,0,Cícero A. L. Pahins,"[""10.1109/tvcg.2016.2598624""]"
A5064425512,1,39.0,0,D.w. Clark,"[""10.1109/visual.2000.885685""]"
A5064464260,1,12.0,0,Bastien Liutkus,"[""10.1109/tvcg.2015.2467035""]"
A5064465394,1,16.0,0,Greg Eisenhauer,"[""10.1109/visual.1995.485157""]"
A5064472477,1,8.0,0,Greg Davidson,"[""10.1109/visual.1996.568133""]"
A5064478231,1,5.0,0,P. Palamidese,"[""10.1109/visual.1993.398904""]"
A5064479602,1,32.0,0,Christian Gusenbauer,"[""10.1109/tvcg.2013.177""]"
A5064480048,12,1633.0,1,Bum Chul Kwon,"[""10.1109/tvcg.2013.223"", ""10.1109/tvcg.2014.2346481"", ""10.1109/tvcg.2015.2467555"", ""10.1109/tvcg.2015.2467591"", ""10.1109/tvcg.2015.2467759"", ""10.1109/tvcg.2016.2598446"", ""10.1109/tvcg.2016.2598920"", ""10.1109/tvcg.2017.2745085"", ""10.1109/tvcg.2018.2865027"", ""10.1109/tvcg.2022.3209384"", ""10.1109/tvcg.2024.3456340"", ""10.1109/vast.2011.6102435""]"
A5064493803,1,15.0,0,E. Coalho,"[""10.1109/tvcg.2008.126""]"
A5064504410,1,28.0,0,Ruhan Yang,"[""10.1109/tvcg.2022.3209442""]"
A5064561288,1,113.0,0,Brian Meyers,"[""10.1109/tvcg.2006.142""]"
A5064569774,1,12.0,0,Stuart Levy,"[""10.1109/visual.2002.1183824""]"
A5064609689,2,66.0,0,Irene Baeza Rojo,"[""10.1109/tvcg.2019.2934313"", ""10.1109/tvcg.2019.2934375""]"
A5064638062,5,19.0,0,Holly Rushmeier,"[""10.1109/visual.1994.346291"", ""10.1109/visual.1996.568141"", ""10.1109/visual.1997.663922"", ""10.1109/visual.2004.18"", ""10.1109/visual.2004.99""]"
A5064667546,1,25.0,0,Oleg Davydov,"[""10.1109/visual.2001.964530""]"
A5064682013,1,35.0,0,Kate Herd,"[""10.1109/vast.2016.7883515""]"
A5064684360,1,18.0,0,Johannes Roth,"[""10.1109/tvcg.2012.282""]"
A5064720873,6,926.0,3,Huy T. Vo,"[""10.1109/tvcg.2007.70584"", ""10.1109/tvcg.2013.226"", ""10.1109/tvcg.2023.3327396"", ""10.1109/vast.2014.7042478"", ""10.1109/vast.2015.7347636"", ""10.1109/visual.2005.1532788""]"
A5064723143,3,210.0,0,Fabio Marton,"[""10.1109/tvcg.2011.214"", ""10.1109/visual.2003.1250366"", ""10.1109/visual.2005.1532797""]"
A5064747056,2,84.0,0,Dorit Merhof,"[""10.1109/tvcg.2006.151"", ""10.1109/visual.2005.1532777""]"
A5064771528,1,48.0,0,Aran Lunzer,"[""10.1109/infvis.1997.636789""]"
A5064783559,1,1.0,0,Corentin Kervadec,"[""10.1109/tvcg.2021.3114683""]"
A5064789947,1,38.0,0,Stephen Curial,"[""10.1109/visual.2005.1532819""]"
A5064807273,1,52.0,0,Claus Peter Heußel,"[""10.1109/visual.2003.1250370""]"
A5064819643,1,55.0,0,Julie Gerdes,"[""10.1109/tvcg.2018.2864913""]"
A5064828426,1,27.0,0,Ingo Wald,"[""10.1109/tvcg.2007.70566""]"
A5064835819,1,27.0,0,Frits Koning,"[""10.1109/tvcg.2017.2744318""]"
A5064839018,1,64.0,0,Peter J. Stuckey,"[""10.1109/tvcg.2008.130""]"
A5064855107,2,311.0,0,Enxun Wei,"[""10.1109/tvcg.2013.196"", ""10.1109/tvcg.2013.221""]"
A5064858427,1,2.0,0,Alexandre Gerussi,"[""10.1109/visual.1998.745287""]"
A5064910105,1,5.0,1,Andreas Olligschlaeger,"[""10.1109/tvcg.2022.3209403""]"
A5064921467,1,0.0,0,R.d. Bergeron,"[""10.1109/visual.1995.480816""]"
A5064923375,2,10.0,0,Erez Zadok,"[""10.1109/tvcg.2022.3209392"", ""10.1109/vast47406.2019.8986923""]"
A5064927253,1,31.0,0,Olga Sorkine‐hornung,"[""10.1109/tvcg.2014.2346432""]"
A5064929296,1,98.0,0,Zhiqi Liu,"[""10.1109/tvcg.2014.2346594""]"
A5064931337,9,510.0,2,Eytan Adar,"[""10.1109/tvcg.2011.175"", ""10.1109/tvcg.2013.119"", ""10.1109/tvcg.2016.2599338"", ""10.1109/tvcg.2018.2865231"", ""10.1109/tvcg.2020.3030375"", ""10.1109/tvcg.2021.3114679"", ""10.1109/tvcg.2021.3114811"", ""10.1109/tvcg.2022.3209402"", ""10.1109/tvcg.2022.3209500""]"
A5064940551,1,29.0,0,Hui Min Watt,"[""10.1109/vast.2015.7347630""]"
A5064972852,1,18.0,0,Shuirun Wei,"[""10.1109/vast50239.2020.00014""]"
A5064977849,1,11.0,0,Kevin J. Lande,"[""10.1109/tvcg.2022.3209443""]"
A5065022341,1,52.0,0,Dirk Mayer,"[""10.1109/visual.2003.1250370""]"
A5065024394,1,66.0,0,Lester Kwock,"[""10.1109/tvcg.2010.176""]"
A5065034146,3,71.0,1,Xiaohan Jiao,"[""10.1109/tvcg.2021.3114775"", ""10.1109/tvcg.2022.3209409"", ""10.1109/tvcg.2023.3327200""]"
A5065039357,1,31.0,0,Rhodri Bown,"[""10.1109/tvcg.2013.207""]"
A5065040154,14,636.0,2,Çağatay Turkay,"[""10.1109/tvcg.2011.178"", ""10.1109/tvcg.2012.188"", ""10.1109/tvcg.2012.256"", ""10.1109/tvcg.2014.2346265"", ""10.1109/tvcg.2015.2467199"", ""10.1109/tvcg.2016.2598470"", ""10.1109/tvcg.2016.2598542"", ""10.1109/tvcg.2016.2598862"", ""10.1109/tvcg.2019.2934609"", ""10.1109/tvcg.2020.3030410"", ""10.1109/tvcg.2021.3114828"", ""10.1109/tvcg.2022.3209448"", ""10.1109/tvcg.2022.3209464"", ""10.1109/tvcg.2023.3327353""]"
A5065040704,1,2.0,0,Roberto Paoli,"[""10.1109/tvcg.2022.3209356""]"
A5065053120,3,109.0,0,Doris Dransch,"[""10.1109/tvcg.2012.190"", ""10.1109/tvcg.2012.191"", ""10.1109/tvcg.2014.2346751""]"
A5065102984,1,64.0,1,Axel Wendt,"[""10.1109/tvcg.2020.3030350""]"
A5065154799,1,12.0,0,Daniel Engel,"[""10.1109/tvcg.2012.280""]"
A5065165477,1,18.0,0,Marius Horga,"[""10.1109/tvcg.2022.3209474""]"
A5065203565,2,8.0,0,Holger Steeb,"[""10.1109/tvcg.2018.2864506"", ""10.1109/tvcg.2023.3326931""]"
A5065217532,1,6.0,0,O. Ancuta,"[""10.1109/tvcg.2009.183""]"
A5065218054,3,49.0,0,Eren Cakmak,"[""10.1109/tvcg.2018.2865049"", ""10.1109/tvcg.2020.3030398"", ""10.1109/tvcg.2022.3209458""]"
A5065275615,1,37.0,0,L. Carter,"[""10.1109/visual.1991.175790""]"
A5065310344,1,20.0,0,Maximilian Weib,"[""10.1109/tvcg.2020.3030400""]"
A5065310800,8,449.0,0,Fabian Beck,"[""10.1109/tvcg.2010.209"", ""10.1109/tvcg.2011.226"", ""10.1109/tvcg.2015.2467757"", ""10.1109/tvcg.2018.2865022"", ""10.1109/tvcg.2019.2934669"", ""10.1109/tvcg.2021.3114802"", ""10.1109/tvcg.2024.3456199"", ""10.1109/vast.2016.7883520""]"
A5065313897,2,69.0,0,Simon Breslav,"[""10.1109/tvcg.2015.2467733"", ""10.1109/tvcg.2016.2598543""]"
A5065331110,2,5.0,0,Stefan Zellmann,"[""10.1109/tvcg.2020.3030470"", ""10.1109/tvcg.2023.3327366""]"
A5065341054,1,425.0,1,Sean Kandel,"[""10.1109/tvcg.2012.219""]"
A5065366998,1,8.0,0,Lalitha Sankar,"[""10.1109/tvcg.2022.3209380""]"
A5065371627,5,153.0,0,Panagiotis D. Ritsos,"[""10.1109/tvcg.2015.2467271"", ""10.1109/tvcg.2017.2745878"", ""10.1109/tvcg.2023.3326580"", ""10.1109/tvcg.2024.3456300"", ""10.1109/tvcg.2024.3456323""]"
A5065378241,1,41.0,0,Yi Mao,"[""10.1109/tvcg.2007.70592""]"
A5065394114,1,52.0,0,Wan Chiu Li,"[""10.1109/tvcg.2006.173""]"
A5065450674,1,34.0,0,Christopher J. Kocmoud,"[""10.1109/visual.1998.745303""]"
A5065522093,1,11.0,0,Debbie Payne,"[""10.1109/infvis.2005.1532133""]"
A5065526744,1,2.0,0,J. D. Joannopoulos,"[""10.1109/visual.1991.175786""]"
A5065573589,1,18.0,0,Noel F.c.c. De Miranda,"[""10.1109/tvcg.2020.3030336""]"
A5065590971,1,5.0,0,M. Olree,"[""10.1109/visual.1996.568134""]"
A5065630217,41,1992.0,6,Han‐wei Shen,"[""10.1109/tvcg.2006.137"", ""10.1109/tvcg.2006.159"", ""10.1109/tvcg.2006.164"", ""10.1109/tvcg.2007.70529"", ""10.1109/tvcg.2008.114"", ""10.1109/tvcg.2009.200"", ""10.1109/tvcg.2010.131"", ""10.1109/tvcg.2011.219"", ""10.1109/tvcg.2013.133"", ""10.1109/tvcg.2015.2467431"", ""10.1109/tvcg.2015.2467436"", ""10.1109/tvcg.2016.2598604"", ""10.1109/tvcg.2016.2598830"", ""10.1109/tvcg.2016.2598869"", ""10.1109/tvcg.2016.2599049"", ""10.1109/tvcg.2017.2744099"", ""10.1109/tvcg.2018.2864504"", ""10.1109/tvcg.2018.2864801"", ""10.1109/tvcg.2019.2934312"", ""10.1109/tvcg.2019.2934591"", ""10.1109/tvcg.2020.3030461"", ""10.1109/tvcg.2022.3209413"", ""10.1109/tvcg.2022.3209419"", ""10.1109/tvcg.2023.3327171"", ""10.1109/tvcg.2023.3327194"", ""10.1109/tvcg.2024.3456339"", ""10.1109/tvcg.2024.3456357"", ""10.1109/vast.2009.5333917"", ""10.1109/vast.2016.7883513"", ""10.1109/visual.1994.346321"", ""10.1109/visual.1995.480806"", ""10.1109/visual.1996.568121"", ""10.1109/visual.1997.663898"", ""10.1109/visual.1998.745298"", ""10.1109/visual.1999.809910"", ""10.1109/visual.2003.1250373"", ""10.1109/visual.2003.1250378"", ""10.1109/visual.2003.1250391"", ""10.1109/visual.2003.1250402"", ""10.1109/visual.2004.110"", ""10.1109/visual.2005.1532833""]"
A5065631636,1,60.0,0,John L. Sibert,"[""10.1109/infvis.1998.729568""]"
A5065644953,23,1798.0,3,Bongshin Lee,"[""10.1109/tvcg.2007.70537"", ""10.1109/tvcg.2009.109"", ""10.1109/tvcg.2009.146"", ""10.1109/tvcg.2010.175"", ""10.1109/tvcg.2012.204"", ""10.1109/tvcg.2012.275"", ""10.1109/tvcg.2013.119"", ""10.1109/tvcg.2013.191"", ""10.1109/tvcg.2016.2598647"", ""10.1109/tvcg.2018.2865142"", ""10.1109/tvcg.2018.2865158"", ""10.1109/tvcg.2018.2865234"", ""10.1109/tvcg.2019.2934281"", ""10.1109/tvcg.2019.2934397"", ""10.1109/tvcg.2019.2934783"", ""10.1109/tvcg.2020.3030423"", ""10.1109/tvcg.2020.3030435"", ""10.1109/tvcg.2022.3209450"", ""10.1109/tvcg.2023.3326585"", ""10.1109/tvcg.2023.3327354"", ""10.1109/vast.2006.261426"", ""10.1109/vast.2010.5652910"", ""10.1109/vast.2015.7347637""]"
A5065645994,20,1150.0,2,Charles Hansen,"[""10.1109/tvcg.2007.70566"", ""10.1109/tvcg.2009.118"", ""10.1109/tvcg.2014.2346351"", ""10.1109/tvcg.2020.3030333"", ""10.1109/visual.1992.235207"", ""10.1109/visual.1993.398868"", ""10.1109/visual.1996.568121"", ""10.1109/visual.1998.745713"", ""10.1109/visual.1999.809879"", ""10.1109/visual.2001.964519"", ""10.1109/visual.2001.964525"", ""10.1109/visual.2002.1183758"", ""10.1109/visual.2002.1183764"", ""10.1109/visual.2003.1250357"", ""10.1109/visual.2003.1250381"", ""10.1109/visual.2003.1250383"", ""10.1109/visual.2003.1250412"", ""10.1109/visual.2004.113"", ""10.1109/visual.2004.18"", ""10.1109/visual.2004.95""]"
A5065678560,1,1.0,0,Jan Moorman,"[""10.1109/visual.1993.398892""]"
A5065701116,1,19.0,0,Rama Akkiraju,"[""10.1109/vast.2016.7883513""]"
A5065725754,1,57.0,0,Hélio Pedrini,"[""10.1109/tvcg.2011.212""]"
A5065727903,1,7.0,0,Stefan Seipel,"[""10.1109/infvis.2005.1532137""]"
A5065773703,1,3.0,0,Tarek K. Alameldin,"[""10.1109/visual.1994.346293""]"
A5065776273,1,2.0,0,Andreas J. Lind,"[""10.1109/tvcg.2016.2598602""]"
A5065789205,1,8.0,0,Federico Rossi,"[""10.1109/vast50239.2020.00008""]"
A5065796620,1,31.0,0,Hessam Sokooti,"[""10.1109/tvcg.2016.2598826""]"
A5065799404,1,55.0,0,Andre Schmeißer,"[""10.1109/tvcg.2015.2467411""]"
A5065813500,3,89.0,0,Ingrid Carlbom,"[""10.1109/visual.1993.398851"", ""10.1109/visual.2001.964496"", ""10.1109/visual.2002.1183792""]"
A5065822896,2,396.0,0,Li Tan,"[""10.1109/tvcg.2011.239"", ""10.1109/vast.2010.5652931""]"
A5065868869,8,801.0,1,Nivan Ferreira,"[""10.1109/tvcg.2011.176"", ""10.1109/tvcg.2013.226"", ""10.1109/tvcg.2014.2346449"", ""10.1109/tvcg.2016.2598694"", ""10.1109/tvcg.2022.3209474"", ""10.1109/tvcg.2023.3326598"", ""10.1109/tvcg.2024.3456353"", ""10.1109/vast.2015.7347636""]"
A5065873350,2,325.0,0,Manuel M. Oliveira,"[""10.1109/tvcg.2008.112"", ""10.1109/tvcg.2009.113""]"
A5065885664,5,194.0,0,J. L. Zhao,"[""10.1109/tvcg.2014.2346575"", ""10.1109/tvcg.2014.2346911"", ""10.1109/tvcg.2019.2934266"", ""10.1109/tvcg.2019.2934603"", ""10.1109/tvcg.2023.3326584""]"
A5065890293,1,14.0,0,Liqun Jin,"[""10.1109/infvis.1996.559229""]"
A5065909000,1,57.0,0,Robert S. Schulman,"[""10.1109/infvis.2002.1173146""]"
A5065913646,1,10.0,0,R. Bosche,"[""10.1109/infvis.2003.1249007""]"
A5065943691,8,1285.0,0,Michelle A. Borkin,"[""10.1109/tvcg.2011.192"", ""10.1109/tvcg.2013.155"", ""10.1109/tvcg.2013.234"", ""10.1109/tvcg.2015.2467732"", ""10.1109/tvcg.2019.2934402"", ""10.1109/tvcg.2020.3030366"", ""10.1109/tvcg.2022.3209359"", ""10.1109/tvcg.2022.3209407""]"
A5065952170,1,72.0,0,Martina Ziefle,"[""10.1109/tvcg.2017.2744138""]"
A5065954205,1,11.0,1,Hamed Alhoori,"[""10.1109/tvcg.2021.3114801""]"
A5065970500,2,124.0,0,Dominikus Baur,"[""10.1109/tvcg.2010.206"", ""10.1109/tvcg.2015.2467831""]"
A5066017612,1,22.0,0,Mihaela Vorvoreanu,"[""10.1109/tvcg.2014.2346747""]"
A5066036637,2,161.0,0,Paul K. J. Han,"[""10.1109/tvcg.2015.2467758"", ""10.1109/tvcg.2016.2598588""]"
A5066042572,1,1.0,0,J.k. Fisher,"[""10.1109/visual.2005.1532829""]"
A5066055220,1,261.0,0,Lars Grammel,"[""10.1109/tvcg.2010.164""]"
A5066063583,1,19.0,0,Caleb Robinson,"[""10.1109/tvcg.2019.2934659""]"
A5066087105,4,133.0,0,B. L. William Wong,"[""10.1109/tvcg.2013.132"", ""10.1109/tvcg.2013.211"", ""10.1109/tvcg.2015.2467611"", ""10.1109/vast.2016.7883515""]"
A5066087528,1,38.0,0,Christopher E. Henze,"[""10.1109/tvcg.2006.128""]"
A5066103350,1,12.0,0,Walter Schubert,"[""10.1109/tvcg.2011.217""]"
A5066107323,1,91.0,0,Rahul Sukthankar,"[""10.1109/visual.2002.1183793""]"
A5066119149,1,4.0,0,Eric Newburger,"[""10.1109/tvcg.2023.3326521""]"
A5066126749,1,18.0,0,Raymond Y. Huang,"[""10.1109/tvcg.2019.2934402""]"
A5066129879,1,19.0,0,Johan N Siebert,"[""10.1109/visual.1996.568117""]"
A5066189200,1,21.0,0,Dominik Engel,"[""10.1109/tvcg.2020.3030344""]"
A5066231441,3,269.0,1,James T. Klosowski,"[""10.1109/tvcg.2013.179"", ""10.1109/visual.1999.809875"", ""10.1109/visual.2000.885700""]"
A5066288593,1,10.0,0,Xinchen Zhang,"[""10.1109/tvcg.2023.3326943""]"
A5066300885,1,13.0,0,Markus Jakobsson,"[""10.1109/tvcg.2018.2865023""]"
A5066302709,1,0.0,0,Jeffery Chieh Liu,"[""10.1109/tvcg.2020.3030456""]"
A5066309452,2,107.0,0,Tomoyuki Nishita,"[""10.1109/tvcg.2006.167"", ""10.1109/visual.2005.1532834""]"
A5066335313,14,2806.0,6,Nils Gehlenborg,"[""10.1109/tvcg.2013.173"", ""10.1109/tvcg.2014.2346248"", ""10.1109/tvcg.2014.2346260"", ""10.1109/tvcg.2017.2745978"", ""10.1109/tvcg.2019.2934555"", ""10.1109/tvcg.2020.3028948"", ""10.1109/tvcg.2022.3209398"", ""10.1109/tvcg.2022.3209407"", ""10.1109/tvcg.2022.3209408"", ""10.1109/tvcg.2022.3209435"", ""10.1109/tvcg.2024.3456298"", ""10.1109/tvcg.2024.3456370"", ""10.1109/tvcg.2024.3456406"", ""10.1109/tvcg.2024.3456598""]"
A5066348455,1,30.0,0,M. L. Mays,"[""10.1109/scivis.2015.7429487""]"
A5066351376,1,0.0,0,E. Jurrus,"[""10.1109/visual.2000.885738""]"
A5066369450,4,68.0,1,Weikai Yang,"[""10.1109/tvcg.2023.3326588"", ""10.1109/tvcg.2023.3326934"", ""10.1109/tvcg.2024.3456386"", ""10.1109/vast50239.2020.00007""]"
A5066379340,1,5.0,0,C.l. Bajaj,"[""10.1109/visual.2002.1183820""]"
A5066384533,1,16.0,0,Jeroen Poblome,"[""10.1109/tvcg.2022.3209436""]"
A5066432601,1,27.0,0,Rudolf Benedik,"[""10.1109/vast.2012.6400556""]"
A5066452819,1,47.0,0,Emmanuel Frécon,"[""10.1109/infvis.1998.729553""]"
A5066479023,1,7.0,0,Yumian Cui,"[""10.1109/tvcg.2022.3209422""]"
A5066489048,1,14.0,0,Benjamin T. Readshaw,"[""10.1109/vast47406.2019.8986934""]"
A5066496299,2,20.0,0,Zekai Shao,"[""10.1109/tvcg.2023.3327353"", ""10.1109/tvcg.2024.3456145""]"
A5066502063,1,81.0,0,André Skupin,"[""10.1109/infvis.2000.885095""]"
A5066527489,1,41.0,0,Xuejun Hao,"[""10.1109/visual.2004.62""]"
A5066551739,1,35.0,1,Nico T. Mutters,"[""10.1109/tvcg.2020.3030437""]"
A5066553010,1,68.0,0,Stephen M. Smith,"[""10.1109/tvcg.2009.177""]"
A5066572455,1,0.0,0,Adrian Freed,"[""10.1109/visual.1998.745338""]"
A5066582909,1,8.0,0,Constantine Pavlakos,"[""10.1109/visual.1996.568133""]"
A5066590358,2,69.0,0,H. Towles,"[""10.1109/visual.2000.885684"", ""10.1109/visual.2000.885712""]"
