author_id,n_papers,total_citations,n_awards,display_name,doi_list
A5011547603,1,5.0,0,J. Aller,"[""10.1109/visual.1990.146397""]"
A5011581508,3,220.0,0,David Auber,"[""10.1109/infvis.2003.1249011"", ""10.1109/tvcg.2006.177"", ""10.1109/tvcg.2021.3114795""]"
A5011596114,1,16.0,0,Fedor Korsakov,"[""10.1109/tvcg.2014.2346451""]"
A5011629374,3,185.0,0,Xiao Ling,"[""10.1109/infvis.2005.1532150"", ""10.1109/vast.2006.261436"", ""10.1109/vast.2008.4677357""]"
A5011709769,2,81.0,0,Henry Völzke,"[""10.1109/tvcg.2014.2346591"", ""10.1109/tvcg.2015.2468291""]"
A5011715822,1,3.0,0,Rae Kyoung Lee,"[""10.1109/visual.1995.480797""]"
A5011744375,2,95.0,0,Xuanwu Yue,"[""10.1109/tvcg.2018.2864814"", ""10.1109/tvcg.2019.2934660""]"
A5011769177,1,5.0,0,J.j. Loomis,"[""10.1109/visual.1997.663925""]"
A5011771355,1,15.0,0,Ivo L. Hofacker,"[""10.1109/tvcg.2006.196""]"
A5011783203,1,12.0,0,Amel Guetat,"[""10.1109/tvcg.2010.187""]"
A5011813023,2,662.0,0,Jiaxin Shi,"[""10.1109/tvcg.2016.2598831"", ""10.1109/tvcg.2017.2744938""]"
A5011823353,3,58.0,2,Nicole Sultanum,"[""10.1109/tvcg.2018.2864905"", ""10.1109/tvcg.2022.3209444"", ""10.1109/tvcg.2024.3456601""]"
A5011864657,1,76.0,0,Graham Dove,"[""10.1109/tvcg.2013.145""]"
A5011884271,1,50.0,0,Daniel Luiz De Mattos Nascimento,"[""10.1109/tvcg.2017.2745105""]"
A5011893561,1,2.0,0,Tony Stone,"[""10.1109/tvcg.2021.3114868""]"
A5011902450,1,27.0,0,Andrea G. Parker,"[""10.1109/tvcg.2022.3209493""]"
A5011903650,1,15.0,0,Mario Valle,"[""10.1109/vast.2008.4677351""]"
A5011911621,1,4.0,0,L.r. Seidenberg,"[""10.1109/visual.1992.235200""]"
A5011918131,1,5.0,0,Lexing Ying,"[""10.1109/visual.2001.964528""]"
A5011928259,4,188.0,0,Evan M. Peck,"[""10.1109/tvcg.2015.2467758"", ""10.1109/tvcg.2016.2599058"", ""10.1109/tvcg.2018.2865117"", ""10.1109/tvcg.2024.3456217""]"
A5011933741,1,11.0,0,Elizabeth Hetzler,"[""10.1109/infvis.2005.1532133""]"
A5011941798,14,476.0,2,Filip Sadlo,"[""10.1109/tvcg.2006.199"", ""10.1109/tvcg.2007.70554"", ""10.1109/tvcg.2012.284"", ""10.1109/tvcg.2013.129"", ""10.1109/tvcg.2014.2346319"", ""10.1109/tvcg.2014.2346333"", ""10.1109/tvcg.2014.2346442"", ""10.1109/tvcg.2016.2599018"", ""10.1109/tvcg.2017.2743989"", ""10.1109/tvcg.2018.2864508"", ""10.1109/tvcg.2020.3030466"", ""10.1109/tvcg.2023.3326519"", ""10.1109/visual.2004.128"", ""10.1109/visual.2005.1532772""]"
A5011942943,1,11.0,1,S. Sandra Bae,"[""10.1109/tvcg.2023.3327198""]"
A5011950091,1,1.0,0,J. Cribb,"[""10.1109/visual.2005.1532829""]"
A5011962842,1,2.0,0,Amani Ageeli,"[""10.1109/tvcg.2022.3209439""]"
A5011973325,1,6.0,0,Wendy S. Koegler,"[""10.1109/visual.2001.964551""]"
A5011976234,1,7.0,0,Kyoko Nakamura,"[""10.1109/visual.1997.663889""]"
A5011981456,2,37.0,1,Doris Kosminsky,"[""10.1109/tvcg.2019.2934538"", ""10.1109/tvcg.2023.3327378""]"
A5011999265,1,39.0,0,Yuqun Chen,"[""10.1109/visual.2000.885685""]"
A5012088773,3,45.0,1,Derya Akbaba,"[""10.1109/tvcg.2022.3209451"", ""10.1109/tvcg.2024.3456171"", ""10.1109/tvcg.2024.3456334""]"
A5012099276,1,26.0,0,Martin Baiker,"[""10.1109/tvcg.2010.134""]"
A5012111319,1,70.0,0,Eser Kandogan,"[""10.1109/vast.2012.6400487""]"
A5012113499,5,143.0,1,Michael Brudno,"[""10.1109/tvcg.2015.2467733"", ""10.1109/tvcg.2016.2598469"", ""10.1109/tvcg.2017.2745118"", ""10.1109/tvcg.2018.2864905"", ""10.1109/tvcg.2022.3209444""]"
A5012116917,2,66.0,0,Andreas Hubeli,"[""10.1109/visual.2000.885722"", ""10.1109/visual.2001.964523""]"
A5012133571,1,3.0,0,C.b. Cox,"[""10.1109/visual.1990.146368""]"
A5012139872,2,78.0,0,G. Geier,"[""10.1109/tvcg.2008.147"", ""10.1109/tvcg.2009.115""]"
A5012157105,3,124.0,0,Zhuochen Jin,"[""10.1109/tvcg.2018.2864885"", ""10.1109/tvcg.2020.3030465"", ""10.1109/tvcg.2023.3327200""]"
A5012158528,3,152.0,0,Sriram Karthik Badam,"[""10.1109/tvcg.2018.2865119"", ""10.1109/tvcg.2018.2865144"", ""10.1109/vast.2016.7883506""]"
A5012160486,1,2.0,0,Wendell Wiggins,"[""10.1109/visual.1998.745293""]"
A5012164072,1,25.0,0,Vedran Sabol,"[""10.1109/infvis.2004.19""]"
A5012213317,1,6.0,0,E.o. Belcher,"[""10.1109/visual.1991.175784""]"
A5012244017,2,60.0,0,Ryan Eccles,"[""10.1109/vast.2007.4388992"", ""10.1109/vast.2008.4677355""]"
A5012255877,3,110.0,0,Patrick Mccormick,"[""10.1109/visual.1997.663919"", ""10.1109/visual.2003.1250418"", ""10.1109/visual.2004.95""]"
A5012263767,1,6.0,0,Ron Kikinis,"[""10.1109/visual.2003.1250424""]"
A5012288548,3,101.0,0,Allen R. Sanderson,"[""10.1109/tvcg.2010.133"", ""10.1109/tvcg.2011.254"", ""10.1109/visual.2004.25""]"
A5012329609,2,356.0,0,Mihael Ankerst,"[""10.1109/infvis.1998.729559"", ""10.1109/visual.1995.485140""]"
A5012330510,2,15.0,0,D.c. Banks,"[""10.1109/visual.1996.567784"", ""10.1109/visual.1997.663918""]"
A5012353622,1,2.0,0,Martin Wikelski,"[""10.1109/tvcg.2020.3030386""]"
A5012354207,1,192.0,0,Shaozu Cao,"[""10.1109/vast.2017.8585721""]"
A5012360690,1,10.0,0,Patricia F Anderson,"[""10.1109/vast.2012.6400558""]"
A5012378616,2,15.0,0,Oliver Rübel,"[""10.1109/tvcg.2017.2744479"", ""10.1109/tvcg.2024.3456322""]"
A5012381843,1,5.0,1,Muqiao Yang,"[""10.1109/tvcg.2021.3114794""]"
A5012387700,2,128.0,0,Jun Wang,"[""10.1109/tvcg.2015.2467931"", ""10.1109/vast.2017.8585647""]"
A5012388103,12,399.0,1,Jinwook Seo,"[""10.1109/infvis.2004.3"", ""10.1109/tvcg.2009.146"", ""10.1109/tvcg.2010.155"", ""10.1109/tvcg.2010.175"", ""10.1109/tvcg.2014.2346454"", ""10.1109/tvcg.2016.2598796"", ""10.1109/tvcg.2020.3030414"", ""10.1109/tvcg.2020.3030419"", ""10.1109/tvcg.2021.3114833"", ""10.1109/tvcg.2023.3327187"", ""10.1109/tvcg.2023.3327201"", ""10.1109/tvcg.2024.3456215""]"
A5012397920,1,1.0,0,Anthony Hamins,"[""10.1109/visual.1994.346291""]"
A5012446017,1,68.0,0,Robert A. Bridges,"[""10.1109/tvcg.2018.2865029""]"
A5012448546,1,4.0,0,Manisa Baker,"[""10.1109/visual.2000.885744""]"
A5012497033,1,12.0,0,L. Carter,"[""10.1109/visual.1990.146371""]"
A5012530562,1,15.0,0,Robin Skånberg,"[""10.1109/tvcg.2015.2467293""]"
A5012542741,2,25.0,0,Clifford A. Shaffer,"[""10.1109/visual.1998.745351"", ""10.1109/visual.1999.809921""]"
A5012542802,2,41.0,0,Harry Yeh,"[""10.1109/tvcg.2011.170"", ""10.1109/tvcg.2019.2934314""]"
A5012553015,1,26.0,0,Yoonsoo Nam,"[""10.1109/tvcg.2020.3030380""]"
A5012557712,1,14.0,0,Robert A. Weinberg,"[""10.1109/visual.2004.46""]"
A5012561411,25,2315.0,3,Sheelagh Carpendale,"[""10.1109/infvis.2003.1249008"", ""10.1109/infvis.2005.1532141"", ""10.1109/tvcg.2007.70521"", ""10.1109/tvcg.2007.70568"", ""10.1109/tvcg.2008.127"", ""10.1109/tvcg.2008.175"", ""10.1109/tvcg.2009.122"", ""10.1109/tvcg.2009.162"", ""10.1109/tvcg.2010.129"", ""10.1109/tvcg.2011.251"", ""10.1109/tvcg.2012.204"", ""10.1109/tvcg.2012.275"", ""10.1109/tvcg.2014.2346292"", ""10.1109/tvcg.2015.2467325"", ""10.1109/tvcg.2015.2467831"", ""10.1109/tvcg.2016.2598586"", ""10.1109/tvcg.2017.2743859"", ""10.1109/tvcg.2017.2743918"", ""10.1109/tvcg.2017.2745958"", ""10.1109/tvcg.2019.2934538"", ""10.1109/tvcg.2019.2934790"", ""10.1109/tvcg.2021.3114844"", ""10.1109/tvcg.2022.3209365"", ""10.1109/tvcg.2023.3326917"", ""10.1109/tvcg.2023.3327378""]"
A5012627445,1,10.0,0,Chris Pelkie,"[""10.1109/visual.1993.398867""]"
A5012627865,1,78.0,0,Laura Raya,"[""10.1109/tvcg.2015.2467324""]"
A5012636375,1,61.0,0,Simone Kriglstein,"[""10.1109/tvcg.2017.2744758""]"
A5012651524,1,21.0,0,Luc P. Beaudoin,"[""10.1109/visual.1996.567745""]"
A5012666938,1,115.0,1,Audrey S. Wang,"[""10.1109/tvcg.2018.2865147""]"
A5012693590,5,117.0,1,Daniel Baum,"[""10.1109/tvcg.2011.259"", ""10.1109/tvcg.2014.2346404"", ""10.1109/tvcg.2018.2864507"", ""10.1109/tvcg.2023.3327403"", ""10.1109/visual.2002.1183780""]"
A5012732932,2,25.0,1,Bea Steers,"[""10.1109/tvcg.2023.3327396"", ""10.1109/tvcg.2024.3456388""]"
A5012750622,1,22.0,0,Jim Durbin,"[""10.1109/visual.1998.745344""]"
A5012753546,1,5.0,0,T. Munzner,"[""10.1109/infvis.2005.1532127""]"
A5012758909,1,67.0,0,Hyejin Im,"[""10.1109/tvcg.2017.2744118""]"
A5012766006,1,20.0,0,Stefanie Schmid,"[""10.1109/vast.2018.8802486""]"
A5012766796,1,3.0,0,R. Haynes,"[""10.1109/visual.2001.964543""]"
A5012782091,1,14.0,0,Thomas Kirste,"[""10.1109/vast.2015.7347629""]"
A5012785854,1,69.0,0,Florian Morr,"[""10.1109/tvcg.2007.70579""]"
A5012788427,1,103.0,0,Simon Schubiger,"[""10.1109/tvcg.2017.2744159""]"
A5012797594,1,47.0,0,Andreas Mathisen,"[""10.1109/tvcg.2018.2865144""]"
A5012845744,1,18.0,0,Boyd Kenkhuis,"[""10.1109/tvcg.2020.3030336""]"
A5012847693,1,36.0,0,Adam P. Summers,"[""10.1109/tvcg.2017.2743980""]"
A5012856150,1,69.0,0,Theo Van Walsum,"[""10.1109/visual.1995.485141""]"
A5012919545,1,26.0,0,G. Schussman,"[""10.1109/visual.2004.5""]"
A5012944737,1,1.0,1,John Hooker,"[""10.1109/tvcg.2024.3456296""]"
A5012950750,1,4.0,0,G. Welch,"[""10.1109/visual.2000.885712""]"
A5012964681,3,118.0,0,Michael Böttinger,"[""10.1109/tvcg.2008.116"", ""10.1109/tvcg.2009.197"", ""10.1109/tvcg.2020.3028955""]"
A5012980226,1,21.0,0,Niranjan Damera Venkata,"[""10.1109/tvcg.2007.70536""]"
A5012986137,1,109.0,0,Sebastian Koch,"[""10.1109/tvcg.2015.2467757""]"
A5012994943,1,29.0,0,Ke Wu,"[""10.1109/tvcg.2019.2934797""]"
A5013002615,1,2.0,0,Sanjin Rados,"[""10.1109/tvcg.2022.3209432""]"
A5013005123,1,2.0,0,A. Kaufman,"[""10.1109/visual.1995.480818""]"
A5013009875,2,113.0,0,Vivek Kumar Verma,"[""10.1109/visual.1999.809906"", ""10.1109/visual.2000.885690""]"
A5013043483,1,12.0,0,Huan He,"[""10.1109/vast.2018.8802383""]"
A5013054287,1,107.0,0,Chi Bin Chien,"[""10.1109/tvcg.2009.118""]"
A5013055435,2,38.0,0,Àlvar Vinacua,"[""10.1109/tvcg.2016.2598825"", ""10.1109/tvcg.2018.2864851""]"
A5013062610,1,14.0,0,M.f. Cohen,"[""10.1109/visual.1990.146395""]"
A5013064867,1,9.0,0,Riley Hughes,"[""10.1109/visual.1996.568104""]"
A5013065278,1,122.0,0,Andrés Monroy‐hernández,"[""10.1109/tvcg.2016.2598647""]"
A5013067496,1,0.0,0,V. Interrante,"[""10.1109/visual.1997.663894""]"
A5013074014,1,61.0,0,Patrick Houthuizen,"[""10.1109/tvcg.2018.2865043""]"
A5013075379,1,8.0,0,Jianing Hao,"[""10.1109/tvcg.2023.3327389""]"
A5013101044,4,253.0,0,Florian Ferstl,"[""10.1109/tvcg.2009.154"", ""10.1109/tvcg.2010.169"", ""10.1109/tvcg.2015.2467204"", ""10.1109/tvcg.2016.2598868""]"
A5013103130,1,46.0,0,Christina K. Yung,"[""10.1109/visual.2000.885739""]"
A5013104516,1,62.0,0,Madelaine Boyd,"[""10.1109/tvcg.2013.155""]"
A5013118329,1,4.0,0,Hongan Wang,"[""10.1109/tvcg.2023.3326932""]"
A5013135203,2,170.0,0,Vivek Srikumar,"[""10.1109/tvcg.2017.2745141"", ""10.1109/tvcg.2018.2865230""]"
A5013174025,1,23.0,0,Mark Wallace,"[""10.1109/tvcg.2016.2598545""]"
A5013179348,1,23.0,0,C. Aragon,"[""10.1109/vast.2008.4677353""]"
A5013181392,3,160.0,0,Sarah H. Creem Regehr,"[""10.1109/tvcg.2016.2599106"", ""10.1109/tvcg.2018.2865193"", ""10.1109/tvcg.2019.2934286""]"
A5013198735,1,95.0,0,Qingguang Cui,"[""10.1109/tvcg.2006.161""]"
A5013207939,1,27.0,0,Rika Furuhata,"[""10.1109/infvis.2000.885093""]"
A5013216735,1,82.0,0,Amir H. Meghdadi,"[""10.1109/tvcg.2013.168""]"
A5013218669,1,168.0,0,Jefferson Amstutz,"[""10.1109/tvcg.2016.2599041""]"
A5013243312,4,172.0,0,Peter Michael Bak,"[""10.1109/tvcg.2009.182"", ""10.1109/tvcg.2013.224"", ""10.1109/tvcg.2015.2467322"", ""10.1109/vast.2008.4677359""]"
A5013253784,1,42.0,0,Doris Jung‐lin Lee,"[""10.1109/tvcg.2019.2934666""]"
A5013259507,1,32.0,0,David Williams,"[""10.1109/visual.1992.235210""]"
A5013294330,2,65.0,0,Pascal Goffin,"[""10.1109/tvcg.2014.2346435"", ""10.1109/tvcg.2021.3114798""]"
A5013335258,1,70.0,0,Hayeong Song,"[""10.1109/tvcg.2018.2864914""]"
A5013352966,2,220.0,1,Creon Levit,"[""10.1109/visual.1991.175771"", ""10.1109/visual.1991.175773""]"
A5013387781,1,5.0,0,D. Gubler,"[""10.1109/visual.2005.1532813""]"
A5013417550,1,24.0,0,Wilfrid Lefer,"[""10.1109/visual.1997.663899""]"
A5013422789,1,30.0,0,István Kókai,"[""10.1109/tvcg.2007.70581""]"
A5013424156,1,26.0,0,Luoxuan Weng,"[""10.1109/tvcg.2022.3209475""]"
A5013448896,1,16.0,0,Jeffrey Ho,"[""10.1109/visual.2001.964532""]"
A5013458161,1,34.0,0,Janet Wiles,"[""10.1109/tvcg.2015.2467321""]"
A5013460936,8,298.0,0,Christopher G. Healey,"[""10.1109/tvcg.2007.70623"", ""10.1109/tvcg.2015.2468093"", ""10.1109/visual.1996.568118"", ""10.1109/visual.1997.663855"", ""10.1109/visual.1998.745292"", ""10.1109/visual.2001.964501"", ""10.1109/visual.2002.1183803"", ""10.1109/visual.2005.1532838""]"
A5013491656,1,0.0,0,K.w. Johnson,"[""10.1109/visual.1992.235175""]"
A5013518229,1,20.0,0,Ratul Mahajan,"[""10.1109/vast.2010.5652910""]"
A5013533653,1,18.0,0,Pascal Poncelet,"[""10.1109/vast.2014.7042488""]"
A5013546425,6,372.0,0,Roberto Scopigno,"[""10.1109/visual.1994.346308"", ""10.1109/visual.1998.745285"", ""10.1109/visual.2000.885680"", ""10.1109/visual.2003.1250366"", ""10.1109/visual.2003.1250407"", ""10.1109/visual.2005.1532797""]"
A5013569934,2,39.0,0,Frank Michel,"[""10.1109/tvcg.2006.125"", ""10.1109/tvcg.2007.70575""]"
A5013608601,1,42.0,0,Aditya Parameswaran,"[""10.1109/tvcg.2019.2934666""]"
A5013629437,2,76.0,0,B. Green,"[""10.1109/tvcg.2006.128"", ""10.1109/visual.2004.55""]"
A5013644294,1,2.0,0,António M. Baptista,"[""10.1109/visual.2003.1250421""]"
A5013670125,1,180.0,0,David Lazer,"[""10.1109/tvcg.2012.291""]"
A5013719632,1,39.0,0,Di Yang,"[""10.1109/vast.2007.4389000""]"
A5013723403,1,15.0,0,Ying Mao,"[""10.1109/tvcg.2022.3209455""]"
A5013740450,1,17.0,0,Wei Hsien Hsu,"[""10.1109/tvcg.2013.123""]"
A5013743493,1,28.0,0,Ran Zhou,"[""10.1109/tvcg.2022.3209442""]"
A5013752660,2,104.0,1,Lincan Zou,"[""10.1109/tvcg.2020.3030350"", ""10.1109/tvcg.2021.3114855""]"
A5013779026,2,95.0,0,Stephen Rudolph,"[""10.1109/vast.2008.4677354"", ""10.1109/vast.2009.5333920""]"
A5013797659,1,75.0,0,Bram C.m. Cappers,"[""10.1109/tvcg.2017.2745278""]"
A5013842628,2,44.0,0,Rolf Westerteiger,"[""10.1109/tvcg.2009.204"", ""10.1109/tvcg.2012.239""]"
A5013856888,5,127.0,0,Marco Agus,"[""10.1109/tvcg.2011.214"", ""10.1109/tvcg.2017.2744238"", ""10.1109/tvcg.2018.2864847"", ""10.1109/tvcg.2020.3030451"", ""10.1109/tvcg.2021.3114788""]"
A5013857042,3,242.0,1,David M. Weinstein,"[""10.1109/visual.1999.809886"", ""10.1109/visual.1999.809894"", ""10.1109/visual.2000.885706""]"
A5013860502,1,6.0,0,Alisa Neeman,"[""10.1109/visual.2005.1532774""]"
A5013863229,3,199.0,0,Jing Wu,"[""10.1109/tvcg.2017.2744378"", ""10.1109/tvcg.2022.3209423"", ""10.1109/vast47406.2019.8986943""]"
A5013873009,1,98.0,0,Franziska Sauka,"[""10.1109/tvcg.2014.2352953""]"
A5013887755,1,14.0,0,Alexander Soen,"[""10.1109/vast47406.2019.8986934""]"
A5013890093,1,16.0,0,J. Dastur,"[""10.1109/visual.2004.34""]"
A5013892799,2,35.0,0,Ruizhen Hu,"[""10.1109/tvcg.2019.2934799"", ""10.1109/tvcg.2022.3209481""]"
A5013911086,1,0.0,0,Gabriela Morgenshtern,"[""10.1109/tvcg.2024.3456329""]"
A5013922391,1,6.0,0,Scott Wehrwein,"[""10.1109/tvcg.2022.3209454""]"
A5013945827,1,13.0,0,Michael Gessat,"[""10.1109/tvcg.2014.2346459""]"
A5013950108,1,89.0,0,Felix Ritter,"[""10.1109/tvcg.2006.172""]"
A5013952808,1,37.0,0,Shusen Liu,"[""10.1109/tvcg.2011.199""]"
A5013989913,1,19.0,0,Evangelos Milios,"[""10.1109/vast.2012.6400484""]"
A5014009990,5,290.0,1,Zhiguang Zhou,"[""10.1109/tvcg.2015.2467691"", ""10.1109/tvcg.2018.2864503"", ""10.1109/tvcg.2020.3030428"", ""10.1109/tvcg.2020.3030440"", ""10.1109/vast50239.2020.00011""]"
A5014012890,1,22.0,0,Tiago Etiene,"[""10.1109/tvcg.2009.194""]"
A5014019199,1,18.0,0,Moataz Abdelaal,"[""10.1109/tvcg.2022.3209427""]"
A5014023970,1,3.0,0,Thibaud Porphyre,"[""10.1109/tvcg.2022.3209464""]"
A5014032522,2,49.0,0,Johannes Weissenböck,"[""10.1109/tvcg.2018.2864510"", ""10.1109/vast.2016.7883516""]"
A5014041753,2,20.0,0,Christian Schulte Zu Berge,"[""10.1109/scivis.2015.7429489"", ""10.1109/tvcg.2014.2346317""]"
A5014054165,1,50.0,0,John B. Thurmond,"[""10.1109/tvcg.2008.170""]"
A5014057564,1,10.0,0,Antonio Fernández Anta,"[""10.1109/visual.2002.1183814""]"
A5014079156,2,187.0,0,Matthias Zwicker,"[""10.1109/visual.2001.964490"", ""10.1109/visual.2004.38""]"
A5014118071,1,6.0,0,Connor Guerin,"[""10.1109/tvcg.2023.3327181""]"
A5014124844,1,1.0,0,D. Cox,"[""10.1109/visual.2005.1532791""]"
A5014134530,1,1.0,0,Kamran Eftekhari Shahroudi,"[""10.1109/visual.1996.568150""]"
A5014138072,2,82.0,0,Alexander Wolff,"[""10.1109/tvcg.2012.193"", ""10.1109/tvcg.2013.187""]"
A5014140709,1,30.0,0,Suizi Huang,"[""10.1109/tvcg.2023.3326913""]"
A5014146578,1,43.0,0,Patrick Hertzog,"[""10.1109/vast.2007.4389007""]"
A5014221694,3,109.0,1,Jiayi Xu,"[""10.1109/tvcg.2015.2467194"", ""10.1109/tvcg.2022.3209413"", ""10.1109/tvcg.2022.3209419""]"
A5014239595,1,13.0,0,Ruwen Schnabel,"[""10.1109/tvcg.2008.124""]"
A5014254930,1,27.0,0,Vincent Van Unen,"[""10.1109/tvcg.2017.2744318""]"
A5014319412,2,61.0,0,Yi Gu,"[""10.1109/tvcg.2011.246"", ""10.1109/tvcg.2015.2468031""]"
A5014325236,1,45.0,0,Jina Huh,"[""10.1109/tvcg.2015.2467555""]"
A5014363196,1,42.0,0,Graeme Gange,"[""10.1109/tvcg.2015.2467251""]"
A5014375244,1,12.0,0,Henning Wachsmuth,"[""10.1109/tvcg.2020.3030425""]"
A5014429725,1,5.0,0,H. Ishikawa,"[""10.1109/visual.1997.663925""]"
A5014451969,1,8.0,0,Jiřı́ Bittner,"[""10.1109/tvcg.2008.176""]"
A5014495113,1,41.0,0,Richard Brath,"[""10.1109/infvis.1997.636794""]"
A5014529529,1,1.0,0,Jie Zheng,"[""10.1109/tvcg.2024.3456325""]"
A5014571315,1,2.0,0,J.m. Favre,"[""10.1109/visual.1994.346303""]"
A5014594342,2,110.0,1,Markus Steinberger,"[""10.1109/tvcg.2011.183"", ""10.1109/tvcg.2013.180""]"
A5014603089,2,4.0,0,Jen Rogers,"[""10.1109/tvcg.2020.3030405"", ""10.1109/tvcg.2024.3456391""]"
A5014622702,2,6.0,0,D.r. Nadeau,"[""10.1109/visual.1991.175814"", ""10.1109/visual.1992.235195""]"
A5014635198,3,81.0,1,Rita Sevastjanova,"[""10.1109/tvcg.2017.2745080"", ""10.1109/tvcg.2022.3209458"", ""10.1109/vast47406.2019.8986917""]"
A5014638681,2,56.0,0,Jonathan Lazar,"[""10.1109/tvcg.2021.3114829"", ""10.1109/tvcg.2023.3326937""]"
A5014650495,1,75.0,0,Haralambos Marmanis,"[""10.1109/visual.1999.809905""]"
A5014662947,3,300.0,0,Furu Wei,"[""10.1109/tvcg.2010.183"", ""10.1109/tvcg.2015.2467554"", ""10.1109/vast.2010.5652931""]"
A5014670663,1,5.0,1,Pratheeksha Nair,"[""10.1109/tvcg.2022.3209403""]"
A5014675864,2,10.0,1,Carolina Veiga,"[""10.1109/tvcg.2023.3326514"", ""10.1109/tvcg.2024.3456353""]"
A5014697729,1,15.0,0,J.l.d. Comba,"[""10.1109/visual.2005.1532796""]"
A5014732659,1,8.0,0,A. Stewart Fotheringham,"[""10.1109/tvcg.2023.3327359""]"
A5014744525,1,4.0,0,K. Inkpen,"[""10.1109/visual.1998.745334""]"
A5014747010,1,93.0,0,Gaurav Garg,"[""10.1109/visual.2004.50""]"
A5014750090,1,11.0,0,Katie B. Mullins,"[""10.1109/tvcg.2009.203""]"
A5014770241,1,302.0,0,Johannes Behr,"[""10.1109/visual.2001.964489""]"
A5014773555,1,21.0,0,Emden R. Gansner,"[""10.1109/infvis.2004.66""]"
A5014783020,1,11.0,0,Agma J. M. Traina,"[""10.1109/tvcg.2022.3209477""]"
A5014829491,1,9.0,0,Dietmar Offenhuber,"[""10.1109/tvcg.2019.2934788""]"
A5014858614,2,3.0,0,David Dobkin,"[""10.1109/visual.1990.146393"", ""10.1109/visual.1994.346325""]"
A5014886957,1,136.0,0,M. F. Smith,"[""10.1109/tvcg.2009.187""]"
A5014887248,1,31.0,0,S. C. Trager,"[""10.1109/vast.2010.5652450""]"
A5014889758,6,404.0,0,Henry Fuchs,"[""10.1109/visual.1991.175778"", ""10.1109/visual.1994.346295"", ""10.1109/visual.1995.480795"", ""10.1109/visual.1996.568110"", ""10.1109/visual.1996.568114"", ""10.1109/visual.1999.809883""]"
A5014894873,1,80.0,0,Zhile Ren,"[""10.1109/tvcg.2008.111""]"
A5014905815,1,30.0,0,Ruwayda Alharbi,"[""10.1109/tvcg.2020.3030415""]"
A5014935641,1,59.0,0,Laura Fernández Robles,"[""10.1109/tvcg.2008.147""]"
A5014971963,1,17.0,0,Dmitry Karpeyev,"[""10.1109/tvcg.2015.2466838""]"
A5015012334,1,117.0,0,Leslie M. Blaha,"[""10.1109/vast.2017.8585669""]"
A5015037960,1,9.0,0,Jordan Matelsky,"[""10.1109/tvcg.2023.3327388""]"
A5015120030,1,1.0,0,Luke J. Harmon,"[""10.1109/tvcg.2020.3030405""]"
A5015121983,1,2.0,1,Yamei Tu,"[""10.1109/tvcg.2024.3456339""]"
A5015182248,8,447.0,1,Tatiana Von Landesberger,"[""10.1109/tvcg.2015.2468111"", ""10.1109/tvcg.2020.3030437"", ""10.1109/tvcg.2023.3326576"", ""10.1109/tvcg.2024.3456305"", ""10.1109/vast.2009.5333893"", ""10.1109/vast.2011.6102439"", ""10.1109/vast.2012.6400553"", ""10.1109/vast.2014.7042485""]"
A5015186378,4,52.0,0,Andrew Wentzel,"[""10.1109/tvcg.2019.2934546"", ""10.1109/tvcg.2021.3114810"", ""10.1109/tvcg.2023.3326939"", ""10.1109/tvcg.2024.3456160""]"
A5015247862,1,44.0,0,Yedendra Shrinivasan,"[""10.1109/vast.2009.5333023""]"
A5015247956,1,11.0,0,Joseph S. B. Mitchell,"[""10.1109/visual.1995.480813""]"
A5015267493,1,276.0,0,Alexandre X. Falcão,"[""10.1109/tvcg.2016.2598838""]"
A5015271163,4,94.0,1,Aidong Lu,"[""10.1109/tvcg.2008.184"", ""10.1109/vast.2006.261435"", ""10.1109/visual.2002.1183777"", ""10.1109/visual.2005.1532854""]"
A5015338144,1,11.0,0,Zhilan Zhou,"[""10.1109/tvcg.2022.3209445""]"
A5015367289,2,115.0,1,Saiful Khan,"[""10.1109/tvcg.2021.3114828"", ""10.1109/tvcg.2022.3209448""]"
A5015376703,2,42.0,0,Ketan Mehta,"[""10.1109/tvcg.2006.133"", ""10.1109/tvcg.2006.181""]"
A5015384117,2,52.0,0,Tiffany Wun,"[""10.1109/tvcg.2017.2743918"", ""10.1109/tvcg.2017.2745958""]"
A5015413510,1,4.0,0,F. Dubuffet,"[""10.1109/visual.2002.1183813""]"
A5015444670,1,103.0,0,Raj Shekhar,"[""10.1109/visual.1996.568127""]"
A5015449928,1,24.0,0,Alexandra Landsberg,"[""10.1109/visual.1996.568128""]"
A5015466527,1,14.0,0,D. Bürkle,"[""10.1109/visual.2001.964494""]"
A5015483503,1,13.0,0,Michael Terry,"[""10.1109/tvcg.2024.3456354""]"
A5015496910,1,134.0,1,A.j. Kolojechick,"[""10.1109/infvis.1996.559210""]"
A5015510100,1,6.0,0,Wyatt Ayers,"[""10.1109/tvcg.2022.3209454""]"
A5015512418,1,12.0,0,C. Carner,"[""10.1109/visual.2005.1532840""]"
A5015516607,5,391.0,0,Leland Wilkinson,"[""10.1109/infvis.2005.1532142"", ""10.1109/tvcg.2010.197"", ""10.1109/tvcg.2014.2346572"", ""10.1109/tvcg.2017.2744685"", ""10.1109/vast.2012.6400490""]"
A5015520753,1,17.0,0,M. Brill,"[""10.1109/visual.1994.346315""]"
A5015538446,1,4.0,0,H. Fuchs,"[""10.1109/visual.2000.885712""]"
A5015603155,1,68.0,0,Vinay Siddavanahalli,"[""10.1109/visual.2004.103""]"
