author_id,papers,citations,awards,author_name
A5062288739,4,169.0,0,Ken Brodlie
A5062317598,1,46.0,0,Vid Petrovic
A5062325991,2,268.0,0,Chao Ma
A5062405330,1,29.0,0,Wee Siong Ng
A5062410342,1,87.0,0,Fraser Anderson
A5062412211,1,39.0,0,Christopher Koehler
A5062415693,1,87.0,0,Brendan Moyle
A5062463120,3,10.0,0,P. Stevens
A5062478612,1,0.0,0,David Wessel
A5062488503,1,11.0,0,Jochen Fröhlich
A5062494091,1,144.0,1,Ajith Mascarenhas
A5062508174,1,37.0,0,B. Alpern
A5062534271,1,1.0,0,E.t. O'brien
A5062546146,5,573.0,1,Alexander M. Rush
A5062554035,2,107.0,0,Matthias Hopf
A5062586683,1,3.0,0,Mardelle Mccuskey Shepley
A5062614232,4,114.0,2,Wouter Meulemans
A5062642598,3,64.0,0,Jie Li
A5062659292,1,3.0,0,K. Junyaprasert
A5062702770,1,10.0,0,Raad Mohiaddin
A5062703856,7,472.0,0,Armin Kanitsar
A5062711342,5,385.0,0,Scotland Leman
A5062738795,1,14.0,0,Jennifer Konieczny
A5062749833,1,35.0,1,Michael Möck
A5062751205,1,14.0,0,Lin Gao
A5062758812,1,1.0,0,D. Marshburn
A5062766883,1,371.0,1,Florian Stoffel
A5062771767,2,72.0,0,Zachary Wartell
A5062786312,1,20.0,0,Magdalena Schwarzl
A5062793472,1,102.0,0,Haohui Chen
A5062795084,2,70.0,0,Matthew L. Parry
A5062797157,2,84.0,0,Mário Costa Sousa
A5062797994,1,46.0,0,P. J. Narayanan
A5062805121,1,21.0,0,Tino Ebbers
A5062809062,1,3.0,0,P.-k. Hsiung
A5062859783,3,164.0,0,Daniel Haehn
A5062867814,1,13.0,0,Gabor Heinemann
A5062939867,1,7.0,0,Daniel Klötzl
A5062963076,1,9.0,0,Connor Scully-allison
A5062987526,1,173.0,0,Yuzuru Tanahashi
A5063002460,1,149.0,0,H. Wéber
A5063003315,1,21.0,0,Timothy M. Shead
A5063015907,1,3.0,1,Brittany Terese Fasy
A5063020962,1,5.0,0,A. Kaufman
A5063030920,1,37.0,0,Vaidyanathan Krishnamoorthy
A5063037457,1,204.0,0,Amin Jourabloo
A5063059765,1,50.0,0,A. Stephens
A5063064518,1,198.0,1,Charles Gueunet
A5063070612,1,19.0,0,Jimmy Moore
A5063093511,2,78.0,0,Steffen Oeltze
A5063095344,2,239.0,0,Anshul Vikram Pandey
A5063110936,4,100.0,0,Changbo Wang
A5063230893,7,207.0,0,Cody Dunne
A5063248557,1,66.0,0,Joel Shapiro
A5063254269,1,10.0,0,Caroline Paxson
A5063258480,1,54.0,0,Catherine Vance Yeh
A5063269254,1,48.0,0,Clemens Nylandsted Klokmose
A5063273054,1,22.0,0,Chris Henze
A5063337503,1,37.0,0,Christine Mégard
A5063358260,2,54.0,0,Yubo Zhang
A5063362314,2,86.0,0,Holger Stitz
A5063369767,1,53.0,0,Aarthy Sankari Bhaskar
A5063377786,2,26.0,0,Dylan Wootton
A5063379704,1,3.0,0,Boris Bedic
A5063419107,1,8.0,0,Sarah Bardin
A5063426870,4,84.0,0,Peter K. Sorger
A5063443025,5,444.0,0,Ravin Balakrishnan
A5063468572,1,107.0,0,Yong Wan
A5063485695,1,36.0,0,Weixing Lin
A5063502813,1,0.0,0,Qian Gong
A5063512797,1,6.0,0,M.j. Wozny
A5063519388,2,243.0,0,Xun Zhao
A5063533296,1,0.0,0,Mikayla Biggs
A5063536272,1,22.0,0,Rui A. P. Perdigão
A5063547875,1,128.0,0,Jeffrey Leblanc
A5063552978,2,44.0,0,Julio Daniel Silva
A5063555642,2,130.0,0,Andreas Butz
A5063561782,1,6.0,0,Devora Shapiro
A5063572090,1,28.0,0,Stephen Mann
A5063602485,1,85.0,0,Tobias Ruppert
A5063603168,5,369.0,0,Martin Rumpf
A5063619308,1,126.0,0,Gargi Bhattacharya
A5063625747,5,139.0,1,Brian Summa
A5063629557,3,127.0,1,Christine Nothelfer
A5063654457,1,6.0,0,U. Lang
A5063667052,1,23.0,1,Chenglong Wang
A5063685742,1,186.0,0,Yang Liu
A5063698637,1,19.0,0,Reto Wettach
A5063784301,1,10.0,1,B. Chen
A5063799775,1,31.0,0,Michelle Gregory
A5063841582,1,57.0,0,Stephen Correia
A5063877576,1,113.0,0,Mário Popolin Neto
A5063887911,1,3.0,0,Tanmay Kotha
A5063890041,1,8.0,0,Kay Hamacher
A5063919540,1,4.0,0,R.e. Gooch
A5063964395,2,115.0,0,Roxana Bujack
A5063965880,24,1053.0,1,Stefan Brückner
A5064018186,3,37.0,0,William L. Hibbard
A5064020522,2,328.0,1,Carsten Görg
A5064039493,2,11.0,1,Baldur Van Lew
A5064044080,1,8.0,0,U. Kraus
A5064049630,2,56.0,0,Yating Wei
A5064070779,1,24.0,0,C. Williams
A5064073065,1,73.0,0,Kena Desai
A5064073240,1,8.0,0,Hester Huitema
A5064075576,3,325.0,0,C.t. Silva
A5064086312,1,36.0,0,Kenichi Okada
A5064087967,1,0.0,0,Ratanond Koonchanok
A5064090120,1,96.0,0,Francine Evans
A5064119940,1,91.0,0,Beth Yost
A5064127720,1,6.0,0,Jeremy E. Block
A5064144223,1,0.0,0,W. Renz
A5064155521,1,62.0,0,Ryutarou Ohbuchi
A5064202954,1,29.0,0,William Layton
A5064219476,1,27.0,0,Paolo Buono
A5064234075,1,1.0,0,R. Kopelman
A5064234695,1,0.0,0,Y. Yacoob
A5064239794,1,3.0,0,Paul Parsons
A5064259306,1,90.0,0,Bing Ni
A5064300637,4,55.0,0,Guadalupe Canahuate
A5064306421,24,1648.0,0,Alex Endert
A5064357435,2,84.0,0,Carolina Vicente Moraes
A5064384210,1,99.0,0,Cícero A. L. Pahins
A5064425512,1,39.0,0,D.w. Clark
A5064464260,1,12.0,0,Bastien Liutkus
A5064465394,1,16.0,0,Greg Eisenhauer
A5064472477,1,8.0,0,Greg Davidson
A5064478231,1,5.0,0,P. Palamidese
A5064479602,1,32.0,0,Christian Gusenbauer
A5064480048,12,1650.0,1,Bum Chul Kwon
A5064493803,1,15.0,0,E. Coalho
A5064504410,1,30.0,0,Ruhan Yang
A5064561288,1,113.0,0,Brian Meyers
A5064569774,1,12.0,0,Stuart Levy
A5064609689,2,66.0,0,Irene Baeza Rojo
A5064638062,3,15.0,0,Holly Rushmeier
A5064667546,1,25.0,0,Oleg Davydov
A5064682013,1,35.0,0,Kate Herd
A5064684360,1,18.0,0,Johannes Roth
A5064720873,6,930.0,3,Huy T. Vo
A5064723143,3,210.0,0,Fabio Marton
A5064747056,2,84.0,0,Dorit Merhof
A5064771528,1,48.0,0,Aran Lunzer
A5064783559,1,1.0,0,Corentin Kervadec
A5064789947,1,38.0,0,Stephen Curial
A5064807273,1,52.0,0,Claus Peter Heußel
A5064819643,1,57.0,0,Julie Gerdes
A5064828426,1,27.0,0,Ingo Wald
A5064835819,1,27.0,0,Frits Koning
A5064839018,1,64.0,0,Peter J. Stuckey
A5064855107,2,312.0,0,Enxun Wei
A5064858427,1,2.0,0,Alexandre Gerussi
A5064910105,1,5.0,1,Andreas Olligschlaeger
A5064921467,1,0.0,0,R.d. Bergeron
A5064923375,2,10.0,0,Erez Zadok
A5064927253,1,31.0,0,Olga Sorkine‐hornung
A5064929296,1,98.0,0,Zhiqi Liu
A5064931337,9,522.0,2,Eytan Adar
A5064940551,1,29.0,0,Hui Min Watt
A5064972852,1,19.0,0,Shuirun Wei
A5064977849,1,13.0,0,Kevin J. Lande
A5065022341,1,52.0,0,Dirk Mayer
A5065024394,1,67.0,0,Lester Kwock
A5065034146,3,73.0,1,Xiaohan Jiao
A5065039357,1,31.0,0,Rhodri Bown
A5065040154,14,643.0,2,Çağatay Turkay
A5065040704,1,2.0,0,Roberto Paoli
A5065053120,3,110.0,0,Doris Dransch
A5065102984,1,65.0,1,Axel Wendt
A5065154799,1,12.0,0,Daniel Engel
A5065165477,1,19.0,0,Marius Horga
A5065203565,2,8.0,0,Holger Steeb
A5065217532,1,6.0,0,O. Ancuta
A5065218054,3,50.0,0,Eren Cakmak
A5065275615,1,37.0,0,L. Carter
A5065310344,1,20.0,0,Maximilian Weib
A5065310800,8,450.0,0,Fabian Beck
A5065313897,2,72.0,0,Simon Breslav
A5065331110,2,5.0,0,Stefan Zellmann
A5065341054,1,427.0,1,Sean Kandel
A5065366998,1,8.0,0,Lalitha Sankar
A5065371627,5,158.0,0,Panagiotis D. Ritsos
A5065378241,1,41.0,0,Yi Mao
A5065394114,1,52.0,0,Wan-chiu Li
A5065450674,1,34.0,0,Christopher J. Kocmoud
A5065522093,1,11.0,0,Debbie Payne
A5065526744,1,2.0,0,J. D. Joannopoulos
A5065573589,1,19.0,0,Noel F.c.c. De Miranda
A5065590971,1,5.0,0,M. Olree
A5065630217,41,2001.0,6,Han‐wei Shen
A5065631636,1,60.0,0,John L. Sibert
A5065644953,23,1819.0,3,Bongshin Lee
A5065645994,20,1151.0,2,Charles Hansen
A5065678560,1,1.0,0,Jan Moorman
A5065701116,1,19.0,0,Rama Akkiraju
A5065725754,1,57.0,0,Hélio Pedrini
A5065727903,1,7.0,0,Stefan Seipel
A5065773703,1,3.0,0,Tarek K. Alameldin
A5065776273,1,2.0,0,Andreas J. Lind
A5065789205,1,8.0,0,Federico Rossi
A5065796620,1,31.0,0,Hessam Sokooti
A5065799404,1,55.0,0,Andre Schmeißer
A5065813500,3,89.0,0,Ingrid Carlbom
A5065822896,2,398.0,0,Li Tan
A5065868869,8,804.0,1,Nivan Ferreira
A5065873350,2,332.0,0,Manuel M. Oliveira
A5065885664,5,194.0,0,J. L. Zhao
A5065890293,1,14.0,0,Liqun Jin
A5065909000,1,57.0,0,Robert S. Schulman
A5065913646,1,10.0,0,R. Bosche
A5065943691,8,1309.0,0,Michelle A. Borkin
A5065952170,1,74.0,0,Martina Ziefle
A5065954205,1,11.0,1,Hamed Alhoori
A5065970500,2,126.0,0,Dominikus Baur
A5066017612,1,22.0,0,Mihaela Vorvoreanu
A5066036637,2,162.0,0,Paul K. J. Han
A5066042572,1,1.0,0,J.k. Fisher
A5066055220,1,263.0,0,Lars Grammel
A5066063583,1,19.0,0,Caleb Robinson
A5066087105,4,133.0,0,B. L. William Wong
A5066087528,1,38.0,0,Christopher E. Henze
A5066103350,1,12.0,0,Walter Schubert
A5066107323,1,91.0,0,Rahul Sukthankar
A5066119149,1,4.0,0,Eric Newburger
A5066126749,1,19.0,0,Raymond Y. Huang
A5066129879,1,19.0,0,Johan N Siebert
A5066189200,1,22.0,0,Dominik Engel
A5066231441,3,270.0,1,James T. Klosowski
A5066288593,1,12.0,0,Xinchen Zhang
A5066300885,1,13.0,0,Markus Jakobsson
A5066302709,1,0.0,0,Jeffery Chieh Liu
A5066309452,2,108.0,0,Tomoyuki Nishita
A5066335313,14,2849.0,6,Nils Gehlenborg
A5066348455,1,30.0,0,M. L. Mays
A5066351376,1,0.0,0,E. Jurrus
A5066369450,4,71.0,1,Weikai Yang
A5066379340,1,5.0,0,C.l. Bajaj
A5066384533,1,17.0,0,Jeroen Poblome
A5066432601,1,27.0,0,Rudolf Benedik
A5066452819,1,47.0,0,Emmanuel Frécon
A5066479023,1,8.0,0,Yumian Cui
A5066489048,1,14.0,0,Benjamin T. Readshaw
A5066496299,2,20.0,0,Zekai Shao
A5066502063,1,81.0,0,André Skupin
A5066527489,1,41.0,0,Xuejun Hao
A5066551739,1,36.0,1,Nico T. Mutters
A5066553010,1,68.0,0,Stephen M. Smith
A5066572455,1,0.0,0,Adrian Freed
A5066582909,1,8.0,0,Constantine Pavlakos
A5066590358,2,69.0,0,H. Towles
A5066610665,1,25.0,0,Jan‐tobias Sohns
A5066639486,2,4.0,0,Andreas Hinterreiter
A5066653225,1,1.0,0,Simon D. Duque Antón
A5066723434,1,4.0,0,K.w. Bedford
A5066743992,1,117.0,0,Maik Keller
A5066760437,1,4.0,0,M.s. Atkins
A5066767949,1,255.0,0,Alison R. Mercer
A5066809273,1,16.0,0,Florian Foerster
A5066821697,1,22.0,0,Dan J. Thoma
A5066844464,1,3.0,0,M.o. Ward
A5066851412,1,0.0,0,Yansong Chua
A5066854463,1,41.0,1,Marek Behr
A5066876119,1,63.0,0,Katharine Coles
A5066881473,1,155.0,0,Li Yu
A5066884090,1,93.0,0,A. Roman
A5066904286,1,49.0,0,Cheng Deng
A5066910344,1,23.0,0,Mark Last
A5066917584,1,11.0,1,Abdul Rahman Shaikh
A5066927815,4,237.0,0,Rosane Minghim
A5066997182,1,31.0,0,Shengjie Gao
A5067032784,1,61.0,0,Hiroko Nakamura Miyamura
A5067038712,1,277.0,0,Ulrich Clarenz
A5067050903,1,38.0,0,Lijing Lin
A5067074940,1,19.0,0,Bernd Sevenich
A5067091709,1,20.0,0,Deborah R. Wahl
A5067150602,2,66.0,0,Feng Qiu
A5067163020,1,74.0,0,Eugene J. Lengerich
A5067200501,1,18.0,0,Scott Paulson
A5067203735,1,26.0,0,M. Mccool
A5067212091,4,188.0,0,Alark Joshi
A5067224066,2,247.0,0,Joachim Heinrich
A5067251509,1,36.0,1,Inbal Ronen
A5067262667,1,9.0,0,Christopher White
A5067273223,1,46.0,0,Uwe Mikolajewicz
A5067274220,7,695.0,0,Marian Dörk
A5067299224,1,6.0,0,M.h. Brown
A5067299655,2,77.0,0,Peiying Zhang
A5067352490,3,73.0,1,Kalyan Veeramachaneni
A5067399018,2,1.0,0,Nikolaus Piccolotto
A5067400866,1,119.0,0,Andrea J. Liu
A5067406221,1,18.0,0,Jürgen Pleiss
A5067409217,2,12.0,0,Simon Wildermuth
A5067409391,1,6.0,0,M. Mlejnek
A5067411932,1,39.0,0,Zexian Chen
A5067426492,1,12.0,0,Leslie Carr
A5067436265,1,7.0,0,Bangxin Li
A5067447713,1,353.0,1,Alexander Savelyev
A5067456877,3,189.0,0,Greg Turk
A5067457861,1,27.0,0,Eli Packer
A5067465930,1,4.0,0,B.l. Tierney
A5067525108,1,22.0,0,Harry Li
A5067529252,2,35.0,0,Oliver Van Kaick
A5067567951,1,40.0,0,Leslie Wu
A5067621853,1,49.0,0,Alon Halevy
A5067631224,6,195.0,0,Mike Sips
A5067696548,1,0.0,0,Rebecca Nowak
A5067702248,1,57.0,0,Qiaoan Chen
A5067708245,3,69.0,0,G.m. Nielson
A5067716657,1,3.0,0,Geoffrey P. Bingham
A5067722075,2,183.0,0,Enamul Hoque
A5067734926,1,31.0,0,Natallia Kotava
A5067753398,2,25.0,0,Jianguang Weng
A5067755451,1,15.0,0,William H. Alexander
A5067791733,4,205.0,0,Yasuhiro Takeshima
A5067806552,1,18.0,0,Sanjeev Balakrishnan
A5067806910,1,22.0,0,Brant K. Peterson
A5067811410,2,77.0,0,Haleh Hagh-shenas
A5067812040,1,0.0,0,Walter Fontana
A5067830242,3,16.0,1,Katarína Furmanová
A5067833205,1,3.0,0,Sebastian Cmentowski
A5067836089,1,39.0,0,Haibo Dong
A5067850699,1,4.0,0,Yu‐kun Lai
A5067858887,14,289.0,1,Cindy Xiong
A5067871964,1,3.0,0,Il Hyo Jung
A5067876179,1,41.0,0,R. Kevin Mccabe
A5067882992,1,39.0,0,Areti Manataki
A5067898673,1,17.0,0,John J. Socha
A5067921828,1,0.0,0,K. Voegele
A5067935131,1,8.0,0,Abraham Kupfer
A5067957455,1,32.0,0,Jean-pierre Paris
A5067970551,1,29.0,0,N.d. Gershon
A5067973188,1,58.0,0,Ramsay Dyer
A5068008545,22,1561.0,5,Jessica Hullman
A5068010140,1,70.0,0,Offir Remez
A5068022404,1,8.0,0,Francis Kilian
A5068043486,4,94.0,0,Hanghang Tong
A5068076769,5,197.0,0,Ruediger Westermann
A5068080620,1,5.0,1,Yifan Qian
A5068085968,1,130.0,0,Brandon Heller
A5068088058,1,10.0,0,Stefan Eilemann
A5068097374,1,59.0,0,P. Alliezy
A5068100112,1,78.0,0,Ethan Kerzner
A5068115280,1,8.0,0,Lynette Hirschman
A5068157871,1,18.0,0,Nitesh V. Chawla
A5068161656,3,48.0,0,Layne T. Watson
A5068182445,1,46.0,0,Whitney K. Huang
A5068183954,1,11.0,1,Michael L. Rivera
A5068184256,1,30.0,0,Pedro Szekely
A5068206659,1,1.0,0,Brian Mayer
A5068233377,1,14.0,0,Patrick Degener
A5068236602,1,11.0,0,Michael W. Czabaj
A5068312712,1,37.0,0,Evatt R. Hawkes
A5068325176,1,1.0,0,D. Varnadore
A5068340439,1,1.0,1,Kushin Mukherjee
A5068342498,1,59.0,0,Dan Adams
A5068352067,1,96.0,0,Thomas Grechenig
A5068366580,3,67.0,1,Max Sondag
A5068367960,3,10.0,0,Paul Chapman
A5068372464,1,29.0,0,Claurissa J. Tuttle
A5068373092,3,71.0,0,Thomas Sprenger
A5068397167,1,37.0,0,Andrei Hutanu
A5068399763,1,14.0,0,Thomas Kamps
A5068407611,1,69.0,0,Eric Hoffman
A5068425605,4,261.0,0,T.a. Keahey
A5068438408,1,13.0,0,G. Albertelli
A5068438875,4,136.0,2,William E. Lorensen
A5068490260,1,8.0,0,Yansong Huang
A5068502851,1,23.0,0,Jeremy Millar
A5068526974,22,574.0,1,Yunhai Wang
A5068562407,1,47.0,0,John A. Guerra‐gomez
A5068628473,1,1.0,0,V. Kindratenko
A5068628707,1,70.0,0,Ivan Marušič
A5068634259,1,33.0,0,Joel A. Ferstay
A5068638895,4,80.0,0,H.‐g. Pagendarm
A5068640078,1,103.0,0,Anna Barford
A5068697849,1,79.0,0,D. Weiskopf
A5068712059,1,6.0,0,Andy Mcpherson
A5068726823,1,83.0,0,Dohyung Kim
A5068728742,1,4.0,0,Dwayne R. Westenskow
A5068739413,1,61.0,0,Marcus J. Dostie
A5068745544,1,12.0,0,Kaoji Xu
A5068761590,1,29.0,0,Michael A. Bender
A5068784452,1,56.0,0,Katy Börner
A5068799512,13,1473.0,0,Nathalie Henry Riche
A5068805525,4,185.0,0,Kai Xu
A5068819751,1,56.0,0,Marta Kersten‐oertel
A5068843624,1,32.0,0,Jung‐hong Chuang
A5068887375,1,41.0,1,M. Probst
A5068901197,1,4.0,0,V.l. Jacobson
A5068935138,1,65.0,1,Nanxiang Li
A5068955789,2,49.0,0,Laurent Castanié
A5068987191,1,11.0,1,Marcus O.w. Grimm
A5068995314,2,62.0,0,Yves D. Jean
A5069003426,1,39.0,0,Uli Niemann
A5069020320,1,115.0,0,Julian Stahnke
A5069045598,1,28.0,0,Wolf Spindler
A5069050676,1,3.0,0,A.e. Mynett
A5069058817,1,38.0,0,Xiaoliang Zhao
A5069061531,3,73.0,0,Harsh Bhatia
A5069073490,1,53.0,0,Madelaine Daianu
A5069089076,1,24.0,0,Christophe Lenglet
A5069091804,1,2.0,0,B. Olstad
A5069122334,1,109.0,1,Kori Inkpen
A5069124257,3,27.0,0,Frank Zeilfelder
A5069141892,1,5.0,0,Suting Hong
A5069151044,1,20.0,0,M.f. Webster
A5069169190,1,19.0,0,F. S. Nooruddin
A5069196767,1,2.0,0,Greg Finak
A5069201086,1,62.0,0,Nathan D. Winters
A5069204507,2,38.0,0,Xiaoming Wei
A5069231162,1,8.0,0,A.v. Nelson
A5069232944,3,102.0,1,Søren Knudsen
A5069237103,1,49.0,0,Adam Bradley
A5069238142,1,90.0,0,Hausi Müller
A5069258780,1,81.0,0,Michael Brooks
A5069276789,2,130.0,0,Harinarayan Krishnan
A5069325685,1,0.0,0,K. Morla
A5069345038,1,2.0,0,Peter Cahoon
A5069353502,1,12.0,0,Jianwei Yin
A5069354316,1,26.0,0,W. Heidrich
A5069361331,1,20.0,0,Yun Wang
A5069363449,1,17.0,0,Xumeng Wang
A5069364285,2,33.0,0,Gabriel Mistelbauer
A5069370648,1,70.0,0,Daniel Fink
A5069394495,1,29.0,0,Anushiya Arunan
A5069422375,1,4.0,0,Y. Zhang
A5069428198,2,151.0,0,Peter Kohlmann
A5069432916,1,33.0,0,David Turo
A5069438601,1,264.0,1,Mark Gahegan
A5069465197,1,44.0,0,Paula Pfeifle
A5069520656,1,0.0,0,R.l. Phillips
A5069553149,1,3.0,1,Cullen D. Jackson
A5069561569,2,30.0,0,Natkamon Tovanich
A5069573218,1,12.0,0,Foroozan Daneshzand
A5069593762,2,72.0,1,Eric A. Bier
A5069593831,1,7.0,0,Craig Burton
A5069603364,1,43.0,0,Dmitry A. Storchak
A5069605631,1,32.0,0,David G. C. Hildebrand
A5069607494,3,14.0,0,Kay A. Robbins
A5069623056,1,15.0,0,Senthil Chandrasegaran
A5069654367,1,5.0,0,Yannick Assogba
A5069671253,1,62.0,0,Peter Macko
A5069672953,1,44.0,0,Emanuel Zgraggen
A5069699303,1,14.0,0,Dirk A. Lorenz
A5069708834,1,44.0,0,Volker Klemann
A5069713271,1,87.0,0,Björn Krüger
A5069735203,1,3.0,0,W. Smith
A5069793576,2,641.0,1,V.l. Crow
A5069794837,1,170.0,0,Benjamin Hoover
A5069796262,1,8.0,0,T. Schafhitzel
A5069800147,2,74.0,0,Jiřı́ Hladůvka
A5069807913,1,11.0,0,Jordi Ventosa-molina
A5069812590,1,134.0,1,Jeff Senn
A5069832903,1,8.0,0,P.l. Nunez
A5069853790,3,87.0,0,Doug A. Bowman
A5069861564,2,38.0,0,Koji Koyamada
A5069863105,1,12.0,0,C. Henze
A5069865106,1,6.0,0,Qiangqiang Liu
A5069869295,1,22.0,0,Dawei Cheng
A5069909173,1,9.0,0,Brock A. Wester
A5069909357,1,76.0,0,Sabrina Bresciani
A5069923620,6,163.0,0,Rahul C. Basole
A5069933095,1,3.0,0,Ji‐hee Sung
A5069933365,2,66.0,1,Mengdi Sun
A5069939725,3,52.0,0,Stefan Lindholm
A5069943922,1,0.0,0,Kathleen C. Howell
A5069974313,6,386.0,1,Jonathan Woodring
A5069999967,3,224.0,0,Herbert Edelsbrunner
A5070010340,1,14.0,0,James T. Enns
A5070017368,1,19.0,0,Jason Wiese
A5070054672,1,49.0,0,Bart D. Peters
A5070061774,3,1596.0,2,Kanit Wongsuphasawat
A5070075266,1,6.0,0,Huayuan Ye
A5070100758,4,270.0,0,Yi‐jen Chiang
A5070138738,1,6.0,0,P. Mackerras
A5070145454,1,1.0,0,Viswanath Aluru
A5070145952,1,28.0,0,James Vanderhyde
A5070162998,4,287.0,0,Bernhard Jenny
A5070173161,1,4.0,0,Matthew C. Humphrey
A5070181158,1,40.0,0,Jincheng Jiang
A5070188725,1,47.0,0,Shizhao Sun
A5070235827,1,83.0,0,A. Kyker
A5070284079,2,302.0,0,Bruce H. Thomas
A5070293533,1,45.0,0,G.n. Phillips
A5070297369,1,28.0,0,Trenton C. Pulsipher
A5070324349,1,29.0,0,Adrian Maries
A5070355275,2,43.0,0,S. Stegmaier
A5070362915,1,48.0,0,P. Cotture
A5070375205,1,97.0,0,Junlin Liu
A5070417318,1,1.0,0,X. Wu
A5070420968,1,51.0,0,Angela Mellema
A5070422569,1,1.0,0,Jan Mičan
A5070424474,1,266.0,1,Megan Monroe
A5070427400,2,100.0,0,Tom Bobach
A5070430680,1,134.0,0,Kenney Ng
A5070461768,1,49.0,0,Zhenhua Xu
A5070470137,1,7.0,0,Peter Kochevar
A5070473813,1,18.0,0,Sandra Bringay
A5070476541,1,126.0,0,Eston Schweickart
A5070488104,1,119.0,0,Angelos Chatzimparmpas
A5070490534,1,12.0,0,W. Krueger
A5070551319,3,88.0,0,David M. Krum
A5070554434,1,6.0,1,Minxin Cheng
A5070561741,1,26.0,0,E. Fanea
A5070589478,1,31.0,0,David Santek
A5070654925,1,16.0,0,E.b. Lum
A5070656779,1,61.0,0,M. Ewert
A5070664464,1,266.0,0,Waqas Javed
A5070664467,1,2.0,0,М. Б. Шнеерсон
A5070668582,1,8.0,0,Milo V. Kral
A5070670810,26,1000.0,3,Klaus Mueller
A5070679434,1,2.0,0,Nikolaos Karadimitriou
A5070684680,5,127.0,0,Marcel Worring
A5070761053,1,2.0,0,Sarah Schöttler
A5070772234,1,141.0,0,Dieter W. Fellner
A5070786820,1,53.0,0,Susanne K. Suter
A5070786833,1,9.0,0,R. Mcdermott
A5070809474,1,6.0,0,H.-g. Pagendarm
A5070883643,1,5.0,0,Anas Daghistani
A5070909977,1,55.0,0,Edwin De Jonge
A5070927396,1,20.0,0,Tavi Murray
A5070949080,1,5.0,0,E.m.m. Manders
A5070956346,7,313.0,1,Joshua A. Levine
A5070966718,3,237.0,0,Guy Mélançon
A5070975377,3,118.0,0,James Tompkin
A5070997520,2,167.0,0,Edward L. Robertson
A5071007779,3,57.0,1,Eunyee Koh
A5071052343,2,66.0,0,Boris Jeremić
A5071066797,7,393.0,0,Samuel Huron
A5071070416,1,22.0,0,Ronnel B. King
A5071074745,1,8.0,0,S.k. Law
A5071094223,1,0.0,0,Takayuki Itoh
A5071098711,2,37.0,0,Juri Buchmüller
A5071098748,1,4.0,0,A.e. Kaufman
A5071106803,1,28.0,0,Beresford Ν. Parlett
A5071122261,1,15.0,0,Shantanu Singh
A5071156124,1,19.0,0,Brian Barr
A5071170000,1,6.0,0,Dominik Meier
A5071180150,1,126.0,0,Isaac Dykeman
A5071183334,2,45.0,0,Miguel Á. Otaduy
A5071220385,5,399.0,0,Hans Hagen
A5071234214,4,272.0,0,Camilla Forsell
A5071275461,1,140.0,0,Patrick Fiaux
A5071286871,1,19.0,0,Anja C. Schunke
A5071340641,1,158.0,0,Andreas Lamprecht
A5071356824,8,362.0,0,Aoyu Wu
A5071390048,3,41.0,0,Martin Nöllenburg
A5071409292,2,11.0,0,Yun-hsin Kuo
A5071409576,1,50.0,0,A. Gay
A5071444700,2,99.0,0,Xiangtong Chu
A5071520445,1,19.0,0,M. Hadwiger
A5071520966,1,63.0,1,James L. Helman
A5071523897,1,28.0,0,László Szirmay‐kalos
A5071545016,1,143.0,0,Benjamin Tissoires
A5071560359,11,506.0,2,Ying Zhao
A5071602354,1,12.0,0,Gerald M. Pao
A5071641412,1,2.0,0,Arjun Choudhry
A5071662958,1,32.0,1,Genghuai Bai
A5071681891,12,816.0,3,Aidan Slingsby
A5071682938,1,0.0,0,S.j. Young
A5071706843,1,71.0,0,Tear Marie Green
A5071723951,4,416.0,0,Halldór Janetzko
A5071733793,1,67.0,0,Sasha Schriber
A5071755113,1,427.0,1,Andreas Paepcke
A5071758656,1,15.0,0,Harald Garcke
A5071777317,1,9.0,0,Rongzheng Bian
A5071829277,1,10.0,0,Hee‐joon Bae
A5071837282,1,38.0,0,Davood Rafiei
A5071857918,1,66.0,0,W. De Leeuw
A5071892737,3,48.0,1,Ellen Yi–luen
A5071893913,2,84.0,0,Timothy Major
A5071898071,19,837.0,2,Christoph Garth
A5071922502,1,6.0,0,Marian Talbert
A5071924144,1,32.0,0,Christian Blecha
A5071925791,1,38.0,0,Simone Lenti
A5071936673,1,19.0,0,Tyler Jacks
A5071994103,1,19.0,0,J. M. Jessup
A5072003057,1,4.0,0,E. Bayer
A5072030504,1,3.0,0,R.h. Thibadeau
A5072037690,1,0.0,0,G. Domokos
A5072048687,1,497.0,0,Mark V. Pauly
A5072051036,3,122.0,0,Juhee Bae
A5072067957,1,62.0,0,Paul Issartel
A5072128914,1,23.0,0,Sylvie Ranwez
A5072130557,1,165.0,0,Erik Wistrand
A5072137303,1,7.0,0,Z. Ahmed
A5072140184,1,7.0,0,S. Prohaska
A5072182270,1,0.0,0,T.t. Elvins
A5072183933,1,13.0,0,Christoph Hafemeister
A5072207781,2,111.0,0,Keith Andrews
A5072234144,1,6.0,0,Yuanyang Zhong
A5072242598,1,11.0,0,E. Golin
A5072243347,3,202.0,0,Brian Fisher
A5072249624,1,32.0,0,Lei Shi
A5072259452,2,72.0,0,Matús Straka
A5072277937,2,86.0,0,Chris Rooney
A5072282499,1,69.0,0,Kc Claffy
A5072301014,1,12.0,0,Gordon Woodhull
