author_id,papers,citations,awards,author_name
A5022287420,2,67.0,0,Kasper Dinkla
A5022294742,20,781.0,3,Ivan Viola
A5022302719,1,11.0,0,Kenneth A. Perrine
A5022317482,2,56.0,0,Martijn Tennekes
A5022325828,1,12.0,0,Kevin M. Beason
A5022329659,1,4.0,0,Matthias Miller
A5022341974,2,72.0,1,Emil Axelsson
A5022367904,1,11.0,0,Fariba Khan
A5022380691,2,41.0,0,Guido Tack
A5022402131,1,30.0,0,Jing Jin
A5022409031,1,33.0,0,Dave Murray-rust
A5022425320,1,7.0,0,Bernhard Eberhardt
A5022434539,1,2.0,0,B. Hamann
A5022440000,1,126.0,0,Jovan Popović
A5022443405,1,46.0,0,Fabio Sikansi
A5022467818,2,39.0,0,Ariel Shamir
A5022491430,3,158.0,0,C.t. Silva
A5022513507,1,1.0,0,Théo Jaunet
A5022536373,1,2.0,0,Steven Wood
A5022559447,1,6.0,0,Susanta Routray
A5022563775,1,1.0,0,Willem Jan Knibbe
A5022569906,1,10.0,0,J. Chen
A5022579345,1,11.0,0,Mengtian Guo
A5022585634,3,180.0,1,H. Ribičić
A5022614274,1,94.0,0,B. Moberts
A5022618145,2,65.0,0,David Koop
A5022625791,1,2.0,0,Mingzhe Li
A5022655122,1,0.0,0,Kristína Zákopčanová
A5022661649,1,12.0,0,Chuyi Zhao
A5022674514,1,28.0,0,Chufan Lai
A5022699013,16,1840.0,3,Gennady Andrienko
A5022770371,1,0.0,1,Timothy F. Brady
A5022783388,1,8.0,1,Annemieke Verbraeck
A5022812959,2,130.0,0,Francesca Samsel
A5022820798,1,3.0,1,Magnus Paulson Erga
A5022825349,1,67.0,0,Thomas Rydell
A5022892688,1,1.0,0,María Virginia Sabando
A5022894359,1,59.0,0,Robert A. Lafrance
A5022921031,1,25.0,0,Yaxing Wei
A5022944235,2,52.0,0,Richard Pusch
A5022951041,1,1.0,0,Alexander Mordvintsev
A5022956652,1,25.0,0,D.e. Huber
A5022982409,1,24.0,0,Judith Donath
A5023009584,1,0.0,0,Stephen Kasica
A5023018411,1,26.0,0,A.v. Vilanova Bartroli
A5023019850,1,29.0,0,Nathan Mays
A5023076293,1,96.0,0,Martin Tomitsch
A5023079701,1,59.0,0,Ulrike Pfeil
A5023096291,1,66.0,0,Moritz Ehlke
A5023104640,1,58.0,0,Steven Schlegel
A5023110492,3,243.0,0,Karsten Klein
A5023120167,1,119.0,0,Paul Burchard
A5023182432,1,51.0,0,Waldemar Celes
A5023194796,1,15.0,0,D.a. Lane
A5023208947,1,6.0,0,Steve Pieper
A5023230783,1,53.0,0,Christoph P. E. Zollikofer
A5023234129,1,198.0,1,Michael A. Michaux
A5023238630,1,3.0,0,Nicola Colaninno
A5023243503,1,6.0,0,M. E. Dieckmann
A5023270158,5,197.0,1,Azam Khan
A5023287214,2,58.0,0,Johan Redström
A5023297045,2,74.0,0,Éric Lecolinet
A5023318848,1,6.0,0,F. Gerritsen
A5023329722,1,47.0,0,F. Bendix
A5023335806,1,46.0,0,Felipe S.l.g. Duarte
A5023373846,1,114.0,1,Britta Weber
A5023392600,4,127.0,1,Theophanis Tsandilas
A5023421968,1,28.0,0,Hidenori Higashida
A5023433075,1,107.0,0,Henrik Korsgaard
A5023480113,1,15.0,0,J. Van Wijk
A5023487102,1,72.0,0,Kerry Rodden
A5023495279,1,206.0,0,Ramesh Raskar
A5023504536,1,0.0,0,E. Grosse
A5023510398,1,10.0,0,R.d. Bergeron
A5023511994,2,119.0,0,A. Johannes Pretorius
A5023536951,1,15.0,0,Rob Macleod
A5023541811,1,53.0,0,Bram Platel
A5023554677,1,3.0,0,Yash Prakash
A5023558209,8,270.0,0,Xinhuan Shu
A5023595353,2,15.0,0,Ming-hoe Kiu
A5023623172,3,97.0,0,Barrett Ens
A5023631793,5,113.0,0,Rainer Splechtna
A5023658866,1,70.0,0,Marco Jenny
A5023678337,1,15.0,0,A. Just
A5023685974,3,56.0,0,W. Freiler
A5023702983,1,25.0,0,Adam Bodnar
A5023711681,9,382.0,0,Frits H. Post
A5023736119,1,20.0,0,Edward J. Coyle
A5023762861,2,72.0,0,R.m. Rohrer
A5023806511,1,29.0,0,Wei Chen
A5023823294,1,29.0,0,Yumeng Hou
A5023825669,1,48.0,0,Acar Tamersoy
A5023826409,1,28.0,0,Tim Biedert
A5023834862,1,4.0,0,Alan M. Shih
A5023853044,1,34.0,0,Daniel Angus
A5023863402,1,3.0,1,Max Piochowiak
A5023868486,2,73.0,0,Anne Mai Wassermann
A5023881736,1,20.0,0,Srikanth Kandula
A5023888935,3,158.0,1,Yanna Lin
A5023925931,1,73.0,0,Anthony K. H. Tung
A5023931434,1,84.0,0,Katherine Mcdonough
A5023953972,1,2.0,1,Christian Frisson
A5023967912,1,7.0,0,H.-c. Hege
A5023994860,1,89.0,1,Youssef S. G. Nashed
A5024027818,1,14.0,0,Paola Parente
A5024030009,1,17.0,0,K. Mueller
A5024038761,1,0.0,0,Daham Kim
A5024055519,1,18.0,0,O.j. Espinosa
A5024059541,9,756.0,2,Panpan Xu
A5024074640,11,681.0,0,Alexandru Telea
A5024082845,1,5.0,0,Peter M. A. Van Ooijen
A5024107841,1,11.0,0,F. Schramm
A5024135995,2,70.0,0,I.w. Griffiths
A5024186179,1,15.0,0,Duong B. Nguyen
A5024197313,1,14.0,0,Martin Röhlig
A5024208170,1,0.0,0,A.j. Bladek
A5024222438,3,51.0,0,Thomas Baudel
A5024254029,1,19.0,0,Laurent Condat
A5024259010,2,101.0,0,Joel Daniels
A5024261564,1,21.0,0,Saeed Boorboor
A5024269875,1,39.0,0,Yahui Zhao
A5024270237,1,136.0,0,T.d. Wang
A5024274005,1,32.0,0,A. Frank
A5024280655,1,44.0,0,Rebecca Dreezer
A5024296783,1,26.0,0,Crystal Ju
A5024298278,1,4.0,0,Xiangmin Zhou
A5024303436,1,41.0,0,Florian Grassinger
A5024349334,6,290.0,1,Alexander Wiebel
A5024369374,1,19.0,0,Johannes Landstorfer
A5024374419,2,18.0,0,Ievgeniia Gutenko
A5024377336,4,180.0,1,Narges Mahyar
A5024378087,1,7.0,0,S. Bryson
A5024392920,1,36.0,1,Michael Marschollek
A5024409647,1,70.0,1,Ashley Rye Yauilla
A5024427655,2,226.0,0,Stéfan Müller Arisona
A5024451201,1,0.0,0,Fan Yang
A5024505700,1,209.0,0,Fosca Giannotti
A5024524412,2,16.0,0,Zhongsu Luo
A5024547678,1,59.0,0,B. R. Duffy
A5024565069,1,38.0,0,Marco Angelini
A5024566083,1,8.0,0,J. Winterkamp
A5024572030,1,142.0,1,Jerry Alan Fails
A5024575129,1,12.0,0,Guangchen Ruan
A5024587973,1,10.0,0,S. Bradshaw
A5024606205,7,603.0,0,Michael Garland
A5024608725,2,29.0,0,Sarang Lakare
A5024614585,4,126.0,0,Jonas Lukasczyk
A5024616528,1,11.0,0,Rajagopalan Srinivasan
A5024629459,1,64.0,0,A. L. Levin
A5024656281,2,105.0,0,A. Kaufman
A5024674943,1,13.0,0,Simon Sündermann
A5024680936,1,16.0,0,Howard D. Wactlar
A5024683903,3,18.0,0,Andreas Walch
A5024684220,1,19.0,0,Jorge Estrada
A5024698239,3,113.0,1,Ming-yuen Chan
A5024706967,2,200.0,0,Christian Rohrdantz
A5024713647,1,0.0,0,D.a. Prawel
A5024723024,1,4.0,0,T.j. Hallman
A5024742201,1,6.0,0,Yongqun He
A5024750744,2,46.0,0,Christian Tietjen
A5024759728,1,15.0,0,Okan Irfanoglu
A5024772683,1,5.0,0,Nicolas Kruchten
A5024793839,2,184.0,0,Jens Krüger
A5024801102,1,208.0,0,Margaret L. Satterthwaite
A5024808709,1,24.0,0,Ahmad Abusalah
A5024811084,1,12.0,0,Anthony S. Wexler
A5024828673,1,2.0,0,Roseann Bongiovanni
A5024853912,1,5.0,0,D.l. Brittain
A5024857997,2,87.0,0,Stefan Röttger
A5024860629,30,2025.0,6,Petra Isenberg
A5024876563,1,10.0,0,Victor M. Calo
A5024898168,2,321.0,1,Salvatore Rinzivillo
A5024942883,1,61.0,0,T. Kaseda
A5024958858,1,19.0,0,P Plath
A5024970295,1,44.0,0,Guozhong Zhuang
A5024974144,1,1.0,0,Dereth Drake
A5024988092,1,0.0,0,B.k. Choi
A5025010152,1,67.0,0,Kimani C. Toussaint
A5025011911,1,42.0,0,Xinhai Wei
A5025071606,2,40.0,0,Jacob Ritchie
A5025082043,2,118.0,0,Roy A. Ruddle
A5025089950,1,175.0,0,L. Tancau
A5025111807,1,1.0,0,R. Kulkarni
A5025118710,1,47.0,0,Jian–guang Lou
A5025147185,2,51.0,1,Christopher Morris
A5025152279,1,8.0,0,Sérgio M. Marques
A5025165533,1,62.0,0,Zhitao Hou
A5025188737,1,32.0,0,Yashwanthi Anand
A5025192930,1,2.0,0,A. Pommert
A5025194066,1,22.0,0,Zsolt Horváth
A5025200450,1,19.0,0,Guillaume Colin De Verdière
A5025243341,2,26.0,1,Qi Sun
A5025259879,1,335.0,0,Aditya Kalro
A5025269831,1,48.0,0,Christine Kha Tang
A5025279788,1,13.0,0,Feng Dong
A5025282221,1,162.0,0,Stephen C. Wehrend
A5025297422,5,814.0,0,Huub Van De Wetering
A5025307131,2,73.0,1,Wai Tong
A5025312015,5,77.0,1,Lukas Mroz
A5025331216,2,104.0,0,Margit Pohl
A5025332800,1,58.0,0,Corrado Calı
A5025335404,1,9.0,0,Yang Zhou
A5025345988,1,14.0,0,Július Parulek
A5025354167,1,20.0,0,Tamal K. Dey
A5025376488,2,40.0,0,Francine Chen
A5025397194,6,160.0,1,Alexander Böck
A5025399630,1,39.0,0,Christina Stoiber
A5025404277,1,16.0,0,Goethem Arthur Van
A5025409200,3,41.0,1,Racquel Fygenson
A5025416155,2,62.0,0,Vikram Aggarwal
A5025418746,1,3.0,0,Alexandra Friedrich
A5025425554,2,2.0,0,Günther Nürnberger
A5025431592,1,13.0,0,Jay Koven
A5025433401,1,3.0,0,W. Anderson
A5025447593,1,159.0,0,T. A. Lasinski
A5025485089,7,482.0,1,Won‐ki Jeong
A5025493812,1,0.0,0,R.e. Jennings
A5025506737,1,46.0,0,Gopal Pingali
A5025524753,1,41.0,0,C.j. Botha
A5025533535,1,134.0,0,Eric T. Ahrens
A5025567094,4,348.0,0,Ke Xu
A5025591478,1,21.0,0,Shreeraj Jadhav
A5025602204,1,32.0,1,Luhao Ge
A5025609991,1,52.0,0,Nicolas Ray
A5025616122,3,407.0,0,Thorsten May
A5025624671,1,53.0,0,Lin Yan
A5025635776,1,61.0,0,Eveline H. J. Mestrom
A5025645412,1,15.0,0,Don Bailey
A5025651670,1,5.0,0,Marilina Betrò
A5025653234,1,21.0,0,Susan M. Mniszewski
A5025659588,1,288.0,0,Aleks Aris
A5025660411,2,66.0,0,Patrick Köthur
A5025664174,1,1.0,0,Indranil Chakravarty
A5025675252,1,44.0,0,Tianyu Gu
A5025726915,1,39.0,0,Elke A. Rundensteiner
A5025754478,4,426.0,1,Mohammad Ghoniem
A5025762480,3,197.0,1,Tanja Blascheck
A5025784757,2,43.0,1,Hsiang‐yun Wu
A5025799993,4,143.0,0,Thomas Kapler
A5025899028,1,33.0,0,Benjamin J. Raphael
A5025926953,1,14.0,0,M. Korkusinski
A5025932358,1,4.0,0,M.m. Oliveira
A5025940312,1,41.0,0,Reinhard Sainitzer
A5025965660,1,38.0,0,Yuxuan Hou
A5025974897,1,6.0,0,J.j. Van Wijk
A5025997249,2,200.0,0,Liran Carmel
A5026009557,1,18.0,0,Kedar Shrikhande
A5026052680,1,28.0,0,Naren Ramakrishan
A5026059050,1,26.0,0,Qisen Yang
A5026074051,11,128.0,0,Eugene Zhang
A5026087865,1,6.0,0,Junyong Noh
A5026092541,2,44.0,0,Thomas Auzinger
A5026123984,1,5.0,0,C. Thornborrow
A5026127661,3,148.0,0,Haipeng Zeng
A5026168274,1,33.0,0,Ab Mosca
A5026169371,1,72.0,0,D. Sinclair
A5026171056,1,39.0,0,Tatiana Losev
A5026193206,3,38.0,0,Suphanut Jamonnak
A5026198819,1,11.0,0,Mitchell Gordon
A5026203914,1,16.0,0,Seungmin Jin
A5026211955,2,70.0,0,Xenophon Papademetris
A5026225197,1,4.0,0,W.e. Johnston
A5026243783,3,95.0,0,Jiang Wu
A5026249491,1,14.0,0,A. Vilanova Bartrolí
A5026258275,1,28.0,0,Jiaxin Bai
A5026296265,3,283.0,0,Matthias Kraus
A5026341297,1,10.0,0,Philip J. Kilner
A5026357260,5,78.0,1,Carsten Dachsbacher
A5026372666,1,3.0,0,J.l. Montine
A5026376235,9,333.0,0,Xiaojuan Ma
A5026380797,1,17.0,0,Xiaoran Yan
A5026383442,1,119.0,0,Kostiantyn Kucher
A5026391994,1,156.0,0,G. Cantareiro
A5026457914,1,7.0,0,E. Shoop
A5026497646,1,69.0,0,Dong-han Ham
A5026500248,1,8.0,0,Jens‐peter Kreiß
A5026533187,1,25.0,0,Jingshan Pan
A5026540573,1,0.0,0,Huisi Wu
A5026549128,2,155.0,0,Kristin Divis
A5026558668,1,16.0,0,Mark Sifer
A5026610704,1,34.0,0,Dominik Meyer
A5026632459,1,32.0,0,Woohyuk Choi
A5026652846,1,5.0,0,Konrad Schönborn
A5026657166,1,15.0,0,R. Westermann
A5026657654,2,54.0,0,David J. Cowperthwaite
A5026659841,1,353.0,1,Justine I. Blanford
A5026701284,1,7.0,0,Jonathan M. Scott
A5026701677,1,18.0,0,D. Bielser
A5026703356,1,168.0,0,Jim Jeffers
A5026742436,1,12.0,0,Rushil Anirudh
A5026778543,1,6.0,0,Wojciech Burakiewicz
A5026787396,1,37.0,0,Lihua Hao
A5026789962,3,379.0,1,Sebastian Gehrmann
A5026799813,23,1195.0,0,Ross Maciejewski
A5026801564,2,72.0,0,Alexandra La Cruz
A5026838436,1,2.0,1,Oliver Kreylos
A5026923999,2,56.0,0,Mourad Ouzzani
A5026932575,2,15.0,0,Naim Alper
A5026933325,1,7.0,0,Dogan Demir
A5026944579,2,5.0,0,C. Mandal
A5026961816,2,254.0,0,Harry Stavropoulos
A5026966155,1,2.0,0,Quanxue Guan
A5026971062,2,475.0,0,Alan Dix
A5026981652,1,18.0,0,B. Rosenburg
A5026986610,1,156.0,1,Priti Shah
A5026988709,1,10.0,0,O. Sadowsky
A5027006702,1,15.0,0,C.t. Silva
A5027008015,1,14.0,0,Daniel Shapiro
A5027014298,1,353.0,1,Anuj Jaiswal
A5027037970,1,14.0,0,Georg Meyer
A5027045308,2,31.0,0,Marie Desjardins
A5027046322,1,40.0,0,Douglas C. Montgomery
A5027064195,1,16.0,0,F. N. Alyea
A5027086575,1,0.0,0,D.g. Tilley
A5027113883,1,50.0,0,Lesley Brankin
A5027120705,2,75.0,0,Paola Magillo
A5027121558,1,6.0,0,Dirk Meetschen
A5027125468,2,79.0,0,Michael Riemer
A5027128729,1,22.0,0,Igor Guskov
A5027132236,1,134.0,0,Russell E. Jacobs
A5027138169,1,3.0,0,Konrad Polthier
A5027156356,1,36.0,1,Ute Schmid
A5027158215,1,20.0,0,Russell A. Lankenau
A5027219758,2,68.0,0,J. Allen Crow
A5027273230,1,155.0,0,Werner Stuetzle
A5027277768,1,11.0,0,F. Dierich
A5027284423,1,58.0,0,E. Jurrus
A5027308198,1,3.0,0,Andre Waschk
A5027313375,2,14.0,2,Xingdi Zhang
A5027313464,5,198.0,1,Joachim Giesen
A5027334086,1,8.0,0,Andrea Pinceti
A5027360301,1,53.0,0,Ellen Gasparovic
A5027360874,2,99.0,0,Çağatay Demiralp
A5027362873,1,12.0,0,C.t. Silva
A5027381129,1,7.0,0,Dong Feng
A5027385475,1,46.0,0,Frederik Seiffert
A5027402595,1,1.0,0,Sören Döring
A5027462416,2,99.0,1,Shamkant B. Navathe
A5027478975,1,30.0,0,T.s. Gieng
A5027513612,1,14.0,0,‪julia Docampo-sánchez‬
A5027522481,1,5.0,1,Rebecca Mackenzie
A5027526258,2,26.0,1,Iran R. Roman
A5027548665,2,147.0,0,Bongwon Suh
A5027557042,1,15.0,0,Artem R. Oganov
A5027583201,1,13.0,0,Raoul Hopf
A5027589311,1,107.0,0,Steven Houben
A5027616607,1,113.0,0,Xuedi Qin
A5027626829,1,29.0,0,Wei Wu
A5027659574,1,40.0,0,Si Qin
A5027671723,3,194.0,0,Kun Zhou
A5027673731,3,150.0,0,Alexander Rind
A5027686327,1,37.0,0,Jörg Peters
A5027744612,1,102.0,0,Insoo Woo
A5027783320,1,5.0,0,Junbong Jang
A5027812149,1,51.0,0,Simone Diniz Junqueira Barbosa
A5027836272,5,270.0,0,Marc Rautenhaus
A5027852213,5,108.0,0,Lars Linsen
A5027857474,1,1.0,0,J. X. Prochaska
A5027859763,1,8.0,0,Mehak Sachdeva
A5027862555,4,194.0,0,David Günther
A5027874724,1,32.0,0,Dana Higgins
A5027883388,1,2.0,0,T.m. Morrow
A5027901813,1,17.0,0,Runfei Li
A5027915931,1,12.0,0,Benno Stein
A5027918086,1,2.0,0,Jack Nichols
A5027927334,1,8.0,0,James J. O’brien
A5027930191,1,4.0,0,Zeyuan Huang
A5027968724,1,3.0,0,Dr Stephen Maxwell
A5027973658,1,276.0,1,José Alberto Cuminato
A5027987466,1,1.0,0,B.g. Wilde
A5027999909,1,20.0,0,Jennis Meyer‐spradow
A5028009047,1,170.0,0,Nicolas Riche
A5028012490,1,28.0,0,Michael Schäfers
A5028020405,1,83.0,0,V.w. Lee
A5028028246,4,45.0,0,Thomas Müller
A5028032741,1,53.0,0,Sunil Hadap
A5028035164,1,4.0,0,Sang-cheol Seok
A5028074195,2,44.0,0,Michael Griebel
A5028090225,1,16.0,0,Jordan Swartz
A5028105754,1,27.0,0,W.e. Lorensen
A5028110202,1,94.0,0,Yingchaojie Feng
A5028111343,3,103.0,0,Krishna Chaitanya Gurijala
A5028115021,1,8.0,0,A. Kaufman
A5028118323,3,146.0,0,Lyndsey Franklin
A5028120148,3,112.0,0,Dilip Mathew Thomas
A5028125399,7,707.0,0,Ed H.
A5028145840,1,5.0,0,Sepideh Chakaveh
A5028230846,1,503.0,0,Chongxuan Li
A5028237720,4,311.0,0,Teng‐yok Lee
A5028264773,1,61.0,1,Shaun D. Jackman
A5028265195,3,92.0,0,Andrea Unger
A5028328053,5,286.0,1,Alfie Abdul‐rahman
A5028354772,1,7.0,0,K.i. Joy
A5028355998,1,130.0,0,D. Selassie
A5028357447,4,288.0,1,John Riedl
A5028376903,1,111.0,0,Andrew Cunningham
A5028391969,2,30.0,0,John Kolojejchick
A5028406899,1,217.0,0,Piero Molino
A5028439227,2,90.0,0,Yinqi Sun
A5028447826,1,97.0,0,Nick Drew
A5028448267,1,11.0,0,David R. Karger
A5028448431,1,0.0,0,Sebastian Weiß
A5028461567,1,7.0,0,K. Koyamada
A5028506925,1,19.0,0,Liangge Hsu
A5028513822,4,626.0,2,Andreas Stoffel
A5028515568,2,6.0,0,M.j. Bailey
A5028521082,2,142.0,0,J.p.m. Hultquist
A5028521537,1,0.0,0,Hongyan Li
A5028521832,1,42.0,0,C. Silva
A5028529600,1,39.0,0,W. Brent Seales
A5028531367,4,144.0,0,David Rogers
A5028576402,1,7.0,0,M. Friedell
A5028583853,1,168.0,0,Johannes Günther
A5028626524,1,38.0,0,Paul Ning
A5028646122,2,89.0,0,Bryan Chan
A5028650489,1,10.0,0,Rumi Hiraga
A5028658741,1,30.0,0,Rishi Vanukuru
A5028659844,3,4.0,1,Mathieu Pont
A5028740118,1,62.0,0,David Sprague
A5028768474,1,28.0,0,Benjamin Mora
A5028781666,4,153.0,0,Mark W. Jones
A5028786756,1,47.0,0,Maxim Makhinya
A5028789964,1,9.0,0,Yuriy Brun
A5028792406,1,65.0,0,Tatiana Tekušová
A5028793315,1,169.0,0,Dimitris Mitsouras
A5028810096,1,10.0,0,H. Barbach
A5028841214,2,150.0,0,Simon Premože
A5028843823,1,217.0,0,Lezhi Li
A5028853183,1,23.0,0,Praveen Kumar Reddy Ojili
A5028868240,1,47.0,0,Philipp Schlegel
A5028885392,1,10.0,0,J.s. Rowlan
A5028885566,3,219.0,0,Tobias Höllerer
A5028906205,2,121.0,0,David F. Wiley
A5028908532,1,0.0,0,R. Kulkarni
A5028945768,1,18.0,0,Hansjörg Schmauder
A5028969710,1,103.0,0,Remo Burkhard
A5028974723,1,81.0,0,Reinhard Klein
A5028982390,3,139.0,0,David Kao
A5028995506,1,0.0,0,Lisanne V. Van Dijk
A5028998272,1,82.0,1,Shubham Mehta
A5029002380,1,96.0,0,Christoph Wimmer
A5029074262,1,8.0,0,Olav Lenz
A5029076777,2,51.0,0,Jörg Finger
A5029084614,2,84.0,0,Rick Walker
A5029090764,1,18.0,0,Guy-warwick Evans
A5029096599,1,22.0,0,John Crowe
A5029127355,1,5.0,0,P.c. Buijs
A5029161249,1,16.0,0,C. Williams
A5029166028,1,5.0,0,Marta Koć‐januchta
A5029171090,1,2.0,0,B. C. Kaplan
A5029173221,4,273.0,0,Davide Ceneda
A5029205068,1,50.0,0,Greg Banecki
A5029224773,1,50.0,0,Seymour Knowles-barley
A5029235009,2,111.0,0,João L. D. Comba
A5029283960,1,5.0,0,Allan R. Wilks
A5029293755,1,29.0,0,Heike Lorenz
A5029305643,1,3.0,0,J.j. Van Wijk
A5029317616,5,632.0,1,Jorge Poco
A5029336209,25,938.0,1,Gerik Scheuermann
A5029345382,2,33.0,1,Moqi He
A5029374376,2,141.0,0,Haim Levkowitz
A5029379745,1,39.0,0,Sagar Buch
A5029385029,1,5.0,0,D.a. Lane
A5029399661,2,160.0,0,Peihong Guo
A5029403462,1,0.0,0,Lisa M. Sobierajski
A5029417016,8,219.0,2,Lace Padilla
A5029437914,1,12.0,0,Simon Urbanek
A5029463759,2,141.0,0,Anthony J. Sherbondy
A5029476039,4,166.0,0,Alan H. Barr
A5029495631,2,52.0,0,Mitchell Chen
A5029499960,1,9.0,0,S. Ken
A5029506224,5,237.0,0,Yafeng Lu
A5029516239,1,95.0,0,Xin Li
A5029588473,1,75.0,0,Jundong Li
A5029613832,5,149.0,0,Frans M. Vos
A5029615266,1,31.0,0,S.m.f. Treavett
A5029621326,22,1422.0,1,Rüdiger Westermann
A5029628813,1,79.0,0,Erdem Kaya
A5029654352,1,6.0,0,Behrooz Kamgar-parsi
A5029660064,1,14.0,0,Dennis Jen
A5029714731,1,1.0,0,Jeffrey Riedmiller
A5029758092,1,1.0,0,Ouxun Jiang
A5029771386,1,122.0,0,Jorge Wagner
A5029790391,1,6.0,0,Chunggi Lee
A5029812935,1,24.0,0,Ethan Perry
A5029815396,20,736.0,3,Fanny Chevalier
A5029818256,9,501.0,0,Helmut Doleisch
A5029839417,1,36.0,0,Christoph Schär
A5029864677,3,206.0,0,Jeff Klingner
A5029865870,1,134.0,1,P.j. Stroffolino
A5029891014,1,37.0,0,Eileen Vote
A5029924721,2,208.0,0,Bireswar Laha
A5029956777,2,47.0,0,Wim C. De Leeuw
A5029960085,1,0.0,0,B.f. Kim
A5030043185,1,9.0,0,Bob Baddeley
A5030050956,1,41.0,0,Todd Plessel
A5030062789,1,13.0,0,R.v. Klassen
A5030066648,7,454.0,0,Jens Schneider
A5030083928,1,3.0,0,M. Mckenna
A5030084361,10,1164.0,1,Catherine Plaisant
A5030102646,1,57.0,0,James D. Weber
A5030139366,8,452.0,1,W. J. Schroeder
A5030146315,1,2.0,0,Zoltan Maliga
A5030148225,3,79.0,0,Luke S. Snyder
A5030165309,1,46.0,0,Francisco M. Fatore
A5030169430,1,18.0,0,John E. West
A5030179454,19,981.0,1,David H. Laidlaw
A5030187840,2,99.0,0,Jim Davies
A5030208731,1,14.0,0,Dieter Hönigmann
A5030219659,2,89.0,1,Steve Bryson
A5030234652,1,8.0,0,Jiafa Qin
A5030239592,1,16.0,0,Chuan Bu
A5030265440,1,17.0,0,A. Pernicks
A5030293383,3,131.0,0,Oliver Beuing
A5030293804,5,133.0,1,Maoyuan Sun
A5030329460,2,19.0,0,Minjeong Shin
A5030334093,2,85.0,0,B. Heckel
A5030346871,1,6.0,0,Anna Eschenbacher
A5030359278,1,2.0,1,Filip Opálený
A5030373337,1,0.0,0,Scott Klasky
A5030384394,13,669.0,0,Pak Chung Wong
A5030429587,1,3.0,0,Jinlu Yu
A5030439152,12,684.0,1,Ronald Peikert
A5030467884,1,69.0,0,Bill Fenner
A5030485512,2,198.0,0,Paul Navrátil
A5030558597,1,0.0,0,Carmen Hull
A5030567814,1,10.0,0,Majid Behravan
A5030586741,1,37.0,0,Jason F. Shepherd
A5030588495,1,5.0,0,A.e. Visser
A5030604423,1,11.0,0,Jin Chai
A5030624924,1,22.0,0,David Fyfe
A5030626594,1,63.0,0,Angela H. Depace
A5030674376,1,18.0,0,Doug Kimelman
A5030681323,2,42.0,0,Rostislav Khlebnikov
A5030688487,2,26.0,1,Erik C. Nisbet
A5030703335,18,369.0,0,Andrew J. Hanson
A5030705917,1,39.0,0,Bridget Moynihan
A5030710520,1,32.0,0,Mayya Komisarchik
A5030758481,1,1.0,0,Austin H. Patton
A5030815730,1,15.0,0,Martin Brady
A5030816529,1,6.0,0,Loann Giovannangeli
A5030823954,5,296.0,0,David Ellsworth
A5030844022,1,6.0,0,Hyunggoog Seo
A5030890781,5,148.0,0,Jürgen Waser
A5030896164,6,307.0,0,Chandrajit Bajaj
A5030897241,1,12.0,0,Jacques Élion
A5030913654,1,0.0,0,Robert Barnes
A5030916818,2,6.0,1,Astrid Van Den Brandt
A5030947682,1,4.0,0,Paul Van Der Corput
A5030947996,1,17.0,0,R.j. Moorhead
A5030963153,1,46.0,0,Russell S. Harmon
A5030967328,1,36.0,0,John Reppy
A5030968176,1,14.0,0,Frank Krüger
A5030975812,3,106.0,0,Mueller Klaus
A5031005751,1,45.0,0,Guia Gali
A5031011577,1,8.0,0,Richard B. Mitchell
A5031014013,1,30.0,0,Kenichi Yoshida
A5031027560,1,25.0,0,Nathan Gossett
A5031030297,1,11.0,0,Pasindu Tennakoon
A5031038591,1,0.0,0,C. Small
A5031047896,1,27.0,0,Vinod Anupam
A5031054371,1,3.0,0,Ben Swallow
A5031057530,15,3030.0,5,Alexander Lex
A5031059601,3,82.0,1,Jen‐ping Chen
A5031082206,4,273.0,0,Tai‐quan Peng
A5031117535,7,473.0,1,Yarden Livnat
A5031138186,3,72.0,1,David Kouřil
A5031152171,1,4.0,0,D.w. Robertson
A5031154480,1,8.0,1,Di Yang
A5031166875,1,25.0,0,Wolfgang Kienreich
A5031175155,2,2.0,1,Dawar Khan
A5031186288,1,57.0,0,Thomas J. Overbye
A5031195074,1,8.0,0,F. Grave
A5031218830,3,384.0,0,Mahsa Mirzargar
A5031222275,2,92.0,0,Gokul Varadhan
A5031223627,1,1.0,0,P. Hsu
A5031236945,1,51.0,0,Denis Kalkofen
A5031246877,2,10.0,0,Andrew H. Stevens
A5031259393,1,22.0,0,J. F. Bingert
A5031288407,1,28.0,0,Krishna M. Roskin
A5031297466,3,45.0,1,João Rulff
A5031309249,1,206.0,0,Ben Scales
A5031309490,6,170.0,0,Peter Hastreiter
A5031353585,2,8.0,1,Florian Wetzels
A5031355567,1,591.0,0,Mark Miller
A5031398497,2,26.0,1,Juan Pablo Bello
A5031400973,1,24.0,0,Johanna D. Moore
A5031430479,1,32.0,0,Rimma V. Nehme
A5031431096,1,33.0,0,Trevor M. O’brien
A5031432252,1,15.0,0,Allen Van Gelder
A5031483176,2,6.0,1,Huyen N. Nguyen
A5031490866,4,580.0,1,C. Montani
A5031490906,2,20.0,0,Yiwen Zhong
A5031512976,1,2.0,0,J. Hahn
A5031570473,10,405.0,0,Robert S. Laramee
A5031580177,2,13.0,0,R.d. Bergeron
A5031596501,9,285.0,0,Rita Borgo
A5031598846,2,59.0,0,Carlos A. Dietrich
A5031659894,4,233.0,0,Lujin Wang
