work_id,author_id,author_position,author_display_name,affiliation_raw,institutions_openalex_ids,institutions_names,institutions_country_codes,institutions_ror,from_openalex
10.1109/tvcg.2011.185,A5005322254,1,M. G. Bostock,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2011.185,A5091278432,2,V. Ogievetsky,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2011.185,A5090570042,3,Jeffrey Heer,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2014.2346248,A5031057530,1,Alexander Lex,,"[""I136199984""]","[""Harvard University""]","[""US""]","[""https://ror.org/03vek6s52""]",True
10.1109/tvcg.2014.2346248,A5066335313,2,Nils Gehlenborg,,"[""I136199984""]","[""Harvard University""]","[""US""]","[""https://ror.org/03vek6s52""]",True
10.1109/tvcg.2014.2346248,A5084459196,3,Hendrik Strobelt,,"[""I136199984""]","[""Harvard University""]","[""US""]","[""https://ror.org/03vek6s52""]",True
10.1109/tvcg.2014.2346248,A5005306821,4,Romain Vuillemot,,"[""I136199984""]","[""Harvard University""]","[""US""]","[""https://ror.org/03vek6s52""]",True
10.1109/tvcg.2014.2346248,A5043151044,5,Hanspeter Pfister,,"[""I136199984""]","[""Harvard University""]","[""US""]","[""https://ror.org/03vek6s52""]",True
10.1109/tvcg.2010.179,A5037053327,1,Edward Segel,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2010.179,A5090570042,2,Jeffrey Heer,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2006.147,A5043973007,1,Danny Holten,,"[""I83019370""]","[""Eindhoven University of Technology""]","[""NL""]","[""https://ror.org/02c2kyt77""]",True
10.1109/tvcg.2007.70515,A5053349373,1,Ji Soo Yi,,"[""I130701444""]","[""Georgia Institute of Technology""]","[""US""]","[""https://ror.org/01zkghx44""]",True
10.1109/tvcg.2007.70515,A5088085186,2,Younah Kang,,"[""I130701444""]","[""Georgia Institute of Technology""]","[""US""]","[""https://ror.org/01zkghx44""]",True
10.1109/tvcg.2007.70515,A5082668404,3,John Stasko,,"[""I130701444""]","[""Georgia Institute of Technology""]","[""US""]","[""https://ror.org/01zkghx44""]",True
10.1109/tvcg.2007.70515,A5114256927,4,Julie A. Jacko,,"[""I130701444"", ""I2802612298""]","[""Georgia Institute of Technology"", ""The Wallace H. Coulter Department of Biomedical Engineering""]","[""US"", ""US""]","[""https://ror.org/01zkghx44"", ""https://ror.org/02j15s898""]",True
10.1109/tvcg.2009.111,A5079916657,1,Tamara Munzner,,"[""I141945490""]","[""University of British Columbia""]","[""CA""]","[""https://ror.org/03rmrcq20""]",True
10.1109/tvcg.2016.2599030,A5077783676,1,Arvind Satyanarayan,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2016.2599030,A5006087928,2,Dominik Moritz,,"[""I201448701""]","[""University of Washington""]","[""US""]","[""https://ror.org/00cvxb145""]",True
10.1109/tvcg.2016.2599030,A5070061774,3,Kanit Wongsuphasawat,,"[""I201448701""]","[""University of Washington""]","[""US""]","[""https://ror.org/00cvxb145""]",True
10.1109/tvcg.2016.2599030,A5090570042,4,Jeffrey Heer,,"[""I201448701""]","[""University of Washington""]","[""US""]","[""https://ror.org/00cvxb145""]",True
10.1109/tvcg.2012.213,A5037110552,1,Michael Sedlmair,,"[""I141945490""]","[""University of British Columbia""]","[""CA""]","[""https://ror.org/03rmrcq20""]",True
10.1109/tvcg.2012.213,A5008627422,2,Miriah Meyer,,"[""I223532165""]","[""University of Utah""]","[""US""]","[""https://ror.org/03r0ha626""]",True
10.1109/tvcg.2012.213,A5079916657,3,Tamara Munzner,,"[""I141945490""]","[""University of British Columbia""]","[""CA""]","[""https://ror.org/03rmrcq20""]",True
10.1109/tvcg.2013.124,A5104038125,1,Matthew Brehmer,,"[""I141945490""]","[""University of British Columbia""]","[""CA""]","[""https://ror.org/03rmrcq20""]",True
10.1109/tvcg.2013.124,A5079916657,2,Tamara Munzner,,"[""I141945490""]","[""University of British Columbia""]","[""CA""]","[""https://ror.org/03rmrcq20""]",True
10.1109/tvcg.2007.70577,A5059594867,1,Fernanda Viégas,,"[""I1341412227""]","[""IBM (United States)""]","[""US""]","[""https://ror.org/05hh8d621""]",True
10.1109/tvcg.2007.70577,A5039276358,2,Martin Wattenberg,,"[""I1341412227""]","[""IBM (United States)""]","[""US""]","[""https://ror.org/05hh8d621""]",True
10.1109/tvcg.2007.70577,A5076532363,3,Frank van Ham,,"[""I1341412227""]","[""IBM (United States)""]","[""US""]","[""https://ror.org/05hh8d621""]",True
10.1109/tvcg.2007.70577,A5076584054,4,Jesse Kriss,,"[""I1341412227""]","[""IBM (United States)""]","[""US""]","[""https://ror.org/05hh8d621""]",True
10.1109/tvcg.2007.70577,A5103711055,5,Matt McKeon,,"[""I1341412227""]","[""IBM (United States)""]","[""US""]","[""https://ror.org/05hh8d621""]",True
10.1109/tvcg.2014.2346458,A5085342992,1,Peter Lindström,,"[""I1282311441""]","[""Lawrence Livermore National Laboratory""]","[""US""]","[""https://ror.org/041nk4h53""]",True
10.1109/visual.1991.175815,A5109559450,1,B. Johnson,,"[""I66946132""]","[""University of Maryland, College Park""]","[""US""]","[""https://ror.org/047s2c258""]",True
10.1109/visual.1991.175815,A5052623072,2,Ben Shneiderman,,"[""I66946132""]","[""University of Maryland, College Park""]","[""US""]","[""https://ror.org/047s2c258""]",True
10.1109/visual.1990.146402,A5079183364,1,Alfred Inselberg,,"[""I4210087032"", ""I1174212""]","[""Cambridge Scientific (United States)"", ""University of Southern California""]","[""US"", ""US""]","[""https://ror.org/001s4dh65"", ""https://ror.org/03taz7m60""]",True
10.1109/visual.1990.146402,A5083885019,2,Bernard Dimsdale,,"[""I4210087032""]","[""Cambridge Scientific (United States)""]","[""US""]","[""https://ror.org/001s4dh65""]",True
10.1109/tvcg.2013.234,A5065943691,1,Michelle A. Borkin,,"[""I136199984""]","[""Harvard University""]","[""US""]","[""https://ror.org/03vek6s52""]",True
10.1109/tvcg.2013.234,A5088763686,2,Azalea A. Vo,,"[""I136199984""]","[""Harvard University""]","[""US""]","[""https://ror.org/03vek6s52""]",True
10.1109/tvcg.2013.234,A5011292436,3,Zoya Bylinskii,,"[""I1343180700"", ""I63966007""]","[""Intel (United States)"", ""Massachusetts Institute of Technology""]","[""US"", ""US""]","[""https://ror.org/01ek73717"", ""https://ror.org/042nb2s44""]",True
10.1109/tvcg.2013.234,A5017456911,4,Phillip Isola,,"[""I63966007""]","[""Massachusetts Institute of Technology""]","[""US""]","[""https://ror.org/042nb2s44""]",True
10.1109/tvcg.2013.234,A5056953351,5,Shashank Sunkavalli,,"[""I136199984""]","[""Harvard University""]","[""US""]","[""https://ror.org/03vek6s52""]",True
10.1109/tvcg.2013.234,A5021257546,6,Aude Oliva,,"[""I1343180700"", ""I63966007""]","[""Intel (United States)"", ""Massachusetts Institute of Technology""]","[""US"", ""US""]","[""https://ror.org/01ek73717"", ""https://ror.org/042nb2s44""]",True
10.1109/tvcg.2013.234,A5043151044,7,Hanspeter Pfister,,"[""I136199984""]","[""Harvard University""]","[""US""]","[""https://ror.org/03vek6s52""]",True
10.1109/tvcg.2007.70582,A5110827633,1,Nathalie Henry,,"[""I102197404""]","[""Université Paris-Sud""]","[""FR""]","[""https://ror.org/028rypz17""]",True
10.1109/tvcg.2007.70582,A5060725233,2,Jean‐Daniel Fekete,,"[""I102197404""]","[""Université Paris-Sud""]","[""FR""]","[""https://ror.org/028rypz17""]",True
10.1109/tvcg.2007.70582,A5056211536,3,Michael J. McGuffin,,"[""I112260969""]","[""Ontario Institute for Cancer Research""]","[""CA""]","[""https://ror.org/043q8yx54""]",True
10.1109/tvcg.2013.226,A5065868869,1,Nivan Ferreira,,"[""I57206974""]","[""New York University""]","[""US""]","[""https://ror.org/0190ak572""]",True
10.1109/tvcg.2013.226,A5029317616,2,Jorge Poco,,"[""I57206974""]","[""New York University""]","[""US""]","[""https://ror.org/0190ak572""]",True
10.1109/tvcg.2013.226,A5064720873,3,Huy T. Vo,,[],[],[],[],True
10.1109/tvcg.2013.226,A5006773757,4,Juliana Freire,,"[""I57206974""]","[""New York University""]","[""US""]","[""https://ror.org/0190ak572""]",True
10.1109/tvcg.2013.226,A5003584200,5,Claudio Silva,,"[""I57206974""]","[""New York University""]","[""US""]","[""https://ror.org/0190ak572""]",True
10.1109/tvcg.2016.2598831,A5107904995,1,Mengchen Liu,,"[""I99065089""]","[""Tsinghua University""]","[""CN""]","[""https://ror.org/03cve4549""]",True
10.1109/tvcg.2016.2598831,A5011813023,2,Jiaxin Shi,,[],[],[],[],True
10.1109/tvcg.2016.2598831,A5100332661,3,Zhen Li,,"[""I99065089""]","[""Tsinghua University""]","[""CN""]","[""https://ror.org/03cve4549""]",True
10.1109/tvcg.2016.2598831,A5028230846,4,Chongxuan Li,,[],[],[],[],True
10.1109/tvcg.2016.2598831,A5100606995,5,Jun Zhu,,"[""I99065089""]","[""Tsinghua University""]","[""CN""]","[""https://ror.org/03cve4549""]",True
10.1109/tvcg.2016.2598831,A5038775008,6,Shi‐Xia Liu,,"[""I99065089""]","[""Tsinghua University""]","[""CN""]","[""https://ror.org/03cve4549""]",True
10.1109/visual.2002.1183771,A5072048687,1,Mark V. Pauly,,"[""I35440088""]","[""ETH Zurich""]","[""CH""]","[""https://ror.org/05a28rw58""]",True
10.1109/visual.2002.1183771,A5033076979,2,Markus Groß,,"[""I35440088""]","[""ETH Zurich""]","[""CH""]","[""https://ror.org/05a28rw58""]",True
10.1109/visual.2002.1183771,A5036300670,3,Leif Kobbelt,,"[""I887968799""]","[""RWTH Aachen University""]","[""DE""]","[""https://ror.org/04xfq0f34""]",True
10.1109/tvcg.2006.143,A5085342992,1,Peter Lindström,,"[""I1282311441""]","[""Lawrence Livermore National Laboratory""]","[""US""]","[""https://ror.org/041nk4h53""]",True
10.1109/tvcg.2006.143,A5043312264,2,Martin Isenburg,,"[""I95457486""]","[""University of California, Berkeley""]","[""US""]","[""https://ror.org/01an7q238""]",True
10.1109/tvcg.2007.70594,A5009369598,1,Jock D. Mackinlay,,"[""I4210163771""]","[""Tableau Software (United States)""]","[""US""]","[""https://ror.org/053v5e348""]",True
10.1109/tvcg.2007.70594,A5018111215,2,Pat Hanrahan,,"[""I97018004"", ""I4210163771""]","[""Stanford University"", ""Tableau Software (United States)""]","[""US"", ""US""]","[""https://ror.org/00f54p054"", ""https://ror.org/053v5e348""]",True
10.1109/tvcg.2007.70594,A5103333640,3,Chris Stolte,,"[""I4210163771""]","[""Tableau Software (United States)""]","[""US""]","[""https://ror.org/053v5e348""]",True
10.1109/tvcg.2006.115,A5088977284,1,Marco Tarini,,"[""I115752224""]","[""University of Insubria""]","[""IT""]","[""https://ror.org/00s409261""]",True
10.1109/tvcg.2006.115,A5049441601,2,Paolo Cignoni,,"[""I4210131308""]","[""I.R.C.C.S. Oasi Maria SS""]","[""IT""]","[""https://ror.org/03cvbjc43""]",True
10.1109/tvcg.2006.115,A5031490866,3,C. Montani,,"[""I4210131308""]","[""I.R.C.C.S. Oasi Maria SS""]","[""IT""]","[""https://ror.org/03cvbjc43""]",True
10.1109/tvcg.2007.70539,A5090570042,1,Jeffrey Heer,,"[""I95457486""]","[""University of California, Berkeley""]","[""US""]","[""https://ror.org/01an7q238""]",True
10.1109/tvcg.2007.70539,A5110121255,2,George Robertson,,"[""I3132238960""]","[""Institute of Electrical and Electronics Engineers""]","[""US""]","[""https://ror.org/01n002310""]",True
10.1109/tvcg.2007.70535,A5106236427,1,G. Ellis,,"[""I9146737""]","[""University of South Carolina Lancaster""]","[""US""]","[""https://ror.org/0289me815""]",True
10.1109/tvcg.2007.70535,A5026971062,2,Alan Dix,,"[""I9146737""]","[""University of South Carolina Lancaster""]","[""US""]","[""https://ror.org/0289me815""]",True
10.1109/tvcg.2011.255,A5068008545,1,Jessica Hullman,,"[""I27837315""]","[""University of Michigan""]","[""US""]","[""https://ror.org/00jmfr291""]",True
10.1109/tvcg.2011.255,A5079222963,2,Nicholas Diakopoulos,,"[""I102322142""]","[""Rutgers, The State University of New Jersey""]","[""US""]","[""https://ror.org/05vt9qd57""]",True
10.1109/tvcg.2015.2467191,A5070061774,1,Kanit Wongsuphasawat,,"[""I201448701""]","[""University of Washington""]","[""US""]","[""https://ror.org/00cvxb145""]",True
10.1109/tvcg.2015.2467191,A5006087928,2,Dominik Moritz,,"[""I4210163771""]","[""Tableau Software (United States)""]","[""US""]","[""https://ror.org/053v5e348""]",True
10.1109/tvcg.2015.2467191,A5077148853,3,Anushka Anand,,"[""I4210163771""]","[""Tableau Software (United States)""]","[""US""]","[""https://ror.org/053v5e348""]",True
10.1109/tvcg.2015.2467191,A5009369598,4,Jock D. Mackinlay,,"[""I4210163771""]","[""Tableau Software (United States)""]","[""US""]","[""https://ror.org/053v5e348""]",True
10.1109/tvcg.2015.2467191,A5007124763,5,Bill Howe,,"[""I201448701""]","[""University of Washington""]","[""US""]","[""https://ror.org/00cvxb145""]",True
10.1109/tvcg.2015.2467191,A5090570042,6,Jeffrey Heer,,"[""I201448701""]","[""University of Washington""]","[""US""]","[""https://ror.org/00cvxb145""]",True
10.1109/tvcg.2007.70541,A5043332743,1,Zachary Pousman,,"[""I130701444""]","[""Georgia Institute of Technology""]","[""US""]","[""https://ror.org/01zkghx44""]",True
10.1109/tvcg.2007.70541,A5082668404,2,John Stasko,,"[""I130701444""]","[""Georgia Institute of Technology""]","[""US""]","[""https://ror.org/01zkghx44""]",True
10.1109/tvcg.2007.70541,A5040631193,3,Michael Mateas,,"[""I185103710""]","[""University of California, Santa Cruz""]","[""US""]","[""https://ror.org/03s65by71""]",True
10.1109/tvcg.2012.219,A5065341054,1,Sean Kandel,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2012.219,A5071755113,2,Andreas Paepcke,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2012.219,A5043626252,3,Joseph M. Hellerstein,,"[""I134446601"", ""I95457486""]","[""Berkeley College"", ""University of California, Berkeley""]","[""US"", ""US""]","[""https://ror.org/02xewxa75"", ""https://ror.org/01an7q238""]",True
10.1109/tvcg.2012.219,A5090570042,4,Jeffrey Heer,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2008.153,A5034277315,1,Niklas Elmqvist,,"[""I1326498283""]","[""Institut national de recherche en sciences et technologies du numérique""]","[""FR""]","[""https://ror.org/02kvxyf05""]",True
10.1109/tvcg.2008.153,A5032305401,2,Pierre Dragicevic,,"[""I1326498283""]","[""Institut national de recherche en sciences et technologies du numérique""]","[""FR""]","[""https://ror.org/02kvxyf05""]",True
10.1109/tvcg.2008.153,A5060725233,3,Jean‐Daniel Fekete,,"[""I1326498283""]","[""Institut national de recherche en sciences et technologies du numérique""]","[""FR""]","[""https://ror.org/02kvxyf05""]",True
10.1109/tvcg.2011.239,A5100653962,1,Weiwei Cui,,"[""I4210113369"", ""I200769079"", ""I889458895""]","[""Microsoft Research Asia (China)"", ""Hong Kong University of Science and Technology"", ""University of Hong Kong""]","[""CN"", ""HK"", ""HK""]","[""https://ror.org/0300m5276"", ""https://ror.org/00q4vv597"", ""https://ror.org/02zhqgq86""]",True
10.1109/tvcg.2011.239,A5038775008,2,Shi‐Xia Liu,,"[""I4210113369""]","[""Microsoft Research Asia (China)""]","[""CN""]","[""https://ror.org/0300m5276""]",True
10.1109/tvcg.2011.239,A5065822896,3,Li Tan,,"[""I4210113369""]","[""Microsoft Research Asia (China)""]","[""CN""]","[""https://ror.org/0300m5276""]",True
10.1109/tvcg.2011.239,A5075947472,4,Conglei Shi,,"[""I200769079"", ""I889458895""]","[""Hong Kong University of Science and Technology"", ""University of Hong Kong""]","[""HK"", ""HK""]","[""https://ror.org/00q4vv597"", ""https://ror.org/02zhqgq86""]",True
10.1109/tvcg.2011.239,A5020880385,5,Yangqiu Song,,"[""I4210113369""]","[""Microsoft Research Asia (China)""]","[""CN""]","[""https://ror.org/0300m5276""]",True
10.1109/tvcg.2011.239,A5058252467,6,Zekai J. Gao,,"[""I4210113369"", ""I76130692""]","[""Microsoft Research Asia (China)"", ""Zhejiang University""]","[""CN"", ""CN""]","[""https://ror.org/0300m5276"", ""https://ror.org/00a2xv884""]",True
10.1109/tvcg.2011.239,A5091466289,7,Huamin Qu,,"[""I4210113369""]","[""Microsoft Research Asia (China)""]","[""CN""]","[""https://ror.org/0300m5276""]",True
10.1109/tvcg.2011.239,A5100784734,8,Xin Tong,,"[""I200769079"", ""I889458895""]","[""Hong Kong University of Science and Technology"", ""University of Hong Kong""]","[""HK"", ""HK""]","[""https://ror.org/00q4vv597"", ""https://ror.org/02zhqgq86""]",True
10.1109/tvcg.2013.228,A5010061027,1,Zuchao Wang,,"[""I20231570""]","[""Peking University""]","[""CN""]","[""https://ror.org/02v51f717""]",True
10.1109/tvcg.2013.228,A5010444353,2,Min Lü,,"[""I20231570""]","[""Peking University""]","[""CN""]","[""https://ror.org/02v51f717""]",True
10.1109/tvcg.2013.228,A5038943746,3,Xiaoru Yuan,,"[""I24943067"", ""I20231570""]","[""Fudan University"", ""Peking University""]","[""CN"", ""CN""]","[""https://ror.org/013q1eq08"", ""https://ror.org/02v51f717""]",True
10.1109/tvcg.2013.228,A5100696429,4,Junping Zhang,,"[""I24943067""]","[""Fudan University""]","[""CN""]","[""https://ror.org/013q1eq08""]",True
10.1109/tvcg.2013.228,A5025297422,5,Huub van de Wetering,,"[""I83019370""]","[""Eindhoven University of Technology""]","[""NL""]","[""https://ror.org/02c2kyt77""]",True
10.1109/tvcg.2009.171,A5059594867,1,Fernanda Viégas,,"[""I1341412227""]","[""IBM (United States)""]","[""US""]","[""https://ror.org/05hh8d621""]",True
10.1109/tvcg.2009.171,A5039276358,2,Martin Wattenberg,,"[""I1341412227""]","[""IBM (United States)""]","[""US""]","[""https://ror.org/05hh8d621""]",True
10.1109/tvcg.2009.171,A5054633336,3,J. FEINBERG,,"[""I1341412227""]","[""IBM (United States)""]","[""US""]","[""https://ror.org/05hh8d621""]",True
10.1109/visual.2001.964489,A5072827199,1,Marc Alexa,,"[""I31512782""]","[""Technical University of Darmstadt""]","[""DE""]","[""https://ror.org/05n911h24""]",True
10.1109/visual.2001.964489,A5014770241,2,Johannes Behr,,"[""I4210135397""]","[""Zentrum für Foren in der Grafischen Datenverarbeitung""]","[""DE""]","[""https://ror.org/030chcw72""]",True
10.1109/visual.2001.964489,A5036688260,3,Daniel Cohen‐Or,,"[""I16391192""]","[""Tel Aviv University""]","[""IL""]","[""https://ror.org/04mhzgx49""]",True
10.1109/visual.2001.964489,A5041744005,4,Shachar Fleishman,,"[""I16391192""]","[""Tel Aviv University""]","[""IL""]","[""https://ror.org/04mhzgx49""]",True
10.1109/visual.2001.964489,A5101994805,5,David Levin,,"[""I16391192""]","[""Tel Aviv University""]","[""IL""]","[""https://ror.org/04mhzgx49""]",True
10.1109/visual.2001.964489,A5064075576,6,C.T. Silva,,"[""I1283103587""]","[""AT&T (United States)""]","[""US""]","[""https://ror.org/02bbd5539""]",True
10.1109/tvcg.2008.125,A5101940061,1,G. Robertson,,"[""I1290206253""]","[""Microsoft (United States)""]","[""US""]","[""https://ror.org/00d0nc645""]",True
10.1109/tvcg.2008.125,A5036987560,2,Roland Fernandez,,"[""I1290206253""]","[""Microsoft (United States)""]","[""US""]","[""https://ror.org/00d0nc645""]",True
10.1109/tvcg.2008.125,A5010157704,3,Danyel Fisher,,"[""I1290206253""]","[""Microsoft (United States)""]","[""US""]","[""https://ror.org/00d0nc645""]",True
10.1109/tvcg.2008.125,A5100763132,4,Benjamin Lee,,"[""I1290206253""]","[""Microsoft (United States)""]","[""US""]","[""https://ror.org/00d0nc645""]",True
10.1109/tvcg.2008.125,A5082668404,5,John Stasko,,"[""I130701444""]","[""Georgia Institute of Technology""]","[""US""]","[""https://ror.org/01zkghx44""]",True
10.1109/tvcg.2008.166,A5106653022,1,L. Byron,,"[""I2799504096""]","[""New York Times""]","[""US""]","[""https://ror.org/011w6k548""]",True
10.1109/tvcg.2008.166,A5039276358,2,Martin Wattenberg,,[],[],[],[],True
10.1109/visual.2003.1250384,A5087449583,1,Jens Krüger,,"[""I62916508""]","[""Technical University of Munich""]","[""DE""]","[""https://ror.org/02kkvpp62""]",True
10.1109/visual.2003.1250384,A5029621326,2,Rüdiger Westermann,,"[""I62916508""]","[""Technical University of Munich""]","[""DE""]","[""https://ror.org/02kkvpp62""]",True
10.1109/tvcg.2014.2346481,A5038705854,1,Dominik Sacha,,"[""I189712700""]","[""University of Konstanz""]","[""DE""]","[""https://ror.org/0546hnb39""]",True
10.1109/tvcg.2014.2346481,A5028513822,2,Andreas Stoffel,,"[""I189712700""]","[""University of Konstanz""]","[""DE""]","[""https://ror.org/0546hnb39""]",True
10.1109/tvcg.2014.2346481,A5062766883,3,Florian Stoffel,,"[""I189712700""]","[""University of Konstanz""]","[""DE""]","[""https://ror.org/0546hnb39""]",True
10.1109/tvcg.2014.2346481,A5064480048,4,Bum Chul Kwon,,"[""I189712700""]","[""University of Konstanz""]","[""DE""]","[""https://ror.org/0546hnb39""]",True
10.1109/tvcg.2014.2346481,A5011528639,5,Geoffrey Ellis,,"[""I189712700""]","[""University of Konstanz""]","[""DE""]","[""https://ror.org/0546hnb39""]",True
10.1109/tvcg.2014.2346481,A5073919282,6,Daniel A. Keim,,"[""I189712700""]","[""University of Konstanz""]","[""DE""]","[""https://ror.org/0546hnb39""]",True
10.1109/tvcg.2017.2744878,A5070061774,1,Kanit Wongsuphasawat,,"[""I201448701""]","[""University of Washington""]","[""US""]","[""https://ror.org/00cvxb145""]",True
10.1109/tvcg.2017.2744878,A5050965018,2,Daniel Smilkov,,"[""I1291425158""]","[""Google (United States)""]","[""US""]","[""https://ror.org/00njsd438""]",True
10.1109/tvcg.2017.2744878,A5081809692,3,James Wexler,,"[""I1291425158""]","[""Google (United States)""]","[""US""]","[""https://ror.org/00njsd438""]",True
10.1109/tvcg.2017.2744878,A5085572000,4,Jimbo Wilson,,"[""I1291425158""]","[""Google (United States)""]","[""US""]","[""https://ror.org/00njsd438""]",True
10.1109/tvcg.2017.2744878,A5104088352,5,Dandelion Mané,,"[""I1291425158""]","[""Google (United States)""]","[""US""]","[""https://ror.org/00njsd438""]",True
10.1109/tvcg.2017.2744878,A5037704134,6,Doug Fritz,,"[""I1291425158""]","[""Google (United States)""]","[""US""]","[""https://ror.org/00njsd438""]",True
10.1109/tvcg.2017.2744878,A5103083233,7,Dilip Krishnan,,"[""I1291425158""]","[""Google (United States)""]","[""US""]","[""https://ror.org/00njsd438""]",True
10.1109/tvcg.2017.2744878,A5059594867,8,Fernanda Viégas,,"[""I1291425158""]","[""Google (United States)""]","[""US""]","[""https://ror.org/00njsd438""]",True
10.1109/tvcg.2017.2744878,A5039276358,9,Martin Wattenberg,,"[""I1291425158""]","[""Google (United States)""]","[""US""]","[""https://ror.org/00njsd438""]",True
10.1109/tvcg.2013.126,A5083454802,1,Tobias Isenberg,,"[""I1326498283""]","[""Institut national de recherche en sciences et technologies du numérique""]","[""FR""]","[""https://ror.org/02kvxyf05""]",True
10.1109/tvcg.2013.126,A5024860629,2,Petra Isenberg,,"[""I1326498283""]","[""Institut national de recherche en sciences et technologies du numérique""]","[""FR""]","[""https://ror.org/02kvxyf05""]",True
10.1109/tvcg.2013.126,A5114860010,3,Chen Jian,,"[""I79272384""]","[""University of Maryland, Baltimore County""]","[""US""]","[""https://ror.org/02qskvh78""]",True
10.1109/tvcg.2013.126,A5037110552,4,Michael Sedlmair,,"[""I129774422""]","[""University of Vienna""]","[""AT""]","[""https://ror.org/03prydq77""]",True
10.1109/tvcg.2013.126,A5060664606,5,Torsten Möller,,"[""I129774422""]","[""University of Vienna""]","[""AT""]","[""https://ror.org/03prydq77""]",True
10.1109/tvcg.2009.122,A5042382359,1,Christopher Collins,,"[""I185261750""]","[""University of Toronto""]","[""CA""]","[""https://ror.org/03dbr7087""]",True
10.1109/tvcg.2009.122,A5052428595,2,Gerald Penn,,"[""I185261750""]","[""University of Toronto""]","[""CA""]","[""https://ror.org/03dbr7087""]",True
10.1109/tvcg.2009.122,A5012561411,3,Sheelagh Carpendale,,"[""I168635309""]","[""University of Calgary""]","[""CA""]","[""https://ror.org/03yjb2x39""]",True
10.1109/vast.2011.6102456,A5019756314,1,Alan M. MacEachren,,"[""I130769515""]","[""Pennsylvania State University""]","[""US""]","[""https://ror.org/04p491231""]",True
10.1109/vast.2011.6102456,A5027014298,2,Anuj Jaiswal,,"[""I130769515""]","[""Pennsylvania State University""]","[""US""]","[""https://ror.org/04p491231""]",True
10.1109/vast.2011.6102456,A5052151056,3,Anthony C. Robinson,,"[""I130769515""]","[""Pennsylvania State University""]","[""US""]","[""https://ror.org/04p491231""]",True
10.1109/vast.2011.6102456,A5061103977,4,Scott Pezanowski,,"[""I130769515""]","[""Pennsylvania State University""]","[""US""]","[""https://ror.org/04p491231""]",True
10.1109/vast.2011.6102456,A5067447713,5,Alexander Savelyev,,"[""I130769515""]","[""Pennsylvania State University""]","[""US""]","[""https://ror.org/04p491231""]",True
10.1109/vast.2011.6102456,A5009542542,6,Prasenjit Mitra,,"[""I130769515""]","[""Pennsylvania State University""]","[""US""]","[""https://ror.org/04p491231""]",True
10.1109/vast.2011.6102456,A5100320944,7,Xiao Zhang,,"[""I130769515""]","[""Pennsylvania State University""]","[""US""]","[""https://ror.org/04p491231""]",True
10.1109/vast.2011.6102456,A5026659841,8,Justine I. Blanford,,"[""I130769515""]","[""Pennsylvania State University""]","[""US""]","[""https://ror.org/04p491231""]",True
10.1109/tvcg.2017.2744718,A5042350842,1,Minsuk Kahng,,"[""I130701444""]","[""Georgia Institute of Technology""]","[""US""]","[""https://ror.org/01zkghx44""]",True
10.1109/tvcg.2017.2744718,A5091619219,2,Pierre Andrews,,"[""I2252078561""]","[""Meta (Israel)""]","[""IL""]","[""https://ror.org/02388em19""]",True
10.1109/tvcg.2017.2744718,A5025259879,3,Aditya Kalro,,"[""I2252078561""]","[""Meta (Israel)""]","[""IL""]","[""https://ror.org/02388em19""]",True
10.1109/tvcg.2017.2744718,A5020153026,4,Duen Horng Chau,,"[""I130701444""]","[""Georgia Institute of Technology""]","[""US""]","[""https://ror.org/01zkghx44""]",True
10.1109/tvcg.2012.265,A5061682032,1,Christian Tominski,,"[""I4665924""]","[""University of Rostock""]","[""DE""]","[""https://ror.org/03zdwsf69""]",True
10.1109/tvcg.2012.265,A5039180428,2,Heidrun Schumann,,"[""I4665924""]","[""University of Rostock""]","[""DE""]","[""https://ror.org/03zdwsf69""]",True
10.1109/tvcg.2012.265,A5022699013,3,Gennady Andrienko,,"[""I4923324""]","[""Fraunhofer Society""]","[""DE""]","[""https://ror.org/05hkkdn48""]",True
10.1109/tvcg.2012.265,A5057538550,4,Natalia Andrienko,,"[""I4923324""]","[""Fraunhofer Society""]","[""DE""]","[""https://ror.org/05hkkdn48""]",True
10.1109/tvcg.2009.174,A5005322254,1,M. G. Bostock,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2009.174,A5090570042,2,Jeffrey Heer,,"[""I97018004""]","[""Stanford University""]","[""US""]","[""https://ror.org/00f54p054""]",True
10.1109/tvcg.2017.2744158,A5084459196,1,Hendrik Strobelt,,[],[],[],[],True
