author_id_1,author_id_2,weight
A5010119044,A5103024385,1
A5010119044,A5109211487,1
A5010124882,A5029476039,1
A5010124882,A5061644705,1
A5010124882,A5083995476,1
A5010136069,A5028529600,1
A5010136069,A5051755944,1
A5010136069,A5075135613,1
A5010136069,A5109244259,1
A5010137952,A5016227452,1
A5010137952,A5026656621,1
A5010137952,A5037161857,1
A5010137952,A5109230686,1
A5010157704,A5019933387,1
A5010157704,A5020340631,1
A5010157704,A5035982870,1
A5010157704,A5036300289,1
A5010157704,A5036987560,1
A5010157704,A5037675411,1
A5010157704,A5039276358,1
A5010157704,A5044343093,1
A5010157704,A5047827833,1
A5010157704,A5054505042,1
A5010157704,A5062285844,1
A5010157704,A5064066518,1
A5010157704,A5064931337,1
A5010157704,A5068008545,1
A5010157704,A5068799512,1
A5010157704,A5069122334,1
A5010157704,A5082668404,1
A5010157704,A5083684003,1
A5010157704,A5084098357,1
A5010157704,A5085246385,1
A5010157704,A5100763132,1
A5010157704,A5103024385,1
A5010157704,A5110121255,1
A5010157704,A5112224258,1
A5010193332,A5030084361,1
A5010193332,A5052623072,1
A5010193332,A5060805711,1
A5010193332,A5070424474,1
A5010193332,A5071010083,1
A5010193332,A5090283742,1
A5010193332,A5097882393,1
A5010193332,A5101728710,1
A5010219139,A5032694211,1
A5010219139,A5044494474,1
A5010219139,A5056294184,1
A5010219139,A5086508640,1
A5010224263,A5036688260,1
A5010224263,A5091260693,1
A5010234110,A5016945493,1
A5010234110,A5018685036,1
A5010234110,A5020800648,1
A5010234110,A5043151044,1
A5010234110,A5052337056,1
A5010234110,A5054613619,1
A5010234110,A5063426870,1
A5010234110,A5071936673,1
A5010234110,A5071994103,1
A5010234110,A5080075412,1
A5010238198,A5015037960,1
A5010238198,A5016819583,1
A5010238198,A5018077023,1
A5010238198,A5018685036,1
A5010238198,A5025332800,1
A5010238198,A5026059050,1
A5010238198,A5029224773,1
A5010238198,A5030146315,1
A5010238198,A5034150082,1
A5010238198,A5037451153,1
A5010238198,A5038566732,1
A5010238198,A5039489003,1
A5010238198,A5041345169,1
A5010238198,A5048194226,1
A5010238198,A5049805631,1
A5010238198,A5056219662,1
A5010238198,A5060664606,1
A5010238198,A5060766689,1
A5010238198,A5066335313,1
A5010238198,A5067858887,1
A5010238198,A5069794837,1
A5010238198,A5069909173,1
A5010238198,A5072366959,1
A5010238198,A5072700322,1
A5010238198,A5072912898,1
A5010238198,A5073217289,1
A5010238198,A5073986937,1
A5010238198,A5074354806,1
A5010238198,A5078565296,1
A5010238198,A5081885843,1
A5010238198,A5083754593,1
A5010238198,A5085365474,1
A5010238198,A5085507158,1
A5010238198,A5085695563,1
A5010238198,A5090775158,1
A5010238198,A5092528206,1
A5010238198,A5092543582,1
A5010238198,A5092849810,1
A5010238198,A5100425320,1
A5010238198,A5102392400,1
A5010238198,A5105692598,1
A5010238198,A5108961510,1
A5010238198,A5109840277,1
A5010238198,A5110321988,1
A5010240403,A5050608183,1
A5010240403,A5091466289,1
A5010240403,A5100397330,1
A5010240403,A5100660205,1
A5010258270,A5040252651,1
A5010258270,A5040258424,1
A5010258270,A5067409217,1
A5010258270,A5080761699,1
A5010258270,A5108743532,1
A5010258270,A5112629519,1
A5010266335,A5056413615,1
A5010266335,A5064127720,1
A5010266335,A5090930182,1
A5010284870,A5047313892,1
A5010284870,A5065526744,1
A5010322498,A5024369374,1
A5010322498,A5056087167,1
A5010322498,A5063698637,1
A5010322498,A5067274220,1
A5010392547,A5071154374,1
A5010426520,A5048928683,1
A5010426520,A5060129988,1
A5010426520,A5072249624,1
A5010426520,A5101645589,1
A5010426520,A5101768831,1
A5010430831,A5011424640,1
A5010430831,A5042895577,1
A5010430831,A5051133137,1
A5010436269,A5013104516,1
A5010436269,A5019106665,1
A5010436269,A5028793315,1
A5010436269,A5047169723,1
A5010436269,A5050670374,1
A5010436269,A5054751297,1
A5010436269,A5069671253,1
A5010436269,A5086868908,1
A5010436269,A5112710952,1
A5010441587,A5025965660,1
A5010441587,A5028110202,1
A5010441587,A5036782759,1
A5010441587,A5040707287,1
A5010441587,A5047130748,1
A5010441587,A5058364844,1
A5010441587,A5066997182,1
A5010441587,A5069353502,1
A5010441587,A5073986937,1
A5010441587,A5074072259,1
A5010441587,A5078198844,1
A5010441587,A5078394037,1
A5010441587,A5079986783,1
A5010441587,A5080701169,1
A5010441587,A5080765061,1
A5010441587,A5084035008,1
A5010441587,A5085847955,1
A5010441587,A5085890755,1
A5010441587,A5086326351,1
A5010441587,A5100321897,1
A5010441587,A5100326501,1
A5010441587,A5100344522,1
A5010441587,A5100623943,1
A5010441587,A5100629476,1
A5010441587,A5100632219,1
A5010441587,A5100660111,1
A5010441587,A5100660205,1
A5010441587,A5100760567,1
A5010441587,A5101060059,1
A5010441587,A5101335345,1
A5010441587,A5101529579,1
A5010441587,A5101693655,1
A5010441587,A5101970777,1
A5010441587,A5102006509,1
A5010441587,A5102759669,1
A5010441587,A5108872962,1
A5010441587,A5110810014,1
A5010441587,A5114093843,1
A5010441587,A5119246991,1
A5010441587,A5119247096,1
A5010444353,A5019420039,1
A5010444353,A5022674514,1
A5010444353,A5025297422,1
A5010444353,A5027901813,1
A5010444353,A5036489223,1
A5010444353,A5036688260,1
A5010444353,A5036762116,1
A5010444353,A5042130063,1
A5010444353,A5048407252,1
A5010444353,A5054991337,1
A5010444353,A5091466289,1
A5010444353,A5100444409,1
A5010444353,A5100636019,1
A5010444353,A5100696429,1
A5010444353,A5101146662,1
A5010444353,A5101447377,1
A5010444353,A5101490257,1
A5010444353,A5102013272,1
A5010444353,A5102923184,1
A5010444353,A5114500326,1
A5010463964,A5051701696,1
A5010463964,A5074072259,1
A5010463964,A5079986783,1
A5010463964,A5080765061,1
A5010463964,A5101893193,1
A5010463964,A5113091615,1
A5010474784,A5034277315,1
A5010474784,A5047912015,1
A5010474784,A5079222963,1
A5010474784,A5100730147,1
A5010499463,A5015012334,1
A5010499463,A5017444173,1
A5010499463,A5026549128,1
A5010499463,A5028118323,1
A5010499463,A5039387461,1
A5010499463,A5047912015,1
A5010499463,A5049577340,1
A5010499463,A5053775923,1
A5010499463,A5058764721,1
A5010499463,A5064480048,1
A5010499463,A5075295171,1
A5010499463,A5078317897,1
A5010499463,A5082668404,1
A5010499463,A5086054864,1
A5010499463,A5089227387,1
A5010499463,A5101728710,1
A5010499463,A5102981760,1
A5010499463,A5114626508,1
A5010524733,A5037226596,1
A5010524733,A5039517392,1
A5010524733,A5100607707,1
A5010524733,A5100683461,1
A5010524733,A5100701131,1
A5010524733,A5102139936,1
A5010544735,A5021345249,1
A5010544735,A5111427389,1
A5010544735,A5112191809,1
A5010544735,A5112238808,1
A5010562544,A5040337866,1
A5010562544,A5058956938,1
A5010562544,A5084369189,1
A5010562544,A5085086912,1
A5010594519,A5030705917,1
A5010594519,A5082796790,1
A5010595292,A5024055519,1
A5010595292,A5041617337,1
A5010596785,A5019416645,1
A5010596785,A5034401520,1
A5010596785,A5035052603,1
A5010596785,A5041832797,1
A5010596785,A5052042062,1
A5010596785,A5052626296,1
A5010596785,A5064306421,1
A5010596785,A5065533067,1
A5010596785,A5101416492,1
A5010596785,A5102234375,1
A5010597978,A5089950885,1
A5010660324,A5017673553,1
A5010660324,A5023736119,1
A5010660324,A5026923999,1
A5010660324,A5031430479,1
A5010660324,A5034473228,1
A5010660324,A5038629539,1
A5010660324,A5044426577,1
A5010660324,A5047314988,1
A5010660324,A5053301712,1
A5010660324,A5055477300,1
A5010660324,A5061307853,1
A5010660324,A5068182445,1
A5010660324,A5070420968,1
A5010660324,A5076808965,1
A5010660324,A5078390327,1
A5010660324,A5085384388,1
A5010660324,A5087450905,1
A5010660324,A5098292583,1
A5010660324,A5100337178,1
A5010660324,A5100397725,1
A5010660324,A5102869650,1
A5010660324,A5108439015,1
A5010660324,A5109201974,1
A5010660324,A5111532092,1
A5010665785,A5025485089,1
A5010665785,A5101862600,1
A5010665785,A5109840277,1
A5010678395,A5021430711,1
A5010678395,A5063619308,1
A5010678395,A5064306421,1
A5010678395,A5066767949,1
A5010678395,A5090930182,1
A5010678395,A5100326468,1
A5010678395,A5100366549,1
A5010714340,A5031027560,1
A5010714340,A5037106751,1
A5010714340,A5039517392,1
A5010714340,A5045827183,1
A5010714340,A5049188592,1
A5010714340,A5049302273,1
A5010714340,A5058678073,1
A5010714340,A5071777317,1
A5010714340,A5073619125,1
A5010714340,A5076001214,1
A5010714340,A5084392598,1
A5010714340,A5084870136,1
A5010714340,A5084971891,1
A5010714340,A5100399667,1
A5010714340,A5100410001,1
A5010714340,A5100410058,1
A5010714340,A5100425172,1
A5010714340,A5101460914,1
A5010714340,A5102725723,1
A5010714340,A5103268247,1
A5010714340,A5108557359,1
A5010754981,A5013198735,1
A5010754981,A5030179454,1
A5010754981,A5040162497,1
A5010754981,A5043852046,1
A5010754981,A5047827833,1
A5010754981,A5048780291,1
A5010754981,A5079916657,1
A5010754981,A5080754201,1
A5010754981,A5100728564,1
A5010754981,A5102148168,1
A5010754981,A5110208682,1
A5010767648,A5029345382,1
A5010767648,A5052752621,1
A5010767648,A5073986937,1
A5010767648,A5078565296,1
A5010767648,A5108035744,1
A5010767648,A5109779273,1
A5010767648,A5113375371,1
A5010769398,A5017539699,1
A5010769398,A5028264773,1
A5010769398,A5068634259,1
A5010769398,A5079916657,1
A5010769398,A5100728059,1
A5010779666,A5020719193,1
A5010779666,A5024857997,1
A5010779666,A5025312015,1
A5010779666,A5026249491,1
A5010779666,A5039942334,1
A5010779666,A5041421653,1
A5010779666,A5045105070,1
A5010779666,A5046000210,1
A5010779666,A5051590071,1
A5010779666,A5054911291,1
A5010779666,A5058051881,1
A5010779666,A5062703856,1
A5010779666,A5069699303,1
A5010779666,A5069800147,1
A5010779666,A5073619125,1
A5010779666,A5075773750,1
A5010779666,A5080438656,1
A5010779666,A5091723096,1
A5010779666,A5109928029,1
A5010791064,A5018584803,1
A5010791064,A5052011548,1
A5010791064,A5110255766,1
A5010847113,A5018266351,1
A5010847113,A5021924764,1
A5010847113,A5051526027,1
A5010847113,A5091466289,1
A5010847113,A5100745766,1
A5010847113,A5101547534,1
A5010847113,A5108098662,1
A5010866431,A5034842879,1
A5010866431,A5069654367,1
A5010866431,A5086597264,1
A5010866431,A5086732355,1
A5010867366,A5032694211,1
A5010867366,A5062325991,1
A5010867366,A5088393129,1
A5010867366,A5101702914,1
A5010867366,A5102759669,1
A5010928934,A5019902487,1
A5010928934,A5037161857,1
A5010928934,A5037183247,1
A5010928934,A5039910512,1
A5010928934,A5047677160,1
A5010928934,A5058864798,1
A5010928934,A5064087967,1
A5010928934,A5074006931,1
A5010928934,A5075500139,1
A5010928934,A5082548228,1
A5010928934,A5083968592,1
A5010928934,A5084707380,1
A5010928934,A5100349956,1
A5010928934,A5103531191,1
A5010928934,A5113437503,1
A5010940488,A5031117535,1
A5010940488,A5035326241,1
A5010940488,A5039357905,1
A5010940488,A5042859241,1
A5010940488,A5055008961,1
A5010940488,A5065645994,1
A5010940488,A5082171014,1
A5010940488,A5101976576,1
A5010940488,A5111046341,1
A5010950688,A5035530630,1
A5010950688,A5109526081,1
A5010985446,A5062185996,1
A5010985446,A5075309604,1
A5010985446,A5086212139,1
A5010985446,A5110208682,1
A5010986405,A5028513822,1
A5010986405,A5072598654,1
A5010986405,A5073919282,1
A5011001901,A5021010763,1
A5011001901,A5068965681,1
A5011020333,A5054523299,1
A5011021659,A5019933387,1
A5011021659,A5077783676,1
A5011021659,A5084475345,1
A5011023724,A5042196702,1
A5011023724,A5047298428,1
A5011023724,A5053417612,1
A5011059989,A5055750487,1
A5011059989,A5073919282,1
A5011059989,A5080987337,1
A5011059989,A5109232728,1
A5011107115,A5023685974,1
A5011107115,A5034785989,1
A5011107115,A5050858935,1
A5011107115,A5056069234,1
A5011153238,A5037765669,1
A5011153238,A5061586847,1
A5011153238,A5102872139,1
A5011189567,A5019815997,1
A5011189567,A5050305432,1
A5011189567,A5084668442,1
A5011189567,A5089749790,1
A5011218802,A5040227533,1
A5011218802,A5046081006,1
A5011218802,A5051077300,1
A5011218802,A5091393556,1
A5011218802,A5110737673,1
A5011218910,A5012732932,1
A5011218910,A5025243341,1
A5011218910,A5027526258,1
A5011218910,A5031297466,1
A5011218910,A5031398497,1
A5011218910,A5036120336,1
A5011218910,A5039062710,1
A5011218910,A5045718502,1
A5011218910,A5046755175,1
A5011218910,A5076364495,1
A5011218910,A5082090092,1
A5011218910,A5109661297,1
A5011229394,A5011918131,1
A5011244935,A5033915638,1
A5011244935,A5061027107,1
A5011244935,A5064306421,1
A5011244935,A5084778474,1
A5011244935,A5086902270,1
A5011244935,A5089451178,1
A5011244935,A5100331624,1
A5011244935,A5102981760,1
A5011292436,A5017456911,1
A5011292436,A5050670374,1
A5011292436,A5056953351,1
A5011292436,A5088763686,1
A5011301258,A5022022242,1
A5011301258,A5083454802,1
A5011301258,A5091752548,1
A5011301944,A5025188737,1
A5011301944,A5042350842,1
A5011301944,A5047976541,1
A5011301944,A5078997509,1
A5011301944,A5080200184,1
A5011301944,A5105938577,1
A5011328209,A5022172511,1
A5011332155,A5016056652,1
A5011332155,A5086910442,1
A5011411344,A5079916657,1
A5011411344,A5082319203,1
A5011411344,A5103100469,1
A5011415375,A5071892737,1
A5011415375,A5080272618,1
A5011415375,A5089723214,1
A5011416152,A5025533535,1
A5011416152,A5027132236,1
A5011416152,A5030179454,1
A5011416152,A5034216581,1
A5011424640,A5011941798,1
A5011424640,A5014012890,1
A5011424640,A5019962521,1
A5011424640,A5023678337,1
A5011424640,A5027973658,1
A5011424640,A5031297466,1
A5011424640,A5033315494,1
A5011424640,A5033833921,1
A5011424640,A5035997603,1
A5011424640,A5036139759,1
A5011424640,A5042895577,1
A5011424640,A5044973138,1
A5011424640,A5051133137,1
A5011424640,A5052577630,1
A5011424640,A5062797157,1
A5011424640,A5068372464,1
A5011424640,A5070145454,1
A5011424640,A5071156124,1
A5011424640,A5073513100,1
A5011424640,A5074734666,1
A5011424640,A5076741848,1
A5011424640,A5077314929,1
A5011424640,A5080174595,1
A5011424640,A5083523340,1
A5011424640,A5090713755,1
A5011424640,A5091398218,1
A5011424640,A5103027961,1
A5011424640,A5111922380,1
A5011424640,A5113376026,1
A5011441880,A5058360336,1
A5011441880,A5102858982,1
A5011441880,A5113989819,1
A5011504177,A5060428081,1
A5011504177,A5062751205,1
A5011504177,A5066496299,1
A5011504177,A5073944724,1
A5011504177,A5106247112,1
A5011504177,A5107845542,1
A5011504177,A5109616081,1
A5011504177,A5109779164,1
A5011504177,A5113316769,1
A5011513930,A5036242744,1
A5011513930,A5046646390,1
A5011513930,A5100755351,1
A5011528639,A5026971062,1
A5011528639,A5028513822,1
A5011528639,A5061393594,1
A5011528639,A5062766883,1
A5011539959,A5058941354,1
A5011539959,A5063059765,1
A5011539959,A5065630217,1
A5011539959,A5089849867,1
A5011543739,A5018566125,1
A5011543739,A5032383902,1
A5011543739,A5037290124,1
A5011543739,A5045539587,1
A5011543739,A5054518195,1
A5011547603,A5024853912,1
A5011547603,A5054437060,1
A5011547603,A5091708147,1
A5011581508,A5034814164,1
A5011581508,A5037140526,1
A5011581508,A5048847010,1
A5011581508,A5059446980,1
A5011581508,A5070966718,1
A5011581508,A5071390048,1
A5011581508,A5079552054,1
A5011581508,A5109950933,1
A5011596114,A5017357094,1
A5011596114,A5056511545,1
A5011596114,A5058360336,1
A5011596114,A5059070871,1
A5011596114,A5079223076,1
A5011596114,A5113743668,1
A5011629374,A5110115424,1
A5011629374,A5110639918,1
A5011629374,A5112004963,1
A5011709769,A5069003426,1
A5011709769,A5106421474,1
A5011715822,A5033016473,1
A5011744375,A5019516751,1
A5011744375,A5019712204,1
A5011744375,A5021263036,1
A5011744375,A5023558209,1
A5011744375,A5026258275,1
A5011744375,A5032237649,1
A5011744375,A5040900232,1
A5011744375,A5091466289,1
A5011744375,A5100406614,1
A5011744375,A5100546136,1
A5011744375,A5104121600,1
A5011744375,A5107340651,1
A5011769177,A5014429725,1
A5011769177,A5054544594,1
A5011769177,A5075870288,1
A5011769177,A5102867647,1
A5011771355,A5016104736,1
A5011771355,A5029336209,1
A5011771355,A5040165209,1
A5011783203,A5054111486,1
A5011783203,A5081467444,1
A5011783203,A5109247506,1
A5011813023,A5028230846,1
A5011813023,A5100332661,1
A5011823353,A5089966552,1
A5011823353,A5103054696,1
A5011864657,A5021386346,1
A5011864657,A5048992354,1
A5011864657,A5056703770,1
A5011864657,A5071681891,1
A5011864657,A5079089831,1
A5011864657,A5079369129,1
A5011864657,A5090388199,1
A5011884271,A5023182432,1
A5011884271,A5027812149,1
A5011893561,A5022536373,1
A5011893561,A5052896700,1
A5011893561,A5057417134,1
A5011893561,A5081687047,1
A5011893561,A5103210628,1
A5011902450,A5037162594,1
A5011902450,A5039790178,1
A5011902450,A5041025969,1
A5011902450,A5078526118,1
A5011902450,A5103234063,1
A5011903650,A5027557042,1
A5011911621,A5017027670,1
A5011911621,A5020424172,1
A5011928259,A5035894778,1
A5011928259,A5050064511,1
A5011928259,A5063377786,1
A5011928259,A5066036637,1
A5011928259,A5066904286,1
A5011928259,A5073334482,1
A5011928259,A5074502941,1
A5011928259,A5077783676,1
A5011928259,A5083806955,1
A5011928259,A5089451178,1
A5011933741,A5021634649,1
A5011933741,A5022302719,1
A5011933741,A5027284423,1
A5011933741,A5041666965,1
A5011933741,A5065522093,1
A5011933741,A5068186796,1
A5011933741,A5069793576,1
A5011933741,A5084779835,1
A5011933741,A5109857294,1
A5011941798,A5017495525,1
A5011941798,A5023678337,1
A5011941798,A5026357260,1
A5011941798,A5027836272,1
A5011941798,A5029621326,1
A5011941798,A5037161857,1
A5011941798,A5044186469,1
A5011941798,A5050789731,1
A5011941798,A5056788018,1
A5011941798,A5062039514,1
A5011941798,A5082992995,1
A5011941798,A5086735275,1
A5011941798,A5091569809,1
A5011941798,A5103027961,1
A5011941798,A5103144718,1
A5011942943,A5048647256,1
A5011942943,A5056903170,1
A5011942943,A5068183954,1
A5011942943,A5071892737,1
A5011942943,A5074006931,1
A5011950091,A5027987466,1
A5011950091,A5044948170,1
A5011950091,A5062534271,1
A5011950091,A5062758812,1
A5011950091,A5066042572,1
A5011950091,A5075163834,1
A5011950091,A5075186536,1
A5011950091,A5088325807,1
A5011962842,A5072700322,1
A5011976234,A5016480053,1
A5011976234,A5045004921,1
A5011976234,A5067791733,1
A5011981456,A5021674827,1
A5011981456,A5023953972,1
A5011981456,A5025399630,1
A5011981456,A5026171056,1
A5011981456,A5031570473,1
A5011981456,A5034541446,1
A5011981456,A5046158009,1
A5011981456,A5048194226,1
A5011981456,A5052445776,1
A5011981456,A5053646618,1
A5011981456,A5067882992,1
A5011981456,A5071066797,1
A5011981456,A5078212008,1
A5011981456,A5079369129,1
A5011981456,A5079469658,1
A5011981456,A5082796790,1
A5011981456,A5090175598,1
A5011999265,A5059219821,1
A5011999265,A5064425512,1
A5011999265,A5073826947,1
A5011999265,A5100399944,1
A5012088773,A5031057530,1
A5012088773,A5046158024,1
A5012088773,A5048194226,1
A5012088773,A5051354114,1
A5012088773,A5067274220,1
A5012088773,A5085919087,1
A5012099276,A5019003563,1
A5012099276,A5023711681,1
A5012099276,A5103395894,1
A5012099276,A5110467360,1
A5012099276,A5113648828,1
A5012113499,A5038771285,1
A5012113499,A5040516099,1
A5012113499,A5055241025,1
A5012113499,A5065313897,1
A5012113499,A5089966552,1
A5012113499,A5103054696,1
A5012133571,A5043176253,1
A5012133571,A5062809062,1
A5012133571,A5072030504,1
A5012133571,A5082788381,1
A5012134707,A5034362282,1
A5012139872,A5014935641,1
A5012139872,A5019308726,1
A5012139872,A5071520445,1
A5012139872,A5073040942,1
A5012139872,A5088051797,1
A5012139872,A5088929822,1
A5012139872,A5108453065,1
A5012139872,A5109928029,1
A5012157105,A5046703129,1
A5012157105,A5049594027,1
A5012157105,A5065034146,1
A5012157105,A5073516753,1
A5012157105,A5073619125,1
A5012157105,A5100442866,1
A5012157105,A5101497511,1
A5012157105,A5101908670,1
A5012157105,A5111062893,1
A5012158528,A5012797594,1
A5012158528,A5018955742,1
A5012158528,A5061444760,1
A5012158528,A5063269254,1
A5012158528,A5078907679,1
A5012158528,A5100745766,1
A5012160486,A5017813001,1
A5012160486,A5048552378,1
A5012160486,A5051836187,1
A5012160486,A5113597103,1
A5012164072,A5013561691,1
A5012164072,A5031166875,1
A5012164072,A5033474694,1
A5012164072,A5035111823,1
A5012164072,A5072207781,1
A5012182129,A5016122920,1
A5012182129,A5042091858,1
A5012182129,A5049729963,1
A5012182129,A5067937052,1
A5012213317,A5029654352,1
A5012213317,A5057213694,1
A5012213317,A5112805597,1
A5012255877,A5024566083,1
A5012255877,A5037161857,1
A5012255877,A5039222119,1
A5012255877,A5043405378,1
A5012255877,A5065645994,1
A5012255877,A5085126765,1
A5012255877,A5089320763,1
A5012255877,A5111556221,1
A5012255877,A5112862357,1
A5012263767,A5021319515,1
A5012263767,A5023208947,1
A5012263767,A5031976982,1
A5012263767,A5071170000,1
A5012263767,A5082437427,1
A5012263767,A5112225283,1
A5012273600,A5022563657,1
A5012273600,A5035254571,1
A5012273600,A5035811403,1
A5012273600,A5045269456,1
A5012273600,A5049194562,1
A5012277265,A5022150976,1
A5012277265,A5075653297,1
A5012277265,A5084252526,1
A5012277265,A5108428297,1
A5012288548,A5019708277,1
A5012288548,A5041404935,1
A5012288548,A5048780291,1
A5012288548,A5054275509,1
A5012288548,A5055426585,1
A5012288548,A5071898071,1
A5012288548,A5083523340,1
A5012329609,A5036678816,1
A5012329609,A5110215305,1
A5012330510,A5035034341,1
A5012330510,A5089540620,1
A5012353622,A5019671636,1
A5012353622,A5071098711,1
A5012353622,A5073919282,1
A5012353622,A5088492233,1
A5012354207,A5020880385,1
A5012354207,A5055175414,1
A5012354207,A5091466289,1
A5012354207,A5100332661,1
A5012354207,A5101458443,1
A5012354207,A5103242473,1
A5012360690,A5080765061,1
A5012360690,A5103084682,1
A5012360690,A5108228257,1
A5012378616,A5020952435,1
A5012378616,A5022625791,1
A5012378616,A5049109394,1
A5012378616,A5100349956,1
A5012378616,A5101451813,1
A5012381843,A5054331966,1
A5012381843,A5086326351,1
A5012381843,A5091466289,1
A5012381843,A5100424394,1
A5012388103,A5032598257,1
A5012388103,A5036159118,1
A5012388103,A5037161857,1
A5012388103,A5040707952,1
A5012388103,A5048833289,1
A5012388103,A5052623072,1
A5012388103,A5056903170,1
A5012388103,A5058111856,1
A5012388103,A5060888358,1
A5012388103,A5071409292,1
A5012388103,A5071829277,1
A5012388103,A5076075267,1
A5012388103,A5077811422,1
A5012388103,A5082209298,1
A5012388103,A5086088688,1
A5012388103,A5086131860,1
A5012388103,A5088950204,1
A5012388103,A5091036340,1
A5012388103,A5100393571,1
A5012388103,A5100763487,1
A5012388103,A5101418877,1
A5012388103,A5101716397,1
A5012388103,A5101824064,1
A5012388103,A5101907560,1
A5012388103,A5102823810,1
A5012388103,A5103803190,1
A5012388103,A5111648214,1
A5012397920,A5064638062,1
A5012397920,A5101561288,1
A5012446017,A5034986549,1
A5012446017,A5048471884,1
A5012446017,A5056413615,1
A5012446017,A5090930182,1
A5012446017,A5091887368,1
A5012448546,A5023834862,1
A5012448546,A5039737488,1
A5012448546,A5111653605,1
A5012448546,A5113734902,1
A5012497033,A5021246811,1
A5012497033,A5088113508,1
A5012530562,A5060698638,1
A5012530562,A5061059879,1
A5012542741,A5084897593,1
A5012542741,A5101179807,1
A5012542741,A5103585576,1
A5012542741,A5111543429,1
A5012542741,A5113953679,1
A5012542741,A5114184933,1
A5012542802,A5016908856,1
A5012542802,A5022367904,1
A5012542802,A5050543367,1
A5012542802,A5050598711,1
A5012542802,A5055426585,1
A5012542802,A5057952459,1
A5012542802,A5078987756,1
A5012542802,A5080679300,1
A5012542802,A5100333760,1
A5012553015,A5047912015,1
A5012553015,A5100377802,1
A5012557712,A5024027818,1
A5012557712,A5029660064,1
A5012557712,A5108851816,1
A5012557712,A5111410481,1
A5012561411,A5018103324,1
A5012561411,A5020533126,1
A5012561411,A5021674827,1
A5012561411,A5023953972,1
A5012561411,A5025399630,1
A5012561411,A5026171056,1
A5012561411,A5031570473,1
A5012561411,A5032305401,1
A5012561411,A5033123604,1
A5012561411,A5034541446,1
A5012561411,A5046158009,1
A5012561411,A5048194226,1
A5012561411,A5048992354,1
A5012561411,A5050854022,1
A5012561411,A5052428595,1
A5012561411,A5053646618,1
A5012561411,A5056684559,1
A5012561411,A5060159205,1
A5012561411,A5062129811,1
A5012561411,A5065970500,1
A5012561411,A5067882992,1
A5012561411,A5069237103,1
A5012561411,A5069573218,1
A5012561411,A5070561741,1
A5012561411,A5078212008,1
A5012561411,A5079369129,1
A5012561411,A5081925377,1
A5012561411,A5083454802,1
A5012561411,A5086098017,1
A5012561411,A5089895616,1
A5012561411,A5090175598,1
A5012561411,A5090732180,1
A5012561411,A5090970785,1
A5012561411,A5100770632,1
A5012561411,A5101569034,1
A5012561411,A5103114181,1
A5012561411,A5114155370,1
A5012627445,A5020860355,1
A5012627445,A5021246811,1
A5012627445,A5057479477,1
A5012627865,A5101722804,1
A5012636375,A5019622072,1
A5012636375,A5020680196,1
A5012636375,A5025331216,1
A5012636375,A5037990016,1
A5012636375,A5079997473,1
A5012651524,A5021217542,1
A5012651524,A5036719171,1
A5012666938,A5050640461,1
A5012666938,A5054793421,1
A5012666938,A5080214212,1
A5012666938,A5109404977,1
A5012668494,A5015067762,1
A5012668494,A5018524253,1
A5012668494,A5039929397,1
A5012668494,A5057821588,1
A5012668494,A5070966718,1
A5012668494,A5106408350,1
A5012668494,A5107399134,1
A5012668494,A5109131107,1
A5012668494,A5113027757,1
A5012693590,A5050588038,1
A5012693590,A5051610081,1
A5012693590,A5092645216,1
A5012732932,A5039062710,1
A5012732932,A5046755175,1
A5012732932,A5058266453,1
A5012732932,A5064720873,1
A5012732932,A5082090092,1
A5012732932,A5091175785,1
A5012732932,A5101462636,1
A5012732932,A5101949918,1
A5012732932,A5103210856,1
A5012750622,A5029096599,1
A5012750622,A5047521612,1
A5012750622,A5050639579,1
A5012750622,A5061160663,1
A5012750622,A5062771767,1
A5012750622,A5071070416,1
A5012750622,A5109455937,1
A5012750622,A5111988164,1
A5012753546,A5074356338,1
A5012753546,A5085517240,1
A5012758909,A5033076979,1
A5012758909,A5043151044,1
A5012758909,A5048194226,1
A5012758909,A5071733793,1
A5012766006,A5017670865,1
A5012766006,A5033325324,1
A5012766006,A5040794392,1
A5012766006,A5050342469,1
A5012766006,A5050433080,1
A5012766006,A5067091709,1
A5012766006,A5073919282,1
A5012766796,A5091018063,1
A5012782091,A5019622072,1
A5012782091,A5024197313,1
A5012782091,A5030968176,1
A5012782091,A5032676799,1
A5012782091,A5039180428,1
A5012782091,A5088223542,1
A5012782091,A5103406484,1
A5012785854,A5032113086,1
A5012785854,A5040236693,1
A5012785854,A5071220385,1
A5012785854,A5071898071,1
A5012785854,A5077191719,1
A5012785854,A5098292069,1
A5012785854,A5110532339,1
A5012788427,A5024427655,1
A5012788427,A5028969710,1
A5012788427,A5039231102,1
A5012788427,A5091466289,1
A5012788427,A5100660205,1
A5012788427,A5101701031,1
A5012797594,A5018955742,1
A5012797594,A5034277315,1
A5012797594,A5063269254,1
A5012845744,A5019003563,1
A5012845744,A5019308726,1
A5012845744,A5065573589,1
A5012845744,A5083624725,1
A5012847693,A5025397194,1
A5012847693,A5033801646,1
A5012856150,A5023711681,1
A5012856150,A5079015255,1
A5012856150,A5112795492,1
A5012919545,A5110308970,1
A5012944737,A5100418560,1
A5012950750,A5015538446,1
A5012950750,A5066590358,1
A5012950750,A5074768455,1
A5012950750,A5089915762,1
