AuthorAffiliation_clean,canonical_affiliation_en,canonical_method,canonical_match_score
"Department of Computer Science, University of Massachusetts, Lowell, USA","Department of Computer Science, University of Massachusetts, Lowell, USA",exact,100.0
"Department of Computer Science, University of Massachusetts, USA","Department of Computer Science, University of Massachusetts, USA",exact,100.0
"Department of Computer Science, University of Minnesota, Minneapolis, MN, USA","Department of Computer Science, University of Minnesota, Minneapolis, MN, USA",exact,100.0
"Department of Computer Science, University of Minnesota, USA","Department of Computer Science, University of Minnesota, USA",exact,100.0
"Department of Computer Science, University of Mississippi, USA","Department of Computer Science, University of Mississippi, USA",exact,100.0
"Department of Computer Science, University of New Hampshire, Durham, NH, USA","Department of Computer Science, University of New Hampshire, Durham, NH, USA",exact,100.0
"Department of Computer Science, University of New Hampshire, USA","Department of Computer Science, University of New Hampshire, USA",exact,100.0
"Department of Computer Science, University of New Mexico, USA","Department of Computer Science, University of New Mexico, USA",exact,100.0
"Department of Computer Science, University of North Carolina at Chapel Hill","Department of Computer Science, University of North Carolina at Chapel Hill",exact,100.0
"Department of Computer Science, University of North Carolina at Chapel Hill, USA","Department of Computer Science, University of North Carolina at Chapel Hill, USA",exact,100.0
"Department of Computer Science, University of North Carolina at Charlotte","Department of Computer Science, University of North Carolina at Charlotte",exact,100.0
"Department of Computer Science, University of North Carolina, Chapel Hill, Chapel Hill, NC, USA","Department of Computer Science, University of North Carolina, Chapel Hill, Chapel Hill, NC, USA",exact,100.0
"Department of Computer Science, University of North Carolina, Chapel Hill, USA","Department of Computer Science, University of North Carolina, Chapel Hill, USA",exact,100.0
"Department of Computer Science, University of North Carolina, Charlotte and UNC Charlotte","Department of Computer Science, University of North Carolina, Charlotte and UNC Charlotte",exact,100.0
"Department of Computer Science, University of North Carolina, Charlotte, Charlotte, USA","Department of Computer Science, University of North Carolina, Charlotte, Charlotte, USA",exact,100.0
"Department of Computer Science, University of North Carolina, Charlotte, USA","Department of Computer Science, University of North Carolina, Charlotte, USA",exact,100.0
"Department of Computer Science, University of Nottingham, Nottingham, UK","Department of Computer Science, University of Nottingham, Nottingham, UK",exact,100.0
"Department of Computer Science, University of Oregon, Eugene, OR, USA","Department of Computer Science, University of Oregon, Eugene, OR, USA",exact,100.0
"Department of Computer Science, University of Oxford, UK","Department of Computer Science, University of Oxford, UK",exact,100.0
"Department of Computer Science, University of Oxford, United Kingdom","Department of Computer Science, University of Oxford, United Kingdom",exact,100.0
"Department of Computer Science, University of Pittsburgh, USA","Department of Computer Science, University of Pittsburgh, USA",exact,100.0
"Department of Computer Science, University of Regina, Canada","Department of Computer Science, University of Regina, Canada",exact,100.0
"Department of Computer Science, University of Regina, Regina, SAS, Canada","Department of Computer Science, University of Regina, Regina, SAS, Canada",exact,100.0
"Department of Computer Science, University of Rostock, Rostock, Germany","Department of Computer Science, University of Rostock, Rostock, Germany",exact,100.0
"Department of Computer Science, University of Sheffield, UK","Department of Computer Science, University of Sheffield, UK",exact,100.0
"Department of Computer Science, University of Stanford, USA","Department of Computer Science, University of Stanford, USA",exact,100.0
"Department of Computer Science, University of São Paulo","Department of Computer Science, University of São Paulo",exact,100.0
"Department of Computer Science, University of São Paulo, Brazil","Department of Computer Science, University of São Paulo, Brazil",exact,100.0
"Department of Computer Science, University of Toronto","Department of Computer Science, University of Toronto",exact,100.0
"Department of Computer Science, University of Toronto, Canada","Department of Computer Science, University of Toronto, Canada",exact,100.0
"Department of Computer Science, University of Toronto, Toronto, ONT, Canada","Department of Computer Science, University of Toronto, Toronto, ONT, Canada",exact,100.0
"Department of Computer Science, University of Utah, Salt Lake, UT, USA","Department of Computer Science, University of Utah, Salt Lake, UT, USA",exact,100.0
"Department of Computer Science, University of Utah, USA","Department of Computer Science, University of Utah, USA",exact,100.0
"Department of Computer Science, University of Victoria, Victoria, BC, Canada","Department of Computer Science, University of Victoria, Victoria, BC, Canada",exact,100.0
"Department of Computer Science, University of Wales, Swansea, UK","Department of Computer Science, University of Wales, Swansea, UK",exact,100.0
"Department of Computer Science, University of Wales, UK","Department of Computer Science, University of Wales, UK",exact,100.0
"Department of Computer Science, University of Waterloo, Waterloo, ONT, Canada","Department of Computer Science, University of Waterloo, Waterloo, ONT, Canada",exact,100.0
"Department of Computer Science, University of Western Ontario, London, ONT, Canada","Department of Computer Science, University of Western Ontario, London, ONT, Canada",exact,100.0
"Department of Computer Science, University of Wisconsin, Madison, USA","Department of Computer Science, University of Wisconsin, Madison, USA",exact,100.0
"Department of Computer Science, University of Århus, Aarhus, Denmark","Department of Computer Science, University of Århus, Aarhus, Denmark",exact,100.0
"Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA","Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",exact,100.0
"Department of Computer Science, Virginia Tech","Department of Computer Science, Virginia Tech",exact,100.0
"Department of Computer Science, Virginia Tech, Blacksburg, VA, USA","Department of Computer Science, Virginia Tech, Blacksburg, VA, USA",exact,100.0
"Department of Computer Science, Virginia Technology, Blacksburg, VA, USA","Department of Computer Science, Virginia Technology, Blacksburg, VA, USA",exact,100.0
"Department of Computer Science, Virginia Technology, USA","Department of Computer Science, Virginia Technology, USA",exact,100.0
"Department of Computer Science, Wayne State University","Department of Computer Science, Wayne State University",exact,100.0
"Department of Computer Science, Wayne State University, Detroit","Department of Computer Science, Wayne State University, Detroit",exact,100.0
"Department of Computer Science, Wayne State University, Detroit, MI","Department of Computer Science, Wayne State University, Detroit, MI",exact,100.0
"Department of Computer Science, Wayne State University, Detroit, MI, USA","Department of Computer Science, Wayne State University, Detroit, MI, USA",exact,100.0
"Department of Computer Science, Wayne State University, USA","Department of Computer Science, Wayne State University, USA",exact,100.0
"Department of Computer Science, Worcester Polytechnic Institute, USA","Department of Computer Science, Worcester Polytechnic Institute, USA",exact,100.0
"Department of Computer Science, Zhejiang University","Department of Computer Science, Zhejiang University",exact,100.0
"Department of Computer Science, group of Computer Graphics and Algorithms, Vienna University of Technology, Austria","Department of Computer Science, group of Computer Graphics and Algorithms, Vienna University of Technology, Austria",exact,100.0
"Department of Computer Science, the College of Science, and the College of Engineering, Swansea University, UK","Department of Computer Science, the College of Science, and the College of Engineering, Swansea University, UK",exact,100.0
"Department of Computer Science, the Department of Mathematics, and the Discovery Analytics Center, Virginia Polytechnic Institute and State University, USA","Department of Computer Science, the Department of Mathematics, and the Discovery Analytics Center, Virginia Polytechnic Institute and State University, USA",exact,100.0
"Department of Computer Sciences and TICAM, University of Technology, Austin, TX, USA","Department of Computer Sciences and TICAM, University of Technology, Austin, TX, USA",exact,100.0
"Department of Computer Sciences, Johns Hopkins University, Baltimore, MD, USA","Department of Computer Sciences, Johns Hopkins University, Baltimore, MD, USA",exact,100.0
"Department of Computer Sciences, Monash University, Melbourne, Australia","Department of Computer Sciences, Monash University, Melbourne, Australia",exact,100.0
"Department of Computer Sciences, Princeton University, Princeton, NJ, USA","Department of Computer Sciences, Princeton University, Princeton, NJ, USA",exact,100.0
"Department of Computer Sciences, Purdue University, West Lafayette, IN, USA","Department of Computer Sciences, Purdue University, West Lafayette, IN, USA",exact,100.0
"Department of Computer Sciences, State University of New York, Stony Brook, NY, USA","Department of Computer Sciences, State University of New York, Stony Brook, NY, USA",exact,100.0
"Department of Computer Sciences, State University of New York, Stony Brook, Stony Brook, NY, USA","Department of Computer Sciences, State University of New York, Stony Brook, Stony Brook, NY, USA",exact,100.0
"Department of Computer Sciences, University of Maryland, College Park, MD, USA","Department of Computer Sciences, University of Maryland, College Park, MD, USA",exact,100.0
"Department of Computer Sciences, University of Southern California, Los Angeles, CA, USA","Department of Computer Sciences, University of Southern California, Los Angeles, CA, USA",identity,82.4
"Department of Computer Sciences, University of Technology, Austin, TX, USA","Department of Computer Sciences, University of Technology, Austin, TX, USA",exact,100.0
"Department of Computer Sciences, University of Texas, Austin, Austin, TX, USA","Department of Computer Sciences, University of Texas, Austin, Austin, TX, USA",exact,100.0
"Department of Computer Sciences, University of Utah, Salt Lake, UT, USA","Department of Computer Sciences, University of Utah, Salt Lake, UT, USA",exact,100.0
"Department of Computer Sciences, University of Wisconsin, Madison","Department of Computer Sciences, University of Wisconsin, Madison",exact,100.0
"Department of Computer Sciences, University of Wisconsin, Madison, USA","Department of Computer Sciences, University of Wisconsin, Madison, USA",exact,100.0
"Department of Computer Sciences, University of Wisconsin-Madison","Department of Computer Sciences, University of Wisconsin, Madison",exact,100.0
"Department of Computer Sciences, University of Wisconsin-Madison, USA","Department of Computer Sciences, University of Wisconsin, Madison, USA",exact,100.0
"Department of Computer Sdence, University of New Hampshire, USA","Department of Computer Sdence, University of New Hampshire, USA",exact,100.0
"Department of Computer and Information Science and Engineering, University of Florida","Department of Computer and Information Science and Engineering, University of Florida",exact,100.0
"Department of Computer and Information Science and Engineering, University of Florida, USA","Department of Computer and Information Science and Engineering, University of Florida, USA",exact,100.0
"Department of Computer and Information Science, Indiana University-Purdue University Indianapolis, USA","Department of Computer and Information Science, Indiana University-Purdue University Indianapolis, USA",exact,100.0
"Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA","Department of Computer & Information Science, Ohio State Uinversity, Columbus, OH, USA",exact,100.0
"Department of Computer and Information Science, Ohio State Uinversity, USA","Department of Computer and Information Science, Ohio State Uinversity, USA",exact,100.0
"Department of Computer and Information Science, Ohio State Uinversity, USA and Naval Research Laboratory, Inc., Washington D.C., DC, USA","Department of Computer and Information Science, Ohio State Uinversity, USA and Naval Research Laboratory, Inc., Washington D.C., DC, USA",exact,100.0
"Department of Computer and Information Science, Ohio State Univ., Columbus, OH, USA","Department of Computer and Information Science, Ohio State Univ., Columbus, OH, USA",exact,100.0
"Department of Computer and Information Science, Ohio State University, Columbus, OH, USA","Department of Computer and Information Science, Ohio State Univ., Columbus, OH, USA",exact,100.0
"Department of Computer and Information Science, Polytechnic University, USA","Department of Computer and Information Science, Polytechnic University, USA",exact,100.0
"Department of Computer and Information Science, Purdue University, Indianapolis, Indianapolis, IN, USA and Institute of Systems Science, National University of Singapore, Singapore","Department of Computer and Information Science, Purdue University, Indianapolis, Indianapolis, IN, USA and Institute of Systems Science, National University of Singapore, Singapore",exact,100.0
"Department of Computer and Information Science, The Ohio State University and Ohio Supercomputer Center","Department of Computer and Information Science, The Ohio State University and Ohio Supercomputer Center",exact,100.0
"Department of Computer and Information Science, University of Konstanz, Germany","Department of Computer & Information Science, University of Konstanz, Germany",exact,100.0
"Department of Computer and Information Science, University of Minnesota, USA","Department of Computer and Information Science, University of Minnesota, USA",exact,100.0
"Department of Computer and Information Sciences and Engineering, University of Florida, USA","Department of Computer and Information Sciences and Engineering, University of Florida, USA",exact,100.0
"Department of Computer and Information Sciences, University of Alabama, Birmingham, Birmingham, AL, USA","Department of Computer and Information Sciences, University of Alabama, Birmingham, Birmingham, AL, USA",exact,100.0
"Department of Computer and Information Sciences, University of Mississippi, MS, USA","Computer and Information Science Department, University of Mississippi, USA",fuzzy,95.4
"Department of Computer and Media Engineering, Yamanashi University, Kofu, Yamanashi, Japan","Department of Computer and Media Engineering, Yamanashi University, Kofu, Yamanashi, Japan",exact,100.0
"Department of Computer, Science University of British, Columbia, USA","Department of Computer, Science University of British, Columbia, USA",exact,100.0
"Department of Computing Science, Chalmers University of Technology, Goteborg, Sweden","Department of Computing Science, Chalmers University of Technology, Goteborg, Sweden",exact,100.0
"Department of Computing Science, University of Glasgow, Glasgow, UK","Department of Computing Science, University of Glasgow, Glasgow, UK",exact,100.0
"Department of Computing Science, University of Glasgow, UK","Department of Computing Science, University of Glasgow, UK",exact,100.0
"Department of Computing Science, University of Glasgow, United Kingdom","Department of Computing Science, University of Glasgow, United Kingdom",exact,100.0
"Department of Computing Science, University of Groningam, Groningen, Netherlands","Department of Computing Science, University of Groningam, Groningen, Netherlands",exact,100.0
"Department of Computing, Imperial College London, UK","Department of Computing, Imperial College London, UK",exact,100.0
"Department of Computing, Imperial College, London University, London, UK","Department of Computing, Imperial College, London University, London, UK",exact,100.0
"Department of Computing, Oxford Brookes University, UK","Department of Computing, Oxford Brookes University, UK",exact,100.0
"Department of Computing, Oxford-Brookes University, UK","Department of Computing, Oxford Brookes University, UK",exact,100.0
"Department of Computing, Xi' an Jiaotong-Liverpool University, Suzhou, China","Department of Computing, Xi' an Jiaotong-Liverpool University, Suzhou, China",exact,100.0
"Department of Computing, Xi'an Jiaotong-Liverpool University, China","Department of Computing, Xi'an Jiaotong-Liverpool University, China",exact,100.0
"Department of Computing, Xi'an Jiaotong-Liverpool University, Suzhou, China","Department of Computing, Xi' an Jiaotong-Liverpool University, Suzhou, China",exact,100.0
"Department of Control Engineering and Information Technology, Budapest University슠of슠Technology슠and슠Economics, Hungary","Department of Control Engineering and Information Technology, Budapest University슠of슠Technology슠and슠Economics, Hungary",exact,100.0
"Department of Control Engineering and Information Technology, Technical University of Budapest, Hungary","Department of Control Engineering and Information Technology, Technical University of Budapest, Hungary",exact,100.0
Department of Defense,Department of Defense,exact,100.0
"Department of Design, The University of Applied Sciences Potsdam, Germany","Department of Design, The University of Applied Sciences Potsdam, Germany",exact,100.0
"Department of Diagnostic Radiology and Department of Electrical Engineering, University of Oulu, Finland","Department of Diagnostic Radiology and Department of Electrical Engineering, University of Oulu, Finland",exact,100.0
"Department of Diagnostic Radiology and the Department of Biomedical Engineering, Yale University, USA","Department of Diagnostic Radiology and the Department of Biomedical Engineering, Yale University, USA",exact,100.0
"Department of Diagnostic Radiology, Department of Biomedical Engineering and the Department of Electrical Engineering Electrical Engineering, Yale University, USA","Department of Diagnostic Radiology, Department of Biomedical Engineering and the Department of Electrical Engineering Electrical Engineering, Yale University, USA",exact,100.0
"Department of Diagnostic Radiology, Yale School of Medicine","Department of Diagnostic Radiology, Yale School of Medicine",exact,100.0
"Department of Diagnostic Radiology, Yale University School of Medicine, USA","Department of Diagnostic Radiology, Yale University School of Medicine, USA",exact,100.0
"Department of EECS, George Washington University, USA","Department of EECS, George Washington University, USA",exact,100.0
"Department of EECS, University of Michigan, USA","Department of EECS, University of Michigan, USA",exact,100.0
"Department of Earth, Ocean, and Atmospheric Sciences, University of British Columbia, Canada","Department of Earth, Ocean, and Atmospheric Sciences, University of British Columbia, Canada",exact,100.0
"Department of Ecology and Evolution, State University of New York, Stony Brook, USA","Department of Ecology and Evolution, State University of New York, Stony Brook, USA",exact,100.0
"Department of Economics & Department of Physics and Astronomy, Ghent University, Belgium","Department of Economics & Department of Physics and Astronomy, Ghent University, Belgium",exact,100.0
"Department of Economics, Purdue University, USA","Department of Economics, Purdue University, USA",exact,100.0
"Department of Electrical & Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA","Department of Electrical & Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA",exact,100.0
"Department of Electrical Engineering & Computer Science, University of Tennessee, USA","Department of Electrical Engineering & Computer Science, University of Tennessee, USA",exact,100.0
"Department of Electrical Engineering & Computer Sciences, University of Illinois, Chicago, USA","Department of Electrical Engineering & Computer Sciences, University of Illinois, Chicago, USA",exact,100.0
"Department of Electrical Engineering Imperial College of Science, Technology and Medicine, London, UK","Department of Electrical Engineering Imperial College of Science, Technology and Medicine, London, UK",exact,100.0
"Department of Electrical Engineering and Computer Science, George Washington University, DC, USA","Department of Electrical Engineering and Computer Science, George Washington University, DC, USA",exact,100.0
"Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville","Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville",exact,100.0
"Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, USA","Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, USA",exact,100.0
"Department of Electrical Engineering, Department of Aeronautics and Astronautics, University of Stanford, Stanford, CA, USA","Department of Electrical Engineering, Department of Aeronautics and Astronautics, University of Stanford, Stanford, CA, USA",exact,100.0
"Department of Electrical Engineering, FT-10, University of Washington, Seattle, WA, USA","Department of Electrical Engineering, FT-10, University of Washington, Seattle, WA, USA",exact,100.0
"Department of Electrical Engineering, Michigan State University, East Lansing, MI, USA","Department of Electrical Engineering, Michigan State University, East Lansing, MI, USA",identity,89.9
"Department of Electrical Engineering, Mississippi State University, USA","Department of Electrical Engineering, Mississippi State University, USA",exact,100.0
"Department of Electrical Engineering, Technion-Israel Institute of Technology, Haifa, Israel","Department of Electrical Engineering, Technion-Israel Institute of Technology, Haifa, Israel",exact,100.0
"Department of Electrical Engineering, Technion-Israel Institute of Technology, Israel","Department of Electrical Engineering, Technion-Israel Institute of Technology, Israel",exact,100.0
"Department of Electrical Engineering, University of Florida, Gainesville, FL, USA","Department of Electrical Engineering, University of Florida, Gainesville, FL, USA",exact,100.0
"Department of Electrical Engineering, University of Stanford, Stanford, CA, USA","Department of Electrical Engineering, University of Stanford, Stanford, CA, USA",exact,100.0
"Department of Electrical Engineering, University of Utah, USA","Department of Electrical Engineering, University of Utah, USA",exact,100.0
"Department of Electrical Engineering,Stanford University,CA,USA","Department of Electrical Engineering,Stanford University,CA,USA",exact,100.0
"Department of Electrical and Computer Engineering & CAIP, Rutgers University, Piscataway, NJ, USA","Department of Electrical and Computer Engineering  & CAIP, Rutgers University, Piscataway, NJ, USA",exact,100.0
"Department of Electrical and Computer Engineering Rutgers, State University of New Jersey, Piscataway, NJ, USA","Department of Electrical and Computer Engineering Rutgers, State University of New Jersey, Piscataway, NJ, USA",exact,100.0
"Department of Electrical and Computer Engineering and CAIP Center, Rutgers University, Piscataway, NJ, USA","Department of Electrical and Computer Engineering and CAIP Center, Rutgers University, Piscataway, NJ, USA",exact,100.0
"Department of Electrical and Computer Engineering and CAIP, Rutgers University, Piscataway, NJ, USA","Department of Electrical and Computer Engineering  & CAIP, Rutgers University, Piscataway, NJ, USA",exact,100.0
"Department of Electrical and Computer Engineering, Laboratory for Visiometrics and Modeling, Rutgers University, Piscataway, NJ, USA","Department of Electrical and Computer Engineering, Laboratory for Visiometrics and Modeling, Rutgers University, Piscataway, NJ, USA",exact,100.0
"Department of Electrical and Computer Engineering, Rutgers University, Piscataway, NJ, USA","Department of Electrical and Computer Engineering, Rutgers University, Piscataway, NJ, USA",exact,100.0
"Department of Electrical and Computer Engineering, State University of New Jersey, Rutgers, USA","Department of Electrical and Computer Engineering, State University of New Jersey, Rutgers, USA",exact,100.0
"Department of Electrical and Computer Engineering, State University of New Jersey, USA","Department of Electrical and Computer Engineering, State University of New Jersey, USA",exact,100.0
"Department of Electrical and Computer Engineering, The University of New Mexico, USA","Department of Electrical and Computer Engineering, The University of New Mexico, USA",exact,100.0
"Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, BC, Canada","Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, BC, Canada",exact,100.0
"Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA","Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA",exact,100.0
"Department of Electrical and Computer Engineering, University of Virginia","Department of Electrical and Computer Engineering, University of Virginia",exact,100.0
"Department of Electronic Engineering, Tsinghua University, Beijing, China","Department of Electronic Engineering, Tsinghua University, Beijing, China",exact,100.0
"Department of Electronics Engineering, Korea University, Seoul, South Korea","Department of Electronics Engineering, Korea University, Seoul, South Korea",exact,100.0
"Department of Endocrinology, Leiden University Medical Center, Netherlands","Department of Endocrinology, Leiden University Medical Center, Netherlands",exact,100.0
"Department of Engineering Science, University of Oxford, UK","Department of Engineering Science, University of Oxford, UK",exact,100.0
"Department of Engineering, Swansea University, UK","Department of Engineering, Swansea University, UK",exact,100.0
"Department of English, University of Calgary","Department of English, University of Calgary",exact,100.0
"Department of English, University of Wisconsin, Madison","Department of English, University of Wisconsin, Madison",exact,100.0
"Department of Environmental Informatics, Helmholtz Center for Environmental Research, Leipzig, Germany","Department of Environmental Informatics, Helmholtz Center for Environmental Research, Leipzig, Germany",exact,100.0
"Department of Experimental Biology and RECETOX, Loschmidt Laboratories, Faculty of Medicine Masaryk University, Brno, Czech Republic","Department of Experimental Biology and RECETOX, Loschmidt Laboratories, Faculty of Medicine Masaryk University, Brno, Czech Republic",exact,100.0
"Department of Experimental Biology and RECETOX, Loschmidt Laboratories, Faculty of Science, Masaryk University, Brno, Czech Republic","Department of Experimental Biology and RECETOX, Loschmidt Laboratories, Faculty of Science, Masaryk University, Brno, Czech Republic",exact,100.0
"Department of Experimental Biology, Loschmidt Laboratories, Faculty of Science, RECETOX, Masaryk University, Brno, Czech Republic","Department of Experimental Biology, Loschmidt Laboratories, Faculty of Science, RECETOX, Masaryk University, Brno, Czech Republic",exact,100.0
"Department of Forensic Medicine, National Board of Forensic Medicine, Linkoping, Sweden","Department of Forensic Medicine, National Board of Forensic Medicine, Linkoping, Sweden",exact,100.0
"Department of Geography and GeoVISTA Center, Pennsylvania State University, USA","Department of Geography and GeoVISTA Center, Pennsylvania State University, USA",exact,100.0
"Department of Geography and GeoVISTA Center, Pennsylvania State University, University Park, PA, USA","Department of Geography and GeoVISTA Center, Pennsylvania State University, University Park, PA, USA",exact,100.0
Department of Geography and Kent State University,Department of Geography and Kent State University,exact,100.0
"Department of Geography, Arizona State University, USA","Department of Geography, Arizona State University, USA",exact,100.0
"Department of Geography, Kent State University","Department of Geography, Kent State University",exact,100.0
"Department of Geography, Memorial University, Canada","Department of Geography, Memorial University, Canada",exact,100.0
"Department of Geography, Pennsylvania State University, USA","Department of Geography, Pennsylvania State University, USA",exact,100.0
"Department of Geography, Swansea University, UK","Department of Geography, Swansea University, UK",exact,100.0
"Department of Geography, The Pennsylvania State University, University Park, PA, USA","Department of Geography, The Pennsylvania State University, University Park, PA, USA",exact,100.0
"Department of Geography, UC Santa Barbara","Department of Geography, UC Santa Barbara",exact,100.0
"Department of Geography, University of Leicester, Leicester, UK","Department of Geography, University of Leicester, Leicester, UK",exact,100.0
"Department of Geography, University of New Orleans, USA","Department of Geography, University of New Orleans, USA",exact,100.0
"Department of Geography, University of South Carolina","Department of Geography, University of South Carolina",exact,100.0
"Department of Geography, University of South Carolina, USA","Department of Geography, University of South Carolina, USA",exact,100.0
"Department of Geology, University of California, Davis, USA","Department of Geology, University of California, Davis, USA",exact,100.0
"Department of Geology, University of California,슠Davis, USA","Department of Geology, University of California, Davis, USA",exact,100.0
"Department of Geosciences and Northern Gulf Institute, Mississippi State University, USA","Department of Geosciences and Northern Gulf Institute, Mississippi State University, USA",exact,100.0
"Department of Geosciences, Mississippi State University, USA","Department of Geosciences, Mississippi State University, USA",exact,100.0
"Department of Health Evaluation Sciences, The Pennsylvania State University, Hershey, PA, USA","Department of Health Evaluation Sciences, The Pennsylvania State University, Hershey, PA, USA",exact,100.0
"Department of Health, Indiana State Board of Health, USA","Department of Health, Indiana State Board of Health, USA",exact,100.0
Department of Homeland Security,Department of Homeland Security,exact,100.0
"Department of Human-Centred Computing, Faculty of Information Technology, Monash University, Melbourne, Australia","Department of Human-Centred Computing, Faculty of Information Technology, Monash University, Melbourne, Australia",exact,100.0
"Department of Immunohematology and Blood Transfusion, Leiden University Medical Center, The Netherlands","Department of Immunohematology and Blood Transfusion, Leiden University Medical Center, The Netherlands",exact,100.0
"Department of Industrial Engiheering, University of Toronto, Toronto, ONT, Canada","Department of Industrial Engiheering, University of Toronto, Toronto, ONT, Canada",exact,100.0
"Department of Industrial Engineering, University of Toronto, Toronto, ONT, Canada","Department of Industrial Engineering, University of Toronto, Toronto, ONT, Canada",exact,100.0
"Department of Industrial and Systems Engineering, Texas A and M University, USA","Department of Industrial and Systems Engineering, Texas A and M University, USA",exact,100.0
"Department of Infection, Immunity and Cardiovascular Disease, University of Sheffield, UK","Department of Infection, Immunity and Cardiovascular Disease, University of Sheffield, UK",exact,100.0
"Department of Informatics & Mohn Medical Imaging and Visualization Centre, Department of Radiology, Haukeland University Hospital, University of Bergen, Norway","Department of Informatics & Mohn Medical Imaging and Visualization Centre, Department of Radiology, Haukeland University Hospital, University of Bergen, Norway",exact,100.0
"Department of Informatics at University of Bergen, Bergen, Norway","Department of Informatics at University of Bergen, Bergen, Norway",exact,100.0
"Department of Informatics, Christian Michelsen Research, University of Bergen, Norway","Department of Informatics, Christian Michelsen Research, University of Bergen, Norway",exact,100.0
"Department of Informatics, Kings College, London, UK","Department of Informatics, Kings College, London, UK",exact,100.0
"Department of Informatics, University of Bergen, Bergen, Norway","Department of Informatics, University of Bergen, Bergen, Norway",exact,100.0
"Department of Informatics, University of Bergen, Norway","Department of Informatics, University of Bergen, Norway",exact,100.0
"Department of Information Engineering, Chinese University of Hong Kong, Sha Tin, Hong Kong, China","Department of Information Engineering, Chinese University of Hong Kong, Sha Tin, Hong Kong, China",exact,100.0
"Department of Information Science, City University of London, UK","Department of Information Science, City University of London, UK",exact,100.0
"Department of Information Science, City University, London, UK","Department of Information Science, City University, London, UK",exact,100.0
"Department of Information Science, University of Uppsala, Sweden","Department of Information Science, University of Uppsala, Sweden",exact,100.0
"Department of Information Science, University of Uppsala, Uppsala, Sweden","Department of Information Science, University of Uppsala, Uppsala, Sweden",exact,100.0
"Department of Information Sciences and Technologies, Rochester Institute of Technology, Rochester, NY, USA","Department of Information Sciences and Technologies, Rochester Institute of Technology, Rochester, NY, USA",exact,100.0
"Department of Information Sciences, Ochanomizu University, Japan","Department of Information Sciences, Ochanomizu University, Japan",exact,100.0
"Department of Information Sciences, Ochanomizu University, Tokyo, Japan","Department of Information Sciences, Ochanomizu University, Tokyo, Japan",exact,100.0
"Department of Information Studies, University of Sheffield, UK","Department of Information Studies, University of Sheffield, UK",exact,100.0
"Department of Information and Computer Science, Keio University, Yokohama, Japan","Department of Information and Computer Science, Keio University, Yokohama, Japan",exact,100.0
"Department of Information and Knowledge Engineering (ike), Danube-University of Krems, Krems, Austria","Department of Information and Knowledge Engineering (ike), Danube-University of Krems, Krems, Austria",exact,100.0
"Department of Internal Medicine I, Ulm University","Department of Internal Medicine I, Ulm University",exact,100.0
"Department of Landscape Architecture, Harvard University","Department of Landscape Architecture, Harvard University",exact,100.0
"Department of Management Information Systems, University of Arizona Tucson, USA","Department of Management Information Systems, University of Arizona Tucson, USA",exact,100.0
"Department of Math and Computer Science, Colorado Schml of Mines, Golden, CO, USA","Department of Math and Computer Science, Colorado Schml of Mines, Golden, CO, USA",exact,100.0
"Department of Mathematic and Computer Science, Eindhoven University of Technology, The Netherlands","Department of Mathematic and Computer Science, Eindhoven University of Technology, The Netherlands",exact,100.0
"Department of Mathematical Information Technology, University of Jyväskylä, Finland","Department of Mathematical Information Technology, University of Jyväskylä, Finland",exact,100.0
"Department of Mathematics and CSIT, Florida State University, USA","Department of Mathematics and CSIT, Florida State University, USA",exact,100.0
"Department of Mathematics and CSIT, Florida State University, USA and International Neuroimaging Consortium VA Medical Center, University of Minneapolis, USA","Department of Mathematics and CSIT, Florida State University, USA and International Neuroimaging Consortium VA Medical Center, University of Minneapolis, USA",exact,100.0
"Department of Mathematics and Computer Sciecne, Technische Universiteit Eindhoven, Eindhoven, Netherlands","Department of Mathematics and Computer Sciecne, Technische Universiteit Eindhoven, Eindhoven, Netherlands",exact,100.0
"Department of Mathematics and Computer Science, Ben-Gurion University of the Negev, Beersheba, Israel","Department of Mathematics and Computer Science, Ben-Gurion University of the Negev, Beersheba, Israel",identity,91.1
"Department of Mathematics and Computer Science, Eindhovan University of Technology, Eindhoven, Netherlands","Department of Mathematics and Computer Science, Eindhovan University of Technology, Eindhoven, Netherlands",exact,100.0
"Department of Mathematics and Computer Science, Eindhovan University of Technology, Netherlands","Department of Mathematics and Computer Science, Eindhovan University of Technology, Netherlands",exact,100.0
"Department of Mathematics and Computer Science, Eindhoven University of Technology, Eindhoven, Netherlands","Department of Mathematics and Computer Science, Eindhoven University of Technology, Eindhoven, Netherlands",exact,100.0
